Date,TLT
2019-01-02,99.44599151611328
2019-01-03,100.57764434814453
2019-01-04,99.41344451904297
2019-01-07,99.12035369873047
2019-01-08,98.85987091064453
2019-01-09,98.70515441894531
2019-01-10,98.07015991210938
2019-01-11,98.45279693603516
2019-01-14,98.08641052246094
2019-01-15,97.72817993164062
2019-01-16,97.82591247558594
2019-01-17,97.85027313232422
2019-01-18,97.33741760253906
2019-01-22,97.99684143066406
2019-01-23,97.95616912841797
2019-01-24,98.5993423461914
2019-01-25,98.1270980834961
2019-01-28,98.02944946289062
2019-01-29,98.5260009765625
2019-01-30,98.45279693603516
2019-01-31,99.29944610595703
2019-02-01,98.69971466064453
2019-02-04,98.25910186767578
2019-02-05,98.70787048339844
2019-02-06,98.7568588256836
2019-02-07,99.40963745117188
2019-02-08,99.83393859863281
2019-02-11,99.4422607421875
2019-02-12,99.18930053710938
2019-02-13,98.81394958496094
2019-02-14,99.37694549560547
2019-02-15,99.53202819824219
2019-02-19,99.78498840332031
2019-02-20,99.49940490722656
2019-02-21,98.6099853515625
2019-02-22,99.19749450683594
2019-02-25,98.9036865234375
2019-02-26,99.39328002929688
2019-02-27,98.26725769042969
2019-02-28,97.93270111083984
2019-03-01,97.02752685546875
2019-03-04,97.7879867553711
2019-03-05,97.99235534667969
2019-03-06,98.3521957397461
2019-03-07,98.98995971679688
2019-03-08,99.40704345703125
2019-03-11,99.11263275146484
2019-03-12,99.80767822265625
2019-03-13,99.61962127685547
2019-03-14,98.90005493164062
2019-03-15,99.5541763305664
2019-03-18,99.49694061279297
2019-03-19,99.2762222290039
2019-03-20,100.31464385986328
2019-03-21,100.53544616699219
2019-03-22,102.09721374511719
2019-03-25,102.26077270507812
2019-03-26,102.18717193603516
2019-03-27,103.12748718261719
2019-03-28,103.48729705810547
2019-03-29,103.38916015625
2019-04-01,101.9206314086914
2019-04-02,102.109130859375
2019-04-03,101.22408294677734
2019-04-04,101.5108871459961
2019-04-05,101.64200592041016
2019-04-08,101.28140258789062
2019-04-09,101.6010513305664
2019-04-10,101.84693145751953
2019-04-11,101.24867248535156
2019-04-12,100.52751922607422
2019-04-15,100.78157043457031
2019-04-16,100.15056610107422
2019-04-17,100.19153594970703
2019-04-18,100.71601104736328
2019-04-22,100.23248291015625
2019-04-23,100.44559478759766
2019-04-24,101.2650375366211
2019-04-25,101.1175765991211
2019-04-26,101.46176147460938
2019-04-29,100.81433868408203
2019-04-30,101.33061218261719
2019-05-01,101.74860382080078
2019-05-02,101.26408386230469
2019-05-03,101.551513671875
2019-05-06,101.83073425292969
2019-05-07,102.61085510253906
2019-05-08,102.1674575805664
2019-05-09,102.58624267578125
2019-05-10,102.44662475585938
2019-05-13,103.25146484375
2019-05-14,102.9476089477539
2019-05-15,103.5799331665039
2019-05-16,103.23500061035156
2019-05-17,103.46495819091797
2019-05-20,103.25146484375
2019-05-21,103.0871810913086
2019-05-22,103.6784896850586
2019-05-23,104.8446044921875
2019-05-24,104.93495178222656
2019-05-28,105.69043731689453
2019-05-29,106.01070404052734
2019-05-30,106.92225646972656
2019-05-31,108.26084899902344
2019-06-03,108.98500061035156
2019-06-04,107.74242401123047
2019-06-05,107.13348388671875
2019-06-06,107.47909545898438
2019-06-07,108.40898895263672
2019-06-10,107.38858795166016
2019-06-11,107.45441436767578
2019-06-12,107.53671264648438
2019-06-13,107.90695190429688
2019-06-14,108.17852783203125
2019-06-17,108.36781311035156
2019-06-18,108.91096496582031
2019-06-19,109.06724548339844
2019-06-20,109.35531616210938
2019-06-21,108.15391540527344
2019-06-24,108.96034240722656
2019-06-25,109.29769134521484
2019-06-26,108.59822082519531
2019-06-27,109.363525390625
2019-06-28,109.28948211669922
2019-07-01,109.03389739990234
2019-07-02,109.8748550415039
2019-07-03,110.65818786621094
2019-07-05,109.19051361083984
2019-07-08,109.33897399902344
2019-07-09,109.29769897460938
2019-07-10,108.69580841064453
2019-07-11,107.24469757080078
2019-07-12,107.36840057373047
2019-07-15,107.9867172241211
2019-07-16,107.6651840209961
2019-07-17,108.82776641845703
2019-07-18,108.8359603881836
2019-07-19,108.58037567138672
2019-07-22,108.78648376464844
2019-07-23,108.19286346435547
2019-07-24,108.66284942626953
2019-07-25,108.14337158203125
2019-07-26,108.39900970458984
2019-07-29,108.43196868896484
2019-07-30,108.69580841064453
2019-07-31,109.56980895996094
2019-08-01,111.7458724975586
2019-08-02,112.77859497070312
2019-08-05,114.72832489013672
2019-08-06,115.6453857421875
2019-08-07,115.68663787841797
2019-08-08,115.93453216552734
2019-08-09,115.70323944091797
2019-08-12,118.11558532714844
2019-08-13,117.71080017089844
2019-08-14,120.36267852783203
2019-08-15,121.70115661621094
2019-08-16,120.72620391845703
2019-08-19,118.99954986572266
2019-08-20,120.23055267333984
2019-08-21,119.42913818359375
2019-08-22,118.63609313964844
2019-08-23,120.58577728271484
2019-08-26,120.09834289550781
2019-08-27,121.9488525390625
2019-08-28,122.10591125488281
2019-08-29,121.6432876586914
2019-08-30,121.67631530761719
2019-09-03,121.83352661132812
2019-09-04,122.015625
2019-09-05,119.805908203125
2019-09-06,120.6583251953125
2019-09-09,118.5147933959961
2019-09-10,116.4375
2019-09-11,116.23057556152344
2019-09-12,115.46920013427734
2019-09-13,113.0029296875
2019-09-16,114.44295501708984
2019-09-17,115.06365966796875
2019-09-18,115.55188751220703
2019-09-19,115.89955139160156
2019-09-20,117.43062591552734
2019-09-23,117.40577697753906
2019-09-24,118.8210220336914
2019-09-25,117.08301544189453
2019-09-26,117.83615112304688
2019-09-27,118.12580871582031
2019-09-30,118.4155044555664
2019-10-01,118.77197265625
2019-10-02,119.06212615966797
2019-10-03,120.14826202392578
2019-10-04,121.03533172607422
2019-10-07,120.03218078613281
2019-10-08,120.35553741455078
2019-10-09,119.6756591796875
2019-10-10,117.8931884765625
2019-10-11,116.43401336669922
2019-10-14,117.27967834472656
2019-10-15,115.86196899414062
2019-10-16,116.00292205810547
2019-10-17,115.72103881835938
2019-10-18,115.72103881835938
2019-10-21,114.85052490234375
2019-10-22,115.52203369140625
2019-10-23,115.63811492919922
2019-10-24,115.40597534179688
2019-10-25,114.84224700927734
2019-10-28,113.7975845336914
2019-10-29,113.87220764160156
2019-10-30,115.53866577148438
2019-10-31,117.09722900390625
2019-11-01,116.73682403564453
2019-11-04,115.20037841796875
2019-11-05,113.90477752685547
2019-11-06,114.5941390991211
2019-11-07,112.51785278320312
2019-11-08,112.04443359375
2019-11-11,112.11917877197266
2019-11-12,112.6341552734375
2019-11-13,113.36500549316406
2019-11-14,114.53599548339844
2019-11-15,114.41140747070312
2019-11-18,114.6190185546875
2019-11-19,115.57417297363281
2019-11-20,116.77005767822266
2019-11-21,116.03922271728516
2019-11-22,116.18871307373047
2019-11-25,116.52922058105469
2019-11-26,117.21027374267578
2019-11-27,116.86973571777344
2019-11-29,116.62061309814453
2019-12-02,115.06563568115234
2019-12-03,117.47831726074219
2019-12-04,116.30521392822266
2019-12-05,115.73951721191406
2019-12-06,115.0989761352539
2019-12-09,115.34851837158203
2019-12-10,115.35687255859375
2019-12-11,116.26368713378906
2019-12-12,114.35022735595703
2019-12-13,115.67300415039062
2019-12-16,114.63299560546875
2019-12-17,114.47500610351562
2019-12-18,113.53488159179688
2019-12-19,113.71653747558594
2019-12-20,113.86652374267578
2019-12-23,113.69992065429688
2019-12-24,114.02485656738281
2019-12-26,114.2998275756836
2019-12-27,114.4248275756836
2019-12-30,114.00819396972656
2019-12-31,112.89163970947266
2020-01-02,114.16648864746094
2020-01-03,115.92469024658203
2020-01-06,115.26644897460938
2020-01-07,114.69976043701172
2020-01-08,113.94154357910156
2020-01-09,114.34146881103516
2020-01-10,115.35810089111328
2020-01-13,115.00811767578125
