Date,OIH
2024-08-20,283.0302429199219
2024-08-21,284.1662902832031
2024-08-22,283.0302429199219
2024-08-23,291.30987548828125
2024-08-26,293.3702087402344
2024-08-27,290.838134765625
2024-08-28,284.8017272949219
2024-08-29,288.286865234375
2024-08-30,287.44927978515625
2024-09-03,274.808349609375
2024-09-04,270.687744140625
2024-09-05,269.33990478515625
2024-09-06,264.218017578125
2024-09-09,264.2661437988281
2024-09-10,258.6244201660156
2024-09-11,258.60516357421875
2024-09-12,260.7328796386719
2024-09-13,261.12762451171875
2024-09-16,266.7982177734375
2024-09-17,275.0682678222656
2024-09-18,273.14276123046875
2024-09-19,280.084228515625
2024-09-20,280.05535888671875
2024-09-23,282.38519287109375
2024-09-24,282.96282958984375
2024-09-25,274.2017822265625
2024-09-26,265.6429443359375
2024-09-27,272.4399719238281
2024-09-30,273.14276123046875
2024-10-01,279.776123046875
2024-10-02,281.1720886230469
2024-10-03,287.3433837890625
2024-10-04,290.6552429199219
2024-10-07,290.6552429199219
2024-10-08,282.67401123046875
2024-10-09,281.6727600097656
2024-10-10,284.0122375488281
2024-10-11,286.5250244140625
2024-10-14,284.1277770996094
2024-10-15,273.37384033203125
2024-10-16,276.58941650390625
2024-10-17,276.6183166503906
2024-10-18,269.11846923828125
2024-10-21,269.7635192871094
2024-10-22,267.7609558105469
2024-10-23,265.8161926269531
2024-10-24,264.68017578125
2024-10-25,268.38671875
2024-10-28,265.6429443359375
2024-10-29,261.8977966308594
2024-10-30,262.4080505371094
2024-10-31,264.34320068359375
2024-11-01,261.666748046875
2024-11-04,265.72955322265625
2024-11-05,268.9066467285156
2024-11-06,292.985107421875
2024-11-07,290.1738586425781
2024-11-08,287.0641784667969
2024-11-11,293.5049743652344
2024-11-12,290.8189392089844
2024-11-13,286.60205078125
2024-11-14,285.8029479980469
2024-11-15,281.2202453613281
2024-11-18,284.4743957519531
2024-11-19,282.8665466308594
2024-11-20,286.56353759765625
2024-11-21,292.542236328125
2024-11-22,295.81561279296875
2024-11-25,292.4652404785156
2024-11-26,289.1437072753906
2024-11-27,290.01983642578125
2024-11-29,292.0030822753906
2024-12-02,291.1365966796875
2024-12-03,291.8586730957031
2024-12-04,286.1591796875
2024-12-05,284.29144287109375
2024-12-06,273.49896240234375
2024-12-09,275.4437561035156
2024-12-10,275.5881652832031
2024-12-11,280.7581481933594
2024-12-12,276.36798095703125
2024-12-13,273.3160705566406
2024-12-16,269.90789794921875
2024-12-17,266.1531677246094
2024-12-18,256.5545349121094
2024-12-19,254.0802459716797
2024-12-20,254.9852294921875
2024-12-23,256.5077819824219
2024-12-24,259.14208984375
2024-12-26,260.50836181640625
2024-12-27,260.4198913574219
2024-12-30,262.99517822265625
2024-12-31,266.60260009765625
2025-01-02,271.4681091308594
2025-01-03,274.54473876953125
2025-01-06,274.9673767089844
2025-01-07,279.00726318359375
2025-01-08,275.0263671875
2025-01-10,274.1908874511719
2025-01-13,279.85260009765625
2025-01-14,282.3296203613281
2025-01-15,288.64007568359375
2025-01-16,288.9841003417969
2025-01-17,294.4001159667969
2025-01-21,294.5082092285156
2025-01-22,286.02545166015625
2025-01-23,286.02545166015625
2025-01-24,285.2292785644531
2025-01-27,280.09832763671875
2025-01-28,275.20330810546875
2025-01-29,273.5224609375
2025-01-30,274.5938720703125
2025-01-31,272.23480224609375
2025-02-03,271.23223876953125
2025-02-04,278.2503967285156
2025-02-05,280.4226989746094
2025-02-06,272.23480224609375
2025-02-07,270.7407531738281
2025-02-10,278.56494140625
2025-02-11,280.26544189453125
2025-02-12,274.987060546875
2025-02-13,277.23797607421875
2025-02-14,275.24261474609375
2025-02-18,279.8230895996094
2025-02-19,275.5866394042969
2025-02-20,276.30419921875
2025-02-21,268.1752624511719
2025-02-24,266.8778076171875
2025-02-25,262.45458984375
2025-02-26,259.3386535644531
2025-02-27,259.68267822265625
2025-02-28,261.8353271484375
2025-03-03,248.04469299316406
2025-03-04,243.74923706054688
2025-03-05,243.6509552001953
2025-03-06,243.3953857421875
2025-03-07,251.54396057128906
2025-03-10,245.1646728515625
2025-03-11,244.36849975585938
2025-03-12,245.22364807128906
2025-03-13,242.18637084960938
2025-03-14,249.78448486328125
2025-03-17,253.35255432128906
2025-03-18,253.52947998046875
2025-03-19,256.4291687011719
2025-03-20,257.27447509765625
2025-03-21,254.58123779296875
2025-03-24,259.2010498046875
2025-03-25,261.3241882324219
2025-03-26,262.2481384277344
2025-03-27,260.2921142578125
2025-03-28,256.90093994140625
2025-03-31,257.64801025390625
