Date,XLF
2025-06-02,50.20473861694336
2025-06-03,50.30322265625
2025-06-04,50.01762771606445
2025-06-05,49.8797607421875
2025-06-06,50.500179290771484
2025-06-09,50.22443771362305
2025-06-10,50.28352355957031
2025-06-11,50.22443771362305
2025-06-12,50.22443771362305
2025-06-13,49.200252532958984
2025-06-16,49.76158142089844
2025-06-17,49.47599411010742
2025-06-18,49.456298828125
2025-06-20,49.594173431396484
2025-06-23,50.218692779541016
2025-06-24,50.96969985961914
2025-06-25,50.80171203613281
2025-06-26,51.177215576171875
2025-06-27,51.325439453125
2025-06-30,51.75035095214844
2025-07-01,52.036922454833984
2025-07-02,51.99739456176758
2025-07-03,52.56064987182617
2025-07-07,52.05668258666992
2025-07-08,51.59224319458008
2025-07-09,51.779998779296875
2025-07-10,52.08633041381836
2025-07-11,51.5428352355957
2025-07-14,51.92822265625
2025-07-15,51.03887176513672
2025-07-16,51.39461135864258
2025-07-17,51.888694763183594
2025-07-18,51.918338775634766
2025-07-21,51.77011489868164
2025-07-22,52.05668258666992
2025-07-23,52.47171401977539
2025-07-24,52.44206619262695
2025-07-25,52.80768966674805
2025-07-28,52.44206619262695
2025-07-29,52.17526626586914
2025-07-30,52.076446533203125
2025-07-31,51.75035095214844
2025-08-01,50.791831970214844
2025-08-04,51.29579162597656
2025-08-05,51.088279724121094
2025-08-06,51.335323333740234
2025-08-07,50.76218032836914
2025-08-08,51.23650360107422
2025-08-11,51.21674346923828
2025-08-12,51.83928680419922
2025-08-13,52.13573455810547
2025-08-14,52.38277816772461
2025-08-15,51.83928680419922
2025-08-18,51.878814697265625
2025-08-19,51.97762680053711
2025-08-20,52.24443817138672
2025-08-21,52.076446533203125
2025-08-22,52.9361572265625
2025-08-25,52.629817962646484
2025-08-26,53.034969329833984
2025-08-27,53.14366912841797
2025-08-28,53.21284103393555
2025-08-29,53.3511848449707
2025-09-02,52.95591354370117
2025-09-03,52.86698532104492
2025-09-04,53.42035675048828
2025-09-05,52.44206619262695
2025-09-08,52.481597900390625
2025-09-09,52.70887756347656
2025-09-10,52.531005859375
2025-09-11,53.390708923339844
2025-09-12,53.163429260253906
2025-09-15,53.04484939575195
2025-09-16,52.926273345947266
2025-09-17,53.440120697021484
2025-09-18,53.48952865600586
2025-09-19,53.60810852050781
2025-09-22,53.53672409057617
2025-09-23,53.29878234863281
2025-09-24,53.15007019042969
2025-09-25,53.01127243041992
2025-09-26,53.397926330566406
2025-09-29,53.665611267089844
2025-09-30,53.407840728759766
2025-10-01,52.93195724487305
2025-10-02,52.892303466796875
2025-10-03,53.25912857055664
2025-10-06,53.23929977416992
2025-10-07,53.30870056152344
2025-10-08,53.05093002319336
2025-10-09,52.8625602722168
2025-10-10,51.7125129699707
2025-10-13,52.20822525024414
2025-10-14,52.78324890136719
2025-10-15,52.78324890136719
2025-10-16,51.315940856933594
2025-10-17,51.73234176635742
2025-10-20,52.33710861206055
2025-10-21,52.27762222290039
2025-10-22,51.98019790649414
2025-10-23,52.08925247192383
2025-10-24,52.654361724853516
2025-10-27,52.872474670410156
2025-10-28,52.53539276123047
2025-10-29,51.64311218261719
2025-10-30,51.78190994262695
2025-10-31,51.92070770263672
2025-11-03,51.702598571777344
2025-11-04,51.970279693603516
2025-11-05,52.14873504638672
2025-11-06,51.96036911010742
2025-11-07,52.32719039916992
2025-11-10,52.51556396484375
2025-11-11,52.753501892089844
2025-11-12,53.20955276489258
2025-11-13,52.525474548339844
2025-11-14,52.000022888183594
2025-11-17,51.008602142333984
2025-11-18,50.92928695678711
2025-11-19,51.11766052246094
2025-11-20,50.6715202331543
2025-11-21,51.22671127319336
2025-11-24,51.444828033447266
2025-11-25,52.08925247192383
2025-11-26,52.49573516845703
2025-11-28,52.872474670410156
2025-12-01,52.436248779296875
2025-12-02,52.38667678833008
2025-12-03,53.0905876159668
2025-12-04,53.19964599609375
2025-12-05,53.2194709777832
2025-12-08,53.02118682861328
2025-12-09,52.82290267944336
2025-12-10,53.427669525146484
2025-12-11,54.399261474609375
2025-12-12,54.47857666015625
2025-12-15,54.51823425292969
2025-12-16,54.171234130859375
2025-12-17,54.16132354736328
2025-12-18,54.07209396362305
2025-12-19,54.3695182800293
2025-12-22,55.03709030151367
2025-12-23,55.14652633666992
2025-12-24,55.44499206542969
2025-12-26,55.33555221557617
2025-12-29,55.03709030151367
2025-12-30,54.897804260253906
2025-12-31,54.48990249633789
