Date,XLF
2019-01-02,20.933622360229492
2019-01-03,20.46300506591797
2019-01-04,21.142784118652344
2019-01-07,21.168935775756836
2019-01-08,21.186363220214844
2019-01-09,21.290945053100586
2019-01-10,21.29965591430664
2019-01-11,21.351947784423828
2019-01-14,21.500104904174805
2019-01-15,21.691837310791016
2019-01-16,22.15373992919922
2019-01-17,22.27574920654297
2019-01-18,22.659208297729492
2019-01-22,22.39776039123535
2019-01-23,22.423900604248047
2019-01-24,22.4761962890625
2019-01-25,22.659208297729492
2019-01-28,22.589488983154297
2019-01-29,22.51105499267578
2019-01-30,22.641782760620117
2019-01-31,22.606918334960938
2019-02-01,22.702787399291992
2019-02-04,22.798646926879883
2019-02-05,22.73764419555664
2019-02-06,22.711498260498047
2019-02-07,22.484907150268555
2019-02-08,22.371610641479492
2019-02-11,22.441329956054688
2019-02-12,22.77250099182129
2019-02-13,22.833507537841797
2019-02-14,22.55462646484375
2019-02-15,23.033958435058594
2019-02-19,23.06882095336914
2019-02-20,23.216978073120117
2019-02-21,23.094961166381836
2019-02-22,23.06009864807129
2019-02-25,23.155967712402344
2019-02-26,23.08624839782715
2019-02-27,23.17340087890625
2019-02-28,23.11239242553711
2019-03-01,23.260557174682617
2019-03-04,23.11239242553711
2019-03-05,23.025239944458008
2019-03-06,22.877086639404297
2019-03-07,22.641782760620117
2019-03-08,22.63306427001953
2019-03-11,22.868364334106445
2019-03-12,22.920658111572266
2019-03-13,23.07753562927246
2019-03-14,23.16468620300293
2019-03-15,23.326736450195312
2019-03-18,23.56324577331543
2019-03-19,23.379301071166992
2019-03-20,22.897518157958984
2019-03-21,22.827442169189453
2019-03-22,22.196752548217773
2019-03-25,22.100393295288086
2019-03-26,22.363183975219727
2019-03-27,22.266834259033203
2019-03-28,22.459537506103516
2019-03-29,22.520858764648438
2019-04-01,23.072708129882812
2019-04-02,23.055191040039062
2019-04-03,23.12526512145996
2019-04-04,23.265417098999023
2019-04-05,23.300458908081055
2019-04-08,23.326736450195312
2019-04-09,23.1340274810791
2019-04-10,23.2041015625
2019-04-11,23.344255447387695
2019-04-12,23.773473739624023
2019-04-15,23.624561309814453
2019-04-16,23.957427978515625
2019-04-17,24.018747329711914
2019-04-18,23.948665618896484
2019-04-22,23.878589630126953
2019-04-23,24.02750587463379
2019-04-24,24.0012264251709
2019-04-25,24.045021057128906
2019-04-26,24.264015197753906
2019-04-29,24.509275436401367
2019-04-30,24.5443172454834
2019-05-01,24.342845916748047
2019-05-02,24.36912727355957
2019-05-03,24.588117599487305
2019-05-06,24.42167854309082
2019-05-07,24.018747329711914
2019-05-08,23.966188430786133
2019-05-09,23.913619995117188
2019-05-10,24.071298599243164
2019-05-13,23.370532989501953
2019-05-14,23.554485321044922
2019-05-15,23.46689224243164
2019-05-16,23.703393936157227
2019-05-17,23.545724868774414
2019-05-20,23.571998596191406
2019-05-21,23.817272186279297
2019-05-22,23.677125930786133
2019-05-23,23.344255447387695
2019-05-24,23.528207778930664
2019-05-28,23.256656646728516
2019-05-29,23.212858200073242
2019-05-30,23.1340274810791
2019-05-31,22.783645629882812
2019-06-03,22.932558059692383
2019-06-04,23.554485321044922
2019-06-05,23.703393936157227
2019-06-06,23.790990829467773
2019-06-07,23.755956649780273
2019-06-10,23.957427978515625
2019-06-11,23.966188430786133
2019-06-12,23.72967529296875
2019-06-13,23.808517456054688
2019-06-14,23.861068725585938
2019-06-17,23.642080307006836
2019-06-18,23.957427978515625
2019-06-19,23.913619995117188
2019-06-20,24.018747329711914
2019-06-21,23.965042114257812
2019-06-24,23.868196487426758
2019-06-25,23.78895378112793
2019-06-26,23.74493408203125
2019-06-27,23.95623207092285
2019-06-28,24.299602508544922
2019-07-01,24.590133666992188
2019-07-02,24.528505325317383
2019-07-03,24.722200393676758
2019-07-05,24.79263687133789
2019-07-08,24.669374465942383
2019-07-09,24.713396072387695
2019-07-10,24.625350952148438
2019-07-11,24.766220092773438
2019-07-12,24.93349838256836
2019-07-15,24.79263687133789
2019-07-16,24.731006622314453
2019-07-17,24.51970100402832
2019-07-18,24.704587936401367
2019-07-19,24.598941802978516
2019-07-22,24.651763916015625
2019-07-23,24.907087326049805
2019-07-24,25.16240692138672
2019-07-25,24.9863224029541
2019-07-26,25.259254455566406
2019-07-29,25.065563201904297
2019-07-30,24.995126724243164
2019-07-31,24.871870040893555
2019-08-01,24.30840301513672
2019-08-02,24.299602508544922
2019-08-05,23.489612579345703
2019-08-06,23.868196487426758
2019-08-07,23.55124282836914
2019-08-08,24.000255584716797
2019-08-09,23.921018600463867
2019-08-12,23.463197708129883
2019-08-13,23.753742218017578
2019-08-14,22.87331771850586
2019-08-15,22.987773895263672
2019-08-16,23.39276123046875
2019-08-19,23.63047981262207
2019-08-20,23.31352996826172
2019-08-21,23.419174194335938
2019-08-22,23.577655792236328
2019-08-23,22.97896957397461
2019-08-26,23.199071884155273
2019-08-27,23.058204650878906
2019-08-28,23.269506454467773
2019-08-29,23.621675491333008
2019-08-30,23.700908660888672
2019-09-03,23.454397201538086
2019-09-04,23.683305740356445
2019-09-05,24.16753387451172
2019-09-06,24.15873146057129
2019-09-09,24.528505325317383
2019-09-10,24.61655044555664
2019-09-11,24.757415771484375
2019-09-12,24.889476776123047
2019-09-13,25.083173751831055
2019-09-16,24.995126724243164
2019-09-17,25.021541595458984
2019-09-18,25.109582901000977
2019-09-19,24.995126724243164
2019-09-20,24.848236083984375
2019-09-23,24.892480850219727
2019-09-24,24.6535587310791
2019-09-25,24.857084274291992
2019-09-26,24.742048263549805
2019-09-27,24.839387893676758
2019-09-30,24.777442932128906
2019-10-01,24.255346298217773
2019-10-02,23.759798049926758
2019-10-03,23.857133865356445
2019-10-04,24.299591064453125
2019-10-07,24.175704956054688
2019-10-08,23.697860717773438
2019-10-09,23.91908073425293
2019-10-10,24.166854858398438
2019-10-11,24.46772575378418
2019-10-14,24.50311851501465
2019-10-15,24.857084274291992
2019-10-16,24.79514503479004
2019-10-17,24.812843322753906
2019-10-18,24.874784469604492
2019-10-21,25.21989631652832
2019-10-22,25.14910316467285
2019-10-23,25.255292892456055
2019-10-24,25.21989631652832
2019-10-25,25.343782424926758
2019-10-28,25.476520538330078
2019-10-29,25.538461685180664
2019-10-30,25.520769119262695
2019-10-31,25.396879196166992
2019-11-01,25.768539428710938
2019-11-04,25.989768981933594
2019-11-05,26.08711051940918
2019-11-06,26.21984100341797
2019-11-07,26.41452407836914
2019-11-08,26.405675888061523
2019-11-11,26.334880828857422
2019-11-12,26.370277404785156
2019-11-13,26.202146530151367
2019-11-14,26.25524139404297
2019-11-15,26.326034545898438
2019-11-18,26.379127502441406
2019-11-19,26.43222427368164
2019-11-20,26.308332443237305
2019-11-21,26.281789779663086
2019-11-22,26.476469039916992
2019-11-25,26.64459991455078
2019-11-26,26.618057250976562
2019-11-27,26.72423553466797
2019-11-29,26.67999839782715
2019-12-02,26.511859893798828
2019-12-03,26.14019775390625
2019-12-04,26.387977600097656
2019-12-05,26.511859893798828
2019-12-06,26.865825653076172
2019-12-09,26.803890228271484
2019-12-10,26.81273078918457
2019-12-11,26.750789642333984
2019-12-12,27.27288818359375
