Date,IEF
2022-01-03,99.96748352050781
2022-01-04,99.91487121582031
2022-01-05,99.49369812011719
2022-01-06,99.24797821044922
2022-01-07,98.9233169555664
2022-01-10,98.89701080322266
2022-01-11,99.13389587402344
2022-01-12,99.15145111083984
2022-01-13,99.46734619140625
2022-01-14,98.78294372558594
2022-01-18,98.037109375
2022-01-19,98.27401733398438
2022-01-20,98.48462677001953
2022-01-21,99.0549545288086
2022-01-24,98.96721649169922
2022-01-25,98.83560180664062
2022-01-26,98.13360595703125
2022-01-27,98.54602813720703
2022-01-28,98.774169921875
2022-01-31,98.774169921875
2022-02-01,98.6406478881836
2022-02-02,98.8426742553711
2022-02-03,98.42109680175781
2022-02-04,97.6657485961914
2022-02-07,97.69213104248047
2022-02-08,97.37596130371094
2022-02-09,97.50764465332031
2022-02-10,96.61182403564453
2022-02-11,97.61304473876953
2022-02-14,96.93678283691406
2022-02-15,96.64694213867188
2022-02-16,96.84893035888672
2022-02-17,97.36715698242188
2022-02-18,97.68331909179688
2022-02-22,97.6745376586914
2022-02-23,97.16514587402344
2022-02-24,97.39350128173828
2022-02-25,97.36715698242188
2022-02-28,98.4737777709961
2022-03-01,99.43284606933594
2022-03-02,97.93840026855469
2022-03-03,98.36038970947266
2022-03-04,99.33615112304688
2022-03-07,98.91419982910156
2022-03-08,98.27245330810547
2022-03-09,97.6659164428711
2022-03-10,97.21754455566406
2022-03-11,97.19120788574219
2022-03-14,95.96049499511719
2022-03-15,95.91654205322266
2022-03-16,95.78469848632812
2022-03-17,95.60009002685547
2022-03-18,95.88137817382812
2022-03-21,94.63307189941406
2022-03-22,94.11439514160156
2022-03-23,94.74738311767578
2022-03-24,94.21991729736328
2022-03-25,93.2529296875
2022-03-28,93.46390533447266
2022-03-29,93.92981719970703
2022-03-30,94.29900360107422
2022-03-31,94.47483825683594
2022-04-01,93.85969543457031
2022-04-04,93.79805755615234
2022-04-05,92.68037414550781
2022-04-06,92.35476684570312
2022-04-07,92.12594604492188
2022-04-08,91.65950012207031
2022-04-11,91.21946716308594
2022-04-12,91.65950012207031
2022-04-13,91.8619155883789
2022-04-14,91.03466796875
2022-04-18,90.7706069946289
2022-04-19,90.17217254638672
2022-04-20,90.876220703125
2022-04-21,90.37458801269531
2022-04-22,90.41857147216797
2022-04-25,90.99939727783203
2022-04-26,91.60671997070312
2022-04-27,91.09625244140625
2022-04-28,90.9642333984375
2022-04-29,90.4802017211914
2022-05-02,89.80611419677734
2022-05-03,89.91187286376953
2022-05-04,90.4933853149414
2022-05-05,89.58582305908203
2022-05-06,89.07478332519531
2022-05-09,89.73560333251953
2022-05-10,90.03521728515625
2022-05-11,90.59031677246094
2022-05-12,90.8899154663086
2022-05-13,90.41410827636719
