Date,KRE
2022-01-03,64.01441955566406
2022-01-04,65.82389831542969
2022-01-05,65.39813995361328
2022-01-06,67.87284088134766
2022-01-07,68.5380859375
2022-01-10,68.43165588378906
2022-01-11,68.671142578125
2022-01-12,68.8573989868164
2022-01-13,69.26542663574219
2022-01-14,69.87744140625
2022-01-18,68.39616394042969
2022-01-19,66.53348541259766
2022-01-20,64.7861099243164
2022-01-21,63.5177001953125
2022-01-24,64.4046859741211
2022-01-25,64.35147857666016
2022-01-26,63.996665954589844
2022-01-27,62.64844512939453
2022-01-28,62.985496520996094
2022-01-31,63.50882339477539
2022-02-01,64.46678924560547
2022-02-02,64.29825592041016
2022-02-03,63.92572784423828
2022-02-04,65.1497573852539
2022-02-07,65.46022033691406
2022-02-08,67.08341979980469
2022-02-09,66.5157470703125
2022-02-10,66.35606384277344
2022-02-11,65.80615997314453
2022-02-14,65.29168701171875
2022-02-15,67.03907775878906
2022-02-16,67.16326141357422
2022-02-17,65.11428833007812
2022-02-18,65.22959899902344
2022-02-22,64.90142822265625
2022-02-23,63.75718688964844
2022-02-24,62.61297607421875
2022-02-25,65.49568939208984
2022-02-28,65.88597106933594
2022-03-01,62.28476333618164
2022-03-02,65.06106567382812
2022-03-03,64.65306854248047
2022-03-04,62.11625289916992
2022-03-07,59.437530517578125
2022-03-08,59.91650390625
2022-03-09,62.0452766418457
2022-03-10,62.08964920043945
2022-03-11,62.10736846923828
2022-03-14,62.43556594848633
2022-03-15,62.621826171875
2022-03-16,64.59097290039062
2022-03-17,63.890220642089844
2022-03-18,63.76607131958008
2022-03-21,63.42204284667969
2022-03-22,64.48263549804688
2022-03-23,62.19209671020508
2022-03-24,62.79815673828125
2022-03-25,63.983524322509766
2022-03-28,63.35072708129883
2022-03-29,64.54500579833984
2022-03-30,62.557498931884766
2022-03-31,61.407779693603516
2022-04-01,60.81954574584961
2022-04-04,60.49869918823242
2022-04-05,59.65199661254883
2022-04-06,58.7607421875
2022-04-07,58.0120849609375
2022-04-08,57.92295837402344
2022-04-11,58.12795639038086
2022-04-12,57.59319305419922
2022-04-13,58.40424346923828
2022-04-14,57.65558624267578
2022-04-18,57.85166549682617
2022-04-19,59.93720245361328
2022-04-20,60.31153106689453
2022-04-21,59.07267761230469
2022-04-22,57.83383560180664
2022-04-25,57.89621353149414
2022-04-26,56.113704681396484
2022-04-27,56.078041076660156
2022-04-28,56.906925201416016
2022-04-29,55.1154899597168
2022-05-02,55.89088821411133
2022-05-03,56.666290283203125
2022-05-04,58.21707534790039
2022-05-05,56.53258514404297
2022-05-06,55.819580078125
2022-05-09,55.053104400634766
2022-05-10,54.40248489379883
2022-05-11,53.49340057373047
2022-05-12,53.49340057373047
2022-05-13,53.98359680175781
2022-05-16,53.36863327026367
2022-05-17,55.32047653198242
2022-05-18,53.96575927734375
2022-05-19,53.31514358520508
2022-05-20,53.4577522277832
2022-05-23,54.76790237426758
2022-05-24,54.3579216003418
2022-05-25,55.21352767944336
2022-05-26,56.42564392089844
2022-05-27,57.3079948425293
2022-05-31,57.28125762939453
2022-06-01,56.54149627685547
2022-06-02,57.70014953613281
2022-06-03,56.99605178833008
2022-06-06,57.263431549072266
2022-06-07,57.73578643798828
2022-06-08,56.75540542602539
2022-06-09,54.92832565307617
2022-06-10,53.25276184082031
2022-06-13,51.75544738769531
2022-06-14,52.138694763183594
2022-06-15,52.557579040527344
2022-06-16,50.66810607910156
2022-06-17,51.44350051879883
2022-06-21,52.273014068603516
2022-06-22,52.317848205566406
2022-06-23,51.600440979003906
2022-06-24,53.40294647216797
2022-06-27,53.322242736816406
2022-06-28,53.00837707519531
2022-06-29,52.55998611450195
2022-06-30,52.093666076660156
2022-07-01,52.963539123535156
2022-07-05,53.142887115478516
2022-07-06,52.7483024597168
2022-07-07,53.31327819824219
2022-07-08,53.1518669128418
2022-07-11,52.62276077270508
2022-07-12,52.60483169555664
2022-07-13,51.71702194213867
2022-07-14,50.96372985839844
2022-07-15,52.6676025390625
2022-07-18,52.981475830078125
2022-07-19,54.62257385253906
2022-07-20,55.37586212158203
2022-07-21,55.465545654296875
2022-07-22,54.8916015625
2022-07-25,55.815277099609375
2022-07-26,55.38482666015625
2022-07-27,56.39818572998047
2022-07-28,56.40715408325195
2022-07-29,57.19630813598633
2022-08-01,57.24115753173828
2022-08-02,56.577537536621094
2022-08-03,57.19630813598633
2022-08-04,56.7479248046875
2022-08-05,57.429481506347656
2022-08-08,57.40257263183594
2022-08-09,57.59987258911133
2022-08-10,58.873294830322266
2022-08-11,59.68935012817383
2022-08-12,60.60407638549805
2022-08-15,60.917938232421875
2022-08-16,61.4649658203125
2022-08-17,60.74752426147461
2022-08-18,60.93586730957031
2022-08-19,59.9404411315918
2022-08-22,58.52354049682617
2022-08-23,58.191734313964844
2022-08-24,58.066192626953125
2022-08-25,58.93606185913086
2022-08-26,57.501216888427734
2022-08-29,56.60444259643555
2022-08-30,56.55959701538086
2022-08-31,56.129154205322266
2022-09-01,55.806312561035156
2022-09-02,55.393798828125
2022-09-06,54.49702072143555
2022-09-07,55.54624938964844
2022-09-08,56.738956451416016
2022-09-09,57.438446044921875
2022-09-12,58.01237487792969
2022-09-13,56.173988342285156
2022-09-14,56.317474365234375
2022-09-15,56.97211837768555
2022-09-16,56.451988220214844
2022-09-19,57.41537857055664
2022-09-20,57.2259521484375
2022-09-21,56.54941177368164
2022-09-22,55.25947570800781
2022-09-23,54.39350891113281
2022-09-26,53.9244499206543
2022-09-27,53.28399658203125
2022-09-28,54.20408248901367
2022-09-29,53.3200798034668
2022-09-30,53.11260986328125
2022-10-03,54.33037567138672
2022-10-04,56.7117805480957
2022-10-05,56.24271774291992
2022-10-06,55.70149230957031
2022-10-07,54.429595947265625
2022-10-10,54.31232833862305
2022-10-11,54.07780075073242
2022-10-12,53.960533142089844
2022-10-13,56.3509635925293
