Date,USO
2025-05-30,67.1500015258789
2025-06-02,69.55000305175781
2025-06-03,69.88999938964844
2025-06-04,69.33999633789062
2025-06-05,69.93000030517578
2025-06-06,71.37999725341797
2025-06-09,72.05000305175781
2025-06-10,71.5999984741211
2025-06-11,74.81999969482422
2025-06-12,75.05000305175781
2025-06-13,80.22000122070312
2025-06-16,78.58999633789062
2025-06-17,82.30000305175781
2025-06-18,82.2699966430664
2025-06-20,83.12000274658203
2025-06-23,76.41000366210938
2025-06-24,73.0
2025-06-25,73.30999755859375
2025-06-26,73.58999633789062
2025-06-27,73.27999877929688
2025-06-30,73.11000061035156
2025-07-01,73.93000030517578
2025-07-02,75.58999633789062
2025-07-03,75.19000244140625
2025-07-07,76.4800033569336
2025-07-08,76.95999908447266
2025-07-09,76.93000030517578
2025-07-10,75.38999938964844
2025-07-11,77.29000091552734
2025-07-14,75.62000274658203
2025-07-15,75.26000213623047
2025-07-16,75.19000244140625
2025-07-17,76.16000366210938
2025-07-18,75.93000030517578
2025-07-21,75.58999633789062
2025-07-22,75.3499984741211
2025-07-23,75.27999877929688
2025-07-24,76.08999633789062
2025-07-25,74.8499984741211
2025-07-28,77.16999816894531
2025-07-29,79.80000305175781
2025-07-30,81.04000091552734
2025-07-31,79.58999633789062
2025-08-01,77.45999908447266
2025-08-04,76.11000061035156
2025-08-05,75.0199966430664
2025-08-06,73.79000091552734
2025-08-07,73.41999816894531
2025-08-08,73.30000305175781
2025-08-11,73.80000305175781
2025-08-12,72.94999694824219
2025-08-13,72.45999908447266
2025-08-14,73.73999786376953
2025-08-15,72.80000305175781
2025-08-18,73.16999816894531
2025-08-19,72.30000305175781
2025-08-20,73.5199966430664
2025-08-21,74.12999725341797
2025-08-22,74.63999938964844
2025-08-25,75.75
2025-08-26,74.05000305175781
2025-08-27,74.68000030517578
2025-08-28,75.23999786376953
2025-08-29,74.83999633789062
2025-09-02,76.76000213623047
2025-09-03,74.83000183105469
2025-09-04,74.18000030517578
2025-09-05,72.62999725341797
2025-09-08,73.04000091552734
2025-09-09,73.38999938964844
2025-09-10,74.70999908447266
2025-09-11,73.0
2025-09-12,73.30999755859375
2025-09-15,74.2300033569336
2025-09-16,75.66999816894531
2025-09-17,74.97000122070312
2025-09-18,74.69000244140625
2025-09-19,73.5199966430664
2025-09-22,73.44999694824219
