Date,XBI
2019-01-02,72.2946548461914
2019-01-03,70.65745544433594
2019-01-04,74.43789672851562
2019-01-07,78.88314056396484
2019-01-08,79.85554504394531
2019-01-09,80.19290161132812
2019-01-10,81.52249908447266
2019-01-11,81.36373901367188
2019-01-14,79.49832916259766
2019-01-15,81.56217956542969
2019-01-16,81.27445220947266
2019-01-17,81.76063537597656
2019-01-18,82.73303985595703
2019-01-22,80.23258209228516
2019-01-23,79.16096496582031
2019-01-24,79.92501068115234
2019-01-25,81.73087310791016
2019-01-28,79.40902709960938
2019-01-29,79.44871520996094
2019-01-30,81.65148162841797
2019-01-31,82.95132446289062
2019-02-01,83.33831787109375
2019-02-04,83.68559265136719
2019-02-05,83.14978790283203
2019-02-06,83.62606048583984
2019-02-07,81.35380554199219
2019-02-08,82.03846740722656
2019-02-11,82.43535614013672
2019-02-12,83.76496124267578
2019-02-13,83.77488708496094
2019-02-14,84.12217712402344
2019-02-15,85.91813659667969
2019-02-19,84.97549438476562
2019-02-20,84.63813781738281
2019-02-21,83.43753051757812
2019-02-22,85.07472229003906
2019-02-25,88.8353271484375
2019-02-26,88.14073944091797
2019-02-27,89.57949829101562
2019-02-28,88.4483642578125
2019-03-01,91.09761047363281
2019-03-04,90.19468688964844
2019-03-05,89.51996612548828
2019-03-06,85.85860443115234
2019-03-07,85.88835906982422
2019-03-08,85.78913879394531
2019-03-11,88.34912872314453
2019-03-12,89.27190399169922
2019-03-13,90.97857666015625
2019-03-14,89.86725616455078
2019-03-15,90.56182098388672
2019-03-18,90.84957885742188
2019-03-19,90.53204345703125
2019-03-20,89.62911224365234
2019-03-21,91.20677947998047
2019-03-22,87.17827606201172
2019-03-25,87.30725860595703
2019-03-26,89.02384948730469
2019-03-27,87.07904815673828
2019-03-28,88.20027923583984
2019-03-29,89.83746337890625
2019-04-01,89.72833251953125
2019-04-02,91.01824951171875
2019-04-03,91.96086883544922
2019-04-04,91.19686889648438
2019-04-05,93.07218933105469
2019-04-08,92.44708251953125
2019-04-09,90.74043273925781
2019-04-10,92.07994079589844
2019-04-11,90.14508819580078
2019-04-12,89.20245361328125
2019-04-15,88.40865325927734
2019-04-16,88.29949951171875
2019-04-17,84.17179107666016
2019-04-18,83.97332000732422
2019-04-22,83.86418914794922
2019-04-23,86.24555969238281
2019-04-24,85.19379425048828
2019-04-25,85.58075714111328
2019-04-26,86.56309509277344
2019-04-29,86.00743103027344
2019-04-30,84.53890228271484
2019-05-01,82.99102020263672
2019-05-02,83.9237289428711
2019-05-03,85.54107666015625
2019-05-06,86.97984313964844
2019-05-07,84.11225128173828
2019-05-08,83.83442687988281
2019-05-09,83.66575622558594
2019-05-10,83.26885223388672
2019-05-13,79.78608703613281
2019-05-14,81.13553619384766
2019-05-15,81.8201675415039
2019-05-16,82.8421859741211
2019-05-17,81.91939544677734
2019-05-20,80.1432876586914
2019-05-21,82.62388610839844
2019-05-22,82.03846740722656
2019-05-23,81.21490478515625
2019-05-24,82.26668548583984
2019-05-28,81.39350891113281
2019-05-29,80.63941192626953
2019-05-30,80.20281982421875
2019-05-31,78.82360076904297
