Date,XBI
2025-12-23,124.88999938964844
2025-12-24,126.30000305175781
2025-12-26,124.9800033569336
2025-12-29,123.38999938964844
2025-12-30,121.66999816894531
2025-12-31,121.93000030517578
2026-01-02,121.5199966430664
2026-01-05,120.1500015258789
2026-01-06,122.08999633789062
2026-01-07,126.43000030517578
2026-01-08,123.70999908447266
2026-01-09,124.5
2026-01-12,123.93000030517578
2026-01-13,123.8499984741211
2026-01-14,126.81999969482422
2026-01-15,124.3499984741211
2026-01-16,124.18000030517578
2026-01-20,125.29000091552734
2026-01-21,128.17999267578125
2026-01-22,131.57000732421875
2026-01-23,128.0399932861328
2026-01-26,127.86000061035156
2026-01-27,128.52999877929688
2026-01-28,125.94000244140625
2026-01-29,126.73999786376953
2026-01-30,124.75
2026-02-02,127.3499984741211
2026-02-03,127.6500015258789
2026-02-04,125.29000091552734
2026-02-05,120.72000122070312
2026-02-06,125.51000213623047
2026-02-09,126.11000061035156
2026-02-10,125.33999633789062
2026-02-11,124.6500015258789
2026-02-12,123.18000030517578
2026-02-13,122.86000061035156
2026-02-17,124.62999725341797
2026-02-18,125.5999984741211
2026-02-19,126.73999786376953
2026-02-20,124.77999877929688
2026-02-23,126.97000122070312
2026-02-24,129.16000366210938
2026-02-25,128.27999877929688
2026-02-26,127.66999816894531
2026-02-27,127.37000274658203
2026-03-02,126.55000305175781
2026-03-03,123.5
2026-03-04,126.41999816894531
2026-03-05,123.9000015258789
2026-03-06,124.0
2026-03-09,127.12000274658203
2026-03-10,127.43000030517578
2026-03-11,126.37999725341797
2026-03-12,122.62000274658203
2026-03-13,121.83000183105469
2026-03-16,123.91000366210938
2026-03-17,124.19000244140625
2026-03-18,121.11000061035156
2026-03-19,122.33000183105469
2026-03-20,120.30999755859375
2026-03-23,121.69999694824219
2026-03-24,119.54000091552734
2026-03-25,123.91999816894531
2026-03-26,123.9000015258789
2026-03-27,119.58999633789062
2026-03-30,118.77999877929688
2026-03-31,127.7300033569336
2026-04-01,128.5500030517578
2026-04-02,128.9600067138672
2026-04-06,128.8000030517578
2026-04-07,128.85000610351562
2026-04-08,130.64999389648438
2026-04-09,131.82000732421875
2026-04-10,129.44000244140625
2026-04-13,132.0500030517578
2026-04-14,135.72000122070312
2026-04-15,136.4499969482422
2026-04-16,135.4600067138672
2026-04-17,138.6699981689453
2026-04-20,137.7899932861328
2026-04-21,136.38999938964844
2026-04-22,137.30999755859375
2026-04-23,134.49000549316406
2026-04-24,133.27999877929688
