Date,HYG
2022-01-03,68.22338104248047
2022-01-04,68.05077362060547
2022-01-05,67.52521514892578
2022-01-06,67.5330581665039
2022-01-07,67.3604965209961
2022-01-10,67.41542053222656
2022-01-11,67.72917175292969
2022-01-12,67.83897399902344
2022-01-13,67.5958023071289
2022-01-14,67.5330581665039
2022-01-18,67.20358276367188
2022-01-19,67.14082336425781
2022-01-20,67.01531982421875
2022-01-21,67.02317810058594
2022-01-24,66.95255279541016
2022-01-25,66.7564468383789
2022-01-26,66.5289535522461
2022-01-27,66.23873901367188
2022-01-28,66.42700958251953
2022-01-31,66.44268798828125
2022-02-01,66.70643615722656
2022-02-02,66.80876922607422
2022-02-03,66.21041107177734
2022-02-04,65.95063018798828
2022-02-07,65.90338897705078
2022-02-08,65.8325424194336
2022-02-09,66.17893981933594
2022-02-10,65.30504608154297
2022-02-11,65.07674407958984
2022-02-14,64.96654510498047
2022-02-15,65.07674407958984
2022-02-16,65.43890380859375
2022-02-17,65.16333770751953
2022-02-18,65.25780487060547
2022-02-22,65.10824584960938
2022-02-23,64.99018859863281
2022-02-24,65.45464324951172
2022-02-25,65.82466888427734
2022-02-28,65.87188720703125
2022-03-01,65.6877670288086
2022-03-02,65.8458251953125
2022-03-03,65.64827728271484
2022-03-04,65.22158813476562
2022-03-07,64.65266418457031
2022-03-08,64.42350006103516
2022-03-09,64.9607925415039
2022-03-10,64.41561126708984
2022-03-11,63.94938659667969
2022-03-14,63.190834045410156
2022-03-15,63.664920806884766
2022-03-16,64.5578384399414
2022-03-17,65.00032043457031
2022-03-18,65.21369934082031
2022-03-21,64.46302795410156
2022-03-22,64.79486083984375
2022-03-23,64.58944702148438
2022-03-24,64.72374725341797
2022-03-25,64.25757598876953
2022-03-28,64.66055297851562
2022-03-29,65.45866394042969
2022-03-30,65.26107788085938
2022-03-31,65.0240249633789
2022-04-01,65.01927185058594
2022-04-04,65.51116943359375
2022-04-05,64.6622543334961
2022-04-06,64.15447998046875
2022-04-07,64.05133056640625
2022-04-08,63.66257095336914
2022-04-11,63.22621536254883
2022-04-12,63.71015548706055
2022-04-13,64.09100341796875
2022-04-14,63.66257095336914
2022-04-18,63.55942153930664
2022-04-19,63.503868103027344
2022-04-20,63.702247619628906
2022-04-21,63.2658576965332
2022-04-22,62.8850212097168
2022-04-25,63.41661071777344
2022-04-26,63.04372024536133
2022-04-27,62.734283447265625
2022-04-28,63.08335876464844
2022-04-29,62.30585479736328
2022-05-02,62.309814453125
2022-05-03,62.63640594482422
2022-05-04,63.273590087890625
2022-05-05,62.15050506591797
2022-05-06,61.800048828125
2022-05-09,61.14695739746094
2022-05-10,61.49740982055664
2022-05-11,61.131011962890625
2022-05-12,61.107139587402344
2022-05-13,61.17877960205078
2022-05-16,61.091148376464844
2022-05-17,61.03543472290039
2022-05-18,60.53363800048828
2022-05-19,60.93986511230469
2022-05-20,60.900028228759766
2022-05-23,61.13896560668945
2022-05-24,61.50539016723633
2022-05-25,62.437252044677734
2022-05-26,63.30544662475586
2022-05-27,63.870967864990234
2022-05-31,63.321380615234375
2022-06-01,63.087093353271484
2022-06-02,63.350948333740234
2022-06-03,62.879180908203125
2022-06-06,62.407447814941406
2022-06-07,62.55137252807617
2022-06-08,62.01564407348633
2022-06-09,61.5199089050293
2022-06-10,60.47245788574219
2022-06-13,58.44948959350586
2022-06-14,58.83332824707031
2022-06-15,59.97673034667969
2022-06-16,59.025211334228516
2022-06-17,59.20911407470703
2022-06-21,59.16913604736328
2022-06-22,59.153141021728516
2022-06-23,59.5769157409668
2022-06-24,60.00068283081055
2022-06-27,59.63290786743164
2022-06-28,58.97724533081055
2022-06-29,58.8892936706543
2022-06-30,58.857303619384766
2022-07-01,59.41870880126953
2022-07-05,59.36250686645508
2022-07-06,59.137603759765625
2022-07-07,60.10142135620117
2022-07-08,60.14960861206055
2022-07-11,59.812286376953125
2022-07-12,60.053226470947266
2022-07-13,59.98896408081055
2022-07-14,59.87653350830078
2022-07-15,60.63956069946289
2022-07-18,60.053226470947266
2022-07-19,60.84835433959961
2022-07-20,61.113407135009766
2022-07-21,61.836265563964844
2022-07-22,61.75593948364258
2022-07-25,61.739898681640625
2022-07-26,61.306190490722656
2022-07-27,61.9808349609375
2022-07-28,62.615333557128906
2022-07-29,62.80009078979492
2022-08-01,62.81940841674805
2022-08-02,62.529144287109375
2022-08-03,63.07745361328125
2022-08-04,63.24679183959961
2022-08-05,62.92422866821289
2022-08-08,62.980682373046875
2022-08-09,62.51302719116211
2022-08-10,63.448333740234375
2022-08-11,63.08548355102539
2022-08-12,63.649932861328125
2022-08-15,63.53702926635742
2022-08-16,63.238704681396484
2022-08-17,62.58559799194336
2022-08-18,62.682350158691406
2022-08-19,62.045345306396484
2022-08-22,61.3438720703125
2022-08-23,61.49707794189453
2022-08-24,61.56966018676758
2022-08-25,62.15019226074219
2022-08-26,61.126190185546875
2022-08-29,60.892356872558594
2022-08-30,60.424686431884766
2022-08-31,60.09412384033203
2022-09-01,60.252925872802734
2022-09-02,60.21240997314453
2022-09-06,60.05035400390625
2022-09-07,60.91736602783203
2022-09-08,61.184749603271484
2022-09-09,61.42782974243164
2022-09-12,61.61423110961914
2022-09-13,60.21240997314453
2022-09-14,60.30154800415039
2022-09-15,59.92069625854492
2022-09-16,60.12327194213867
2022-09-19,60.35015869140625
