Date,GDX
2019-01-02,19.400793075561523
2019-01-03,19.797103881835938
2019-01-04,19.631206512451172
2019-01-07,19.391578674316406
2019-01-08,19.400793075561523
2019-01-09,19.649639129638672
2019-01-10,19.354711532592773
2019-01-11,19.428442001342773
2019-01-14,19.290193557739258
2019-01-15,18.99526596069336
2019-01-16,18.986047744750977
2019-01-17,19.04134750366211
2019-01-18,18.718769073486328
2019-01-22,18.847803115844727
2019-01-23,18.884668350219727
2019-01-24,18.893882751464844
2019-01-25,19.52060890197754
2019-01-28,19.769454956054688
2019-01-29,20.248714447021484
2019-01-30,20.442262649536133
2019-01-31,20.912303924560547
2019-02-01,20.801706314086914
2019-02-04,20.72797393798828
2019-02-05,20.83857536315918
2019-02-06,20.4791259765625
2019-02-07,20.304014205932617
2019-02-08,20.5897274017334
2019-02-11,20.350095748901367
2019-02-12,20.322444915771484
2019-02-13,20.202632904052734
2019-02-14,20.4053955078125
2019-02-15,20.67267417907715
2019-02-19,21.327049255371094
2019-02-20,21.529809951782227
2019-02-21,21.179582595825195
2019-02-22,21.253313064575195
2019-02-25,20.986038208007812
2019-02-26,20.949169158935547
2019-02-27,20.598941802978516
2019-02-28,20.497562408447266
2019-03-01,19.999868392944336
2019-03-04,20.138118743896484
2019-03-05,20.248714447021484
2019-03-06,19.833969116210938
2019-03-07,20.082815170288086
2019-03-08,20.61737632751465
2019-03-11,20.54364585876465
2019-03-12,20.903087615966797
2019-03-13,21.068984985351562
2019-03-14,20.506776809692383
2019-03-15,20.552858352661133
2019-03-18,20.322444915771484
2019-03-19,20.396177291870117
2019-03-20,20.857004165649414
2019-03-21,20.96760368347168
2019-03-22,20.995254516601562
2019-03-25,21.437646865844727
2019-03-26,21.52059555053711
2019-03-27,21.207233428955078
2019-03-28,20.65424156188965
2019-03-29,20.66345977783203
2019-04-01,20.239500045776367
2019-04-02,20.3685302734375
2019-04-03,20.340879440307617
2019-04-04,20.73719024658203
2019-04-05,20.67267417907715
2019-04-08,20.912303924560547
2019-04-09,21.032119750976562
2019-04-10,20.847787857055664
2019-04-11,20.506776809692383
2019-04-12,20.46990966796875
2019-04-15,20.4791259765625
2019-04-16,20.10124969482422
2019-04-17,19.963003158569336
2019-04-18,19.668073654174805
2019-04-22,19.33627700805664
2019-04-23,19.188812255859375
2019-04-24,19.373146057128906
2019-04-25,19.234899520874023
2019-04-26,19.631206512451172
2019-04-29,19.207246780395508
2019-04-30,19.25333023071289
