Date,XLV
2022-01-03,130.1077117919922
2022-01-04,128.39085388183594
2022-01-05,127.4764175415039
2022-01-06,126.00216674804688
2022-01-07,125.35839080810547
2022-01-10,126.64598846435547
2022-01-11,127.65374755859375
2022-01-12,127.28986358642578
2022-01-13,125.31169128417969
2022-01-14,125.09713745117188
2022-01-18,123.34297180175781
2022-01-19,122.83906555175781
2022-01-20,122.03663635253906
2022-01-21,120.80496978759766
2022-01-24,120.40374755859375
2022-01-25,119.62931060791016
2022-01-26,119.004150390625
2022-01-27,119.31206512451172
2022-01-28,121.74736022949219
2022-01-31,122.44717407226562
2022-02-01,122.77376556396484
2022-02-02,124.42529296875
2022-02-03,123.89347076416016
2022-02-04,123.44556427001953
2022-02-07,123.2309799194336
2022-02-08,124.2386703491211
2022-02-09,125.1997299194336
2022-02-10,123.24029541015625
2022-02-11,121.53276824951172
2022-02-14,120.2917709350586
2022-02-15,121.64472961425781
2022-02-16,121.83136749267578
2022-02-17,119.87191009521484
2022-02-18,118.97616577148438
2022-02-22,118.6775894165039
2022-02-23,118.08040618896484
2022-02-24,118.5562515258789
2022-02-25,122.18594360351562
2022-02-28,121.26219177246094
2022-03-01,120.59039306640625
2022-03-02,122.40983581542969
2022-03-03,123.03501892089844
2022-03-04,123.6508560180664
2022-03-07,121.49544525146484
2022-03-08,119.01348876953125
2022-03-09,121.26219177246094
2022-03-10,121.21553802490234
2022-03-11,120.3104476928711
2022-03-14,121.15955352783203
2022-03-15,123.57618713378906
2022-03-16,125.05978393554688
2022-03-17,127.03787231445312
2022-03-18,127.82167053222656
2022-03-21,127.72433471679688
2022-03-22,127.75240325927734
2022-03-23,125.45926666259766
2022-03-24,126.95684814453125
2022-03-25,127.5465087890625
2022-03-28,128.4730987548828
2022-03-29,129.23129272460938
2022-03-30,129.48397827148438
2022-03-31,128.22042846679688
2022-04-01,129.23129272460938
2022-04-04,128.15489196777344
2022-04-05,128.42637634277344
2022-04-06,130.38253784179688
2022-04-07,132.8909912109375
2022-04-08,133.68653869628906
2022-04-11,131.02835083007812
2022-04-12,129.7554168701172
2022-04-13,130.39187622070312
2022-04-14,129.7648162841797
2022-04-18,128.3327178955078
2022-04-19,129.55886840820312
2022-04-20,131.29981994628906
2022-04-21,129.8490753173828
2022-04-22,125.11294555664062
2022-04-25,125.95532989501953
2022-04-26,123.737060546875
2022-04-27,123.46562957763672
2022-04-28,125.16910552978516
2022-04-29,121.9493179321289
2022-05-02,121.19115447998047
2022-05-03,121.57493591308594
2022-05-04,124.27055358886719
2022-05-05,121.8557357788086
2022-05-06,121.47196960449219
2022-05-09,118.3270492553711
2022-05-10,118.74823760986328
2022-05-11,117.96202850341797
2022-05-12,119.10394287109375
2022-05-13,120.36750030517578
2022-05-16,121.25670623779297
2022-05-17,122.92274475097656
2022-05-18,119.74977111816406
2022-05-19,120.0118408203125
2022-05-20,121.47196960449219
2022-05-23,122.53901672363281
2022-05-24,122.9040298461914
2022-05-25,122.86659240722656
2022-05-26,123.39073944091797
2022-05-27,125.4405288696289
2022-05-31,123.76513671875
2022-06-01,121.98676300048828
2022-06-02,122.9508056640625
2022-06-03,121.50941467285156
2022-06-06,121.52812194824219
2022-06-07,123.10992431640625
2022-06-08,122.13652038574219
2022-06-09,119.3753662109375
2022-06-10,117.45659637451172
2022-06-13,113.89985656738281
2022-06-14,112.81411743164062
2022-06-15,113.95601654052734
2022-06-16,112.28060150146484
2022-06-17,112.21508026123047
2022-06-21,115.23603820800781
2022-06-22,116.83393859863281
2022-06-23,119.45635223388672
2022-06-24,121.43962097167969
2022-06-27,121.89076232910156
2022-06-28,119.76652526855469
2022-06-29,120.80984497070312
2022-06-30,120.53727722167969
2022-07-01,121.89076232910156
2022-07-05,121.18582153320312
2022-07-06,122.00357055664062
2022-07-07,122.52054595947266
2022-07-08,122.88713073730469
2022-07-11,122.57693481445312
2022-07-12,121.01663970947266
2022-07-13,119.84170532226562
2022-07-14,119.49394226074219
2022-07-15,122.37954711914062
2022-07-18,119.79473114013672
2022-07-19,121.83438110351562
2022-07-20,120.63127899169922
2022-07-21,122.53933715820312
2022-07-22,122.03175354003906
2022-07-25,122.67091369628906
2022-07-26,123.30068969726562
2022-07-27,124.07142639160156
2022-07-28,124.86099243164062
2022-07-29,124.44740295410156
2022-08-01,123.5262680053711
2022-08-02,123.08450317382812
2022-08-03,124.2124252319336
2022-08-04,123.60147094726562
2022-08-05,123.55447387695312
2022-08-08,123.84581756591797
2022-08-09,123.46987915039062
2022-08-10,124.81394958496094
2022-08-11,124.00562286376953
2022-08-12,125.59410858154297
2022-08-15,126.22390747070312
2022-08-16,125.88552856445312
2022-08-17,125.15235137939453
2022-08-18,124.5977783203125
2022-08-19,124.9361801147461
2022-08-22,123.30068969726562
2022-08-23,121.58059692382812
2022-08-24,121.7309799194336
2022-08-25,123.07511901855469
2022-08-26,119.64433288574219
2022-08-29,118.80781555175781
2022-08-30,118.01825714111328
2022-08-31,117.26631927490234
2022-09-01,119.19316864013672
2022-09-02,117.48247528076172
2022-09-06,117.59528350830078
2022-09-07,119.51274871826172
2022-09-08,121.5899887084961
2022-09-09,122.6615219116211
2022-09-12,123.47926330566406
2022-09-13,119.39994049072266
2022-09-14,119.46574401855469
2022-09-15,120.1330795288086
2022-09-16,119.79473114013672
2022-09-19,119.14925384521484
2022-09-20,117.75260162353516
2022-09-21,115.79918670654297
2022-09-22,116.4125747680664
2022-09-23,115.81804656982422
2022-09-26,114.71394348144531
2022-09-27,114.36479949951172
2022-09-28,116.86553955078125
2022-09-29,115.88411712646484
2022-09-30,114.2892837524414
2022-10-03,116.6390609741211
2022-10-04,119.3474349975586
2022-10-05,119.74378204345703
2022-10-06,118.21501159667969
2022-10-07,115.7142562866211
2022-10-10,114.98761749267578
2022-10-11,115.60100555419922
2022-10-12,115.03480529785156
2022-10-13,117.71484375
2022-10-14,116.92218017578125
2022-10-17,118.80010223388672
2022-10-18,119.4606704711914
2022-10-19,117.79034423828125
2022-10-20,116.7900390625
2022-10-21,119.41348266601562
2022-10-24,121.71605682373047
2022-10-25,122.64088439941406
2022-10-26,123.99977111816406
2022-10-27,123.3486557006836
2022-10-28,125.3775634765625
2022-10-31,125.27375030517578
2022-11-01,125.34925079345703
2022-11-02,123.21653747558594
2022-11-03,122.69750213623047
2022-11-04,123.44298553466797
2022-11-07,124.76416778564453
2022-11-08,125.38697814941406
2022-11-09,124.03752899169922
2022-11-10,127.18944549560547
2022-11-11,125.63235473632812
2022-11-14,125.74559783935547
2022-11-15,125.58515930175781
2022-11-16,125.52857208251953
2022-11-17,125.47191619873047
2022-11-18,126.99124145507812
2022-11-21,127.0478515625
2022-11-22,128.15194702148438
2022-11-23,128.6615447998047
2022-11-25,129.4259490966797
2022-11-28,128.45396423339844
2022-11-29,128.1331024169922
2022-11-30,131.19061279296875
2022-12-01,131.56809997558594
2022-12-02,131.9078369140625
2022-12-05,130.643310546875
2022-12-06,129.65245056152344
2022-12-07,130.71881103515625
2022-12-08,131.8983917236328
2022-12-09,130.2091522216797
2022-12-12,131.5963897705078
2022-12-13,132.00218200683594
2022-12-14,132.20980834960938
2022-12-15,129.7845001220703
2022-12-16,127.89717864990234
2022-12-19,127.41958618164062
2022-12-20,127.39116668701172
2022-12-21,129.06837463378906
2022-12-22,128.8883056640625
2022-12-23,128.96417236328125
2022-12-27,128.6324920654297
2022-12-28,127.79862976074219
2022-12-29,129.19155883789062
2022-12-30,128.72726440429688
2023-01-03,128.35772705078125
2023-01-04,128.69883728027344
2023-01-05,127.3817138671875
2023-01-06,128.55667114257812
2023-01-09,126.40567779541016
2023-01-10,127.46699523925781
2023-01-11,128.1871337890625
2023-01-12,127.7796630859375
2023-01-13,128.3481903076172
2023-01-17,127.75125122070312
2023-01-18,125.95085906982422
2023-01-19,126.25410461425781
2023-01-20,126.88899230957031
2023-01-23,127.32483673095703
2023-01-24,126.48150634765625
2023-01-25,126.51942443847656
2023-01-26,126.75631713867188
2023-01-27,125.89402770996094
2023-01-30,124.7569351196289
2023-01-31,126.36779022216797
2023-02-01,126.96478271484375
2023-02-02,126.10248565673828
2023-02-03,125.73294830322266
2023-02-06,125.03173828125
2023-02-07,125.837158203125
2023-02-08,125.46760559082031
2023-02-09,124.36842346191406
2023-02-10,125.5434341430664
2023-02-13,126.58574676513672
2023-02-14,125.837158203125
2023-02-15,125.2117919921875
2023-02-16,123.96098327636719
2023-02-17,125.06961822509766
2023-02-21,123.44928741455078
2023-02-22,123.03235626220703
2023-02-23,123.36402130126953
2023-02-24,121.7720947265625
2023-02-27,121.40254211425781
2023-02-28,120.50234985351562
2023-03-01,120.30335998535156
2023-03-02,121.04246520996094
2023-03-03,122.39747619628906
2023-03-06,122.34064483642578
2023-03-07,120.36968231201172
2023-03-08,119.72534942626953
2023-03-09,118.51246643066406
2023-03-10,117.64070129394531
2023-03-13,118.7398681640625
2023-03-14,119.80113983154297
2023-03-15,119.6969223022461
2023-03-16,120.81505584716797
2023-03-17,119.26104736328125
2023-03-20,120.7726058959961
2023-03-21,121.50507354736328
2023-03-22,119.66912841796875
2023-03-23,119.44083404541016
2023-03-24,121.09603118896484
2023-03-27,121.5906753540039
2023-03-28,120.85821533203125
2023-03-29,121.19115447998047
2023-03-30,121.84752655029297
2023-03-31,123.15074920654297
2023-04-03,124.53009796142578
2023-04-04,124.54911041259766
2023-04-05,126.69895935058594
2023-04-06,127.01287841796875
2023-04-10,126.92727661132812
2023-04-11,127.35535430908203
2023-04-12,127.39339447021484
2023-04-13,129.04859924316406
2023-04-14,128.01173400878906
2023-04-17,127.90707397460938
2023-04-18,127.03190612792969
2023-04-19,127.42192077636719
2023-04-20,126.89872741699219
2023-04-21,127.7548828125
2023-04-24,128.46832275390625
2023-04-25,127.09849548339844
