Date,SPY
2019-01-02,224.38250732421875
2019-01-03,219.02813720703125
2019-01-04,226.36465454101562
2019-01-07,228.14944458007812
2019-01-08,230.29299926757812
2019-01-09,231.36929321289062
2019-01-10,232.18540954589844
2019-01-11,232.2751007080078
2019-01-14,230.8580322265625
2019-01-15,233.50384521484375
2019-01-16,234.06890869140625
2019-01-17,235.84474182128906
2019-01-18,238.98377990722656
2019-01-22,235.7550048828125
2019-01-23,236.24830627441406
2019-01-24,236.37388610839844
2019-01-25,238.37391662597656
2019-01-28,236.56227111816406
2019-01-29,236.24830627441406
2019-01-30,239.98828125
2019-01-31,242.09593200683594
2019-02-01,242.2125244140625
2019-02-04,243.91668701171875
2019-02-05,244.93914794921875
2019-02-06,244.6162567138672
2019-02-07,242.2843475341797
2019-02-08,242.5802764892578
2019-02-11,242.71484375
2019-02-12,245.8360137939453
2019-02-13,246.63427734375
2019-02-14,246.0871124267578
2019-02-15,248.76885986328125
2019-02-19,249.1992950439453
2019-02-20,249.70159912109375
2019-02-21,248.81370544433594
2019-02-22,250.35630798339844
2019-02-25,250.69712829589844
2019-02-26,250.51776123046875
2019-02-27,250.41014099121094
2019-02-28,249.94375610351562
2019-03-01,251.50428771972656
2019-03-04,250.58949279785156
2019-03-05,250.24867248535156
2019-03-06,248.73294067382812
2019-03-07,246.652099609375
2019-03-08,246.158935546875
2019-03-11,249.7284698486328
2019-03-12,250.670166015625
2019-03-13,252.3293914794922
2019-03-14,252.16799926757812
2019-03-15,253.41384887695312
2019-03-18,254.3326873779297
2019-03-19,254.39585876464844
2019-03-20,253.63006591796875
2019-03-21,256.4947204589844
2019-03-22,251.55819702148438
2019-03-25,251.36891174316406
2019-03-26,253.24266052246094
2019-03-27,251.91848754882812
2019-03-28,252.87330627441406
2019-03-29,254.46783447265625
2019-04-01,257.4855651855469
2019-04-02,257.61175537109375
2019-04-03,258.0171203613281
2019-04-04,258.7017517089844
2019-04-05,259.9539794921875
2019-04-08,260.1520690917969
2019-04-09,258.81884765625
2019-04-10,259.70172119140625
2019-04-11,259.6296691894531
2019-04-12,261.3863220214844
2019-04-15,261.2150573730469
2019-04-16,261.3863220214844
2019-04-17,260.7467041015625
2019-04-18,261.26007080078125
2019-04-22,261.4853515625
2019-04-23,263.8365783691406
2019-04-24,263.2510070800781
2019-04-25,263.0888671875
2019-04-26,264.3139953613281
2019-04-29,264.7283020019531
2019-04-30,264.8634338378906
2019-05-01,262.8725891113281
2019-05-02,262.3051452636719
2019-05-03,264.8724670410156
2019-05-06,263.782470703125
2019-05-07,259.37738037109375
2019-05-08,259.01708984375
2019-05-09,258.2333984375
2019-05-10,259.5305480957031
2019-05-13,253.00848388671875
2019-05-14,255.29666137695312
2019-05-15,256.7919921875
2019-05-16,259.1701965332031
2019-05-17,257.49456787109375
2019-05-20,255.79212951660156
2019-05-21,258.09820556640625
2019-05-22,257.3054504394531
2019-05-23,254.16162109375
2019-05-24,254.73814392089844
2019-05-28,252.3688507080078
2019-05-29,250.67532348632812
2019-05-30,251.36000061035156
2019-05-31,247.97280883789062
2019-06-03,247.34231567382812
2019-06-04,252.71119689941406
2019-06-05,254.9002227783203
2019-06-06,256.55780029296875
2019-06-07,259.12518310546875
2019-06-10,260.31427001953125
2019-06-11,260.2512512207031
2019-06-12,259.791748046875
2019-06-13,260.8637390136719
2019-06-14,260.5755615234375
2019-06-17,260.67462158203125
2019-06-18,263.4040832519531
2019-06-19,263.99871826171875
2019-06-20,266.5209655761719
2019-06-21,266.1336364746094
2019-06-24,265.8078308105469
2019-06-25,263.2007141113281
2019-06-26,262.9383239746094
2019-06-27,263.8705139160156
2019-06-28,265.22833251953125
2019-07-01,267.63623046875
2019-07-02,268.3332824707031
2019-07-03,270.4786376953125
2019-07-05,270.17083740234375
2019-07-08,268.68634033203125
2019-07-09,269.02117919921875
2019-07-10,270.306640625
2019-07-11,270.9402160644531
2019-07-12,272.1533508300781
2019-07-15,272.2438049316406
2019-07-16,271.36572265625
2019-07-17,269.5190734863281
2019-07-18,270.5057678222656
2019-07-19,269.00311279296875
2019-07-22,269.6639099121094
2019-07-23,271.5919494628906
2019-07-24,272.86834716796875
2019-07-25,271.56488037109375
2019-07-26,273.3844299316406
2019-07-29,272.886474609375
2019-07-30,272.2166748046875
2019-07-31,269.2384338378906
2019-08-01,266.8939208984375
2019-08-02,264.8843994140625
2019-08-05,256.9184875488281
2019-08-06,260.5212097167969
2019-08-07,260.6751403808594
2019-08-08,265.7896728515625
