Date,IBB
2025-05-30,121.4280776977539
2025-06-02,123.4133071899414
2025-06-03,124.5306167602539
2025-06-04,124.81993103027344
2025-06-05,124.76006317138672
2025-06-06,126.65550994873047
2025-06-09,127.28399658203125
2025-06-10,128.48110961914062
2025-06-11,127.55335235595703
2025-06-12,128.69061279296875
2025-06-13,127.6930160522461
2025-06-16,127.54337310791016
2025-06-17,125.01943969726562
2025-06-18,125.4683609008789
2025-06-20,125.20899200439453
2025-06-23,124.64036560058594
2025-06-24,127.10443115234375
2025-06-25,126.38615417480469
2025-06-26,126.70539855957031
2025-06-27,126.16667938232422
2025-06-30,126.20659637451172
2025-07-01,127.32389831542969
2025-07-02,129.2393035888672
2025-07-03,129.68821716308594
2025-07-07,127.8127212524414
2025-07-08,129.0198211669922
2025-07-09,131.9727325439453
2025-07-10,133.32945251464844
2025-07-11,131.27439880371094
2025-07-14,131.5736846923828
2025-07-15,128.74050903320312
2025-07-16,130.86538696289062
2025-07-17,131.42404174804688
2025-07-18,129.4188690185547
2025-07-21,128.8203125
2025-07-22,132.5214080810547
2025-07-23,135.0852508544922
2025-07-24,135.10520935058594
2025-07-25,135.17503356933594
2025-07-28,133.7883758544922
2025-07-29,133.53897094726562
2025-07-30,133.37933349609375
2025-07-31,132.44158935546875
2025-08-01,132.72093200683594
2025-08-04,135.0453338623047
2025-08-05,133.0900421142578
2025-08-06,131.17465209960938
2025-08-07,130.91526794433594
2025-08-08,131.72332763671875
2025-08-11,131.42404174804688
2025-08-12,133.6786346435547
2025-08-13,136.7711944580078
2025-08-14,136.9407958984375
2025-08-15,138.4272003173828
2025-08-18,138.04812622070312
2025-08-19,137.55931091308594
2025-08-20,138.08802795410156
2025-08-21,138.4272003173828
2025-08-22,139.50462341308594
2025-08-25,136.74127197265625
2025-08-26,138.13790893554688
2025-08-27,138.2576141357422
2025-08-28,137.8785400390625
2025-08-29,137.8885040283203
2025-09-02,140.0732421875
2025-09-03,140.02337646484375
2025-09-04,140.01341247558594
2025-09-05,142.77676391601562
2025-09-08,141.8689422607422
2025-09-09,142.59719848632812
2025-09-10,140.3126678466797
2025-09-11,143.4551239013672
2025-09-12,140.64187622070312
2025-09-15,140.3825225830078
2025-09-16,140.68496704101562
2025-09-17,140.74485778808594
2025-09-18,143.37010192871094
2025-09-19,142.4617462158203
2025-09-22,143.15049743652344
2025-09-23,142.23216247558594
2025-09-24,141.3837127685547
2025-09-25,138.81834411621094
2025-09-26,140.70494079589844
2025-09-29,142.15231323242188
2025-09-30,144.10874938964844
2025-10-01,148.2412567138672
2025-10-02,149.34925842285156
2025-10-03,150.7267608642578
2025-10-06,150.2476348876953
2025-10-07,150.20770263671875
2025-10-08,151.7149658203125
2025-10-09,151.77487182617188
2025-10-10,149.6786651611328
2025-10-13,150.66688537597656
2025-10-14,151.0461883544922
2025-10-15,153.1124267578125
2025-10-16,153.1423797607422
2025-10-17,153.91099548339844
2025-10-20,156.2068328857422
2025-10-21,155.74765014648438
2025-10-22,153.6414794921875
2025-10-23,154.30029296875
2025-10-24,154.87924194335938
2025-10-27,156.82569885253906
2025-10-28,157.3747100830078
2025-10-29,156.6859588623047
2025-10-30,157.0253448486328
2025-10-31,159.0915985107422
2025-11-03,157.17507934570312
2025-11-04,155.79757690429688
2025-11-05,158.02352905273438
2025-11-06,158.143310546875
2025-11-07,157.43460083007812
2025-11-10,159.2512969970703
2025-11-11,163.84298706054688
2025-11-12,164.66151428222656
2025-11-13,163.02447509765625
2025-11-14,163.8928985595703
2025-11-17,164.96095275878906
2025-11-18,166.1687774658203
2025-11-19,164.92103576660156
2025-11-20,163.94281005859375
2025-11-21,167.2168731689453
2025-11-24,169.40292358398438
2025-11-25,172.01815795898438
2025-11-26,173.34576416015625
2025-11-28,173.5154571533203
2025-12-01,169.80218505859375
2025-12-02,168.91378784179688
2025-12-03,171.9183349609375
2025-12-04,171.79856872558594
2025-12-05,170.85028076171875
2025-12-08,169.64247131347656
2025-12-09,166.7876434326172
2025-12-10,168.6243133544922
2025-12-11,169.97186279296875
2025-12-12,169.11343383789062
2025-12-15,169.07351684570312
2025-12-16,167.98728942871094
2025-12-17,167.40771484375
2025-12-18,166.06869506835938
2025-12-19,170.0757598876953
2025-12-22,172.64389038085938
2025-12-23,171.97438049316406
2025-12-24,173.12353515625
2025-12-26,171.90443420410156
2025-12-29,170.63536071777344
2025-12-30,168.7667236328125
2025-12-31,168.64682006835938
2026-01-02,168.87664794921875
2026-01-05,167.2178497314453
2026-01-06,171.11502075195312
2026-01-07,176.61099243164062
2026-01-08,172.13426208496094
2026-01-09,172.26417541503906
2026-01-12,171.27488708496094
2026-01-13,171.19496154785156
2026-01-14,172.703857421875
2026-01-15,170.4355010986328
2026-01-16,169.83595275878906
2026-01-20,170.5953826904297
2026-01-21,175.0321502685547
2026-01-22,177.5103302001953
2026-01-23,175.2020263671875
2026-01-26,175.72164916992188
2026-01-27,176.7708740234375
2026-01-28,173.90296936035156
2026-01-29,174.12281799316406
2026-01-30,172.30413818359375
2026-02-02,174.0128936767578
2026-02-03,173.6731414794922
2026-02-04,173.92295837402344
2026-02-05,169.91587829589844
2026-02-06,174.85227966308594
2026-02-09,174.2427215576172
2026-02-10,171.9344024658203
2026-02-11,172.57394409179688
2026-02-12,170.51544189453125
2026-02-13,172.37408447265625
2026-02-17,173.8929901123047
2026-02-18,174.63243103027344
2026-02-19,174.90223693847656
2026-02-20,174.26271057128906
2026-02-23,174.97219848632812
2026-02-24,176.2312774658203
2026-02-25,175.1720428466797
2026-02-26,173.75308227539062
2026-02-27,175.2419891357422
2026-03-02,173.7930450439453
2026-03-03,169.97584533691406
2026-03-04,172.84375
2026-03-05,168.54689025878906
2026-03-06,167.4376983642578
2026-03-09,171.1649627685547
2026-03-10,172.14425659179688
2026-03-11,170.74526977539062
2026-03-12,166.10865783691406
2026-03-13,165.38919067382812
2026-03-16,167.01800537109375
2026-03-17,167.1699981689453
2026-03-18,163.77999877929688
2026-03-19,164.4600067138672
2026-03-20,161.64999389648438
2026-03-23,162.69000244140625
2026-03-24,161.63999938964844
2026-03-25,165.75
2026-03-26,165.25999450683594
2026-03-27,160.41000366210938
2026-03-30,161.86000061035156
2026-03-31,168.85000610351562
2026-04-01,170.1300048828125
2026-04-02,169.42999267578125
2026-04-06,168.8300018310547
2026-04-07,168.5
2026-04-08,171.86000061035156
2026-04-09,172.16000366210938
2026-04-10,169.3699951171875
2026-04-13,172.19000244140625
2026-04-14,175.85000610351562
2026-04-15,175.99000549316406
2026-04-16,174.1199951171875
2026-04-17,176.66000366210938
2026-04-20,175.75999450683594
2026-04-21,173.99000549316406
2026-04-22,174.36000061035156
2026-04-23,171.52999877929688
2026-04-24,169.77999877929688
