Date,EEM
2022-01-03,44.62496566772461
2022-01-04,44.47077560424805
2022-01-05,43.74516296386719
2022-01-06,43.944705963134766
2022-01-07,44.34379196166992
2022-01-10,44.34379196166992
2022-01-11,45.368717193603516
2022-01-12,46.12153625488281
2022-01-13,45.468482971191406
2022-01-14,45.45035171508789
2022-01-18,44.64310836791992
2022-01-19,44.83357238769531
2022-01-20,45.09661102294922
2022-01-21,44.44356155395508
2022-01-24,43.81772994995117
2022-01-25,43.7360954284668
2022-01-26,43.18281936645508
2022-01-27,42.683963775634766
2022-01-28,42.892574310302734
2022-01-31,44.29844284057617
2022-02-01,44.5705451965332
2022-02-02,44.497989654541016
2022-02-03,44.02634048461914
2022-02-04,44.13518142700195
2022-02-07,44.04447937011719
2022-02-08,44.47077560424805
2022-02-09,45.16917419433594
2022-02-10,44.8698616027832
2022-02-11,44.189598083496094
2022-02-14,43.881221771240234
2022-02-15,44.83357238769531
2022-02-16,45.16010665893555
2022-02-17,44.634033203125
2022-02-18,44.189598083496094
2022-02-22,43.56375503540039
2022-02-23,43.05583572387695
2022-02-24,42.16696548461914
2022-02-25,42.94699478149414
2022-02-28,42.384647369384766
2022-03-01,41.822303771972656
2022-03-02,41.894866943359375
2022-03-03,41.305301666259766
2022-03-04,40.47085189819336
2022-03-07,38.95614242553711
2022-03-08,39.08312225341797
2022-03-09,40.1896858215332
2022-03-10,39.43686294555664
2022-03-11,38.611480712890625
2022-03-14,37.6772575378418
2022-03-15,37.7316780090332
2022-03-16,40.77016830444336
2022-03-17,40.56155776977539
2022-03-18,41.14204406738281
2022-03-21,40.50712966918945
2022-03-22,41.241817474365234
2022-03-23,40.96970748901367
2022-03-24,41.18739318847656
2022-03-25,40.860870361328125
2022-03-28,40.99692153930664
2022-03-29,41.6953125
2022-03-30,41.57740783691406
2022-03-31,40.95157241821289
2022-04-01,41.6318359375
2022-04-04,42.36650466918945
2022-04-05,41.58647537231445
2022-04-06,41.04227828979492
2022-04-07,40.71574401855469
2022-04-08,40.752037048339844
2022-04-11,40.24409866333008
2022-04-12,40.11711883544922
2022-04-13,40.643184661865234
2022-04-14,40.11711883544922
2022-04-18,39.98107147216797
2022-04-19,39.781524658203125
2022-04-20,39.54570007324219
2022-04-21,38.78380584716797
2022-04-22,38.43914794921875
2022-04-25,38.15797424316406
