Date,EEM
2023-01-03,35.493431091308594
2023-01-04,36.56138610839844
2023-01-05,36.449951171875
2023-01-06,37.211456298828125
2023-01-09,37.490055084228516
2023-01-10,37.75936508178711
2023-01-11,37.917236328125
2023-01-12,38.102970123291016
2023-01-13,38.353702545166016
2023-01-17,38.140113830566406
2023-01-18,37.88009262084961
2023-01-19,38.16797637939453
2023-01-20,38.753028869628906
2023-01-23,39.0316276550293
2023-01-24,39.05949020385742
2023-01-25,39.09663391113281
2023-01-26,39.46809768676758
2023-01-27,39.28236770629883
2023-01-30,38.493003845214844
2023-01-31,38.409427642822266
2023-02-01,38.88304138183594
2023-02-02,38.650875091552734
2023-02-03,37.96366882324219
2023-02-06,37.40647506713867
2023-02-07,37.555057525634766
2023-02-08,37.50862503051758
2023-02-09,37.68507385253906
2023-02-10,37.3228874206543
2023-02-13,37.62934875488281
2023-02-14,37.56435012817383
2023-02-15,37.248600006103516
2023-02-16,37.25788497924805
2023-02-17,36.849273681640625
2023-02-21,36.38494873046875
2023-02-22,36.208499908447266
2023-02-23,36.38494873046875
2023-02-24,35.56772232055664
2023-02-27,35.75345230102539
2023-02-28,35.502716064453125
2023-03-01,36.26420974731445
2023-03-02,36.39423370361328
2023-03-03,36.71926498413086
2023-03-06,36.58925247192383
2023-03-07,35.97633361816406
2023-03-08,36.12492752075195
2023-03-09,35.32627487182617
2023-03-10,35.14053726196289
2023-03-13,35.196258544921875
2023-03-14,35.2148323059082
2023-03-15,34.611202239990234
2023-03-16,35.14053726196289
2023-03-17,34.92695236206055
2023-03-20,35.05696105957031
2023-03-21,35.37270736694336
2023-03-22,35.51200485229492
2023-03-23,36.00419235229492
2023-03-24,35.91132354736328
2023-03-27,35.716304779052734
2023-03-28,36.22706985473633
2023-03-29,36.329227447509766
2023-03-30,36.69139862060547
2023-03-31,36.64496994018555
2023-04-03,36.71926498413086
2023-04-04,36.71926498413086
2023-04-05,36.43138122558594
2023-04-06,36.57996368408203
2023-04-10,36.61711120605469
2023-04-11,36.839988708496094
2023-04-12,36.57996368408203
2023-04-13,37.08143997192383
2023-04-14,36.886417388916016
2023-04-17,37.04429244995117
2023-04-18,36.997859954833984
2023-04-19,36.62639617919922
2023-04-20,36.570682525634766
2023-04-21,36.22706985473633
2023-04-24,36.14349365234375
2023-04-25,35.46556854248047
2023-04-26,35.66987609863281
2023-04-27,36.152774810791016
2023-04-28,36.3385124206543
2023-05-01,36.2177848815918
2023-05-02,35.864891052246094
2023-05-03,35.80917739868164
2023-05-04,36.09706115722656
2023-05-05,36.57996368408203
2023-05-08,36.598533630371094
2023-05-09,36.37565612792969
2023-05-10,36.357086181640625
2023-05-11,36.22706985473633
2023-05-12,35.79988479614258
2023-05-15,36.45923614501953
2023-05-16,36.19921112060547
2023-05-17,36.366371154785156
2023-05-18,36.171356201171875
2023-05-19,36.19921112060547
2023-05-22,36.49638366699219
2023-05-23,35.92990493774414
2023-05-24,35.66059112548828
2023-05-25,35.58629608154297
2023-05-26,36.2177848815918
2023-05-30,35.79988479614258
2023-05-31,35.46556854248047
2023-06-01,36.09706115722656
2023-06-02,36.71926498413086
2023-06-05,36.70997619628906
2023-06-06,37.03500747680664
2023-06-07,36.87590026855469
2023-06-08,37.137962341308594
2023-06-09,37.30643081665039
2023-06-12,37.38130187988281
2023-06-13,37.75568389892578
2023-06-14,38.036460876464844
2023-06-15,38.39211654663086
2023-06-16,38.26108932495117
2023-06-20,37.51233673095703
2023-06-21,37.33450698852539
2023-06-22,37.2034797668457
2023-06-23,36.66063690185547
2023-06-26,36.782310485839844
2023-06-27,37.156681060791016
2023-06-28,36.93205642700195
2023-06-29,36.73550796508789
2023-06-30,37.02565002441406
2023-07-03,37.437461853027344
2023-07-05,37.212833404541016
2023-07-06,36.45472717285156
2023-07-07,36.86653518676758
2023-07-10,36.894615173339844
2023-07-11,37.26899337768555
2023-07-12,38.10197448730469
2023-07-13,38.5980224609375
2023-07-14,38.382755279541016
2023-07-17,38.42955017089844
2023-07-18,38.14876937866211
2023-07-19,38.07389831542969
2023-07-20,37.79311752319336
2023-07-21,37.736961364746094
2023-07-24,38.25172424316406
2023-07-25,38.5699462890625
2023-07-26,38.7945671081543
2023-07-27,38.31724166870117
2023-07-28,39.24381637573242
2023-07-31,39.262535095214844
2023-08-01,38.7664909362793
2023-08-02,37.83991241455078
2023-08-03,37.989662170410156
2023-08-04,37.942867279052734
2023-08-07,37.886714935302734
2023-08-08,37.4281005859375
2023-08-09,37.521697998046875
2023-08-10,37.57785415649414
2023-08-11,37.02565002441406
2023-08-14,36.84782028198242
2023-08-15,36.4266471862793
2023-08-16,36.09907150268555
2023-08-17,36.18330383300781
2023-08-18,35.93996047973633
2023-08-21,36.02419662475586
2023-08-22,35.949317932128906
2023-08-23,36.52024841308594
2023-08-24,36.379852294921875
2023-08-25,36.41728973388672
2023-08-28,36.77294921875
2023-08-29,37.24091720581055
2023-08-30,37.119239807128906
2023-08-31,36.66063690185547
2023-09-01,37.09117126464844
2023-09-05,36.79167175292969
2023-09-06,36.585758209228516
2023-09-07,36.15523147583008
2023-09-08,36.230106353759766
2023-09-11,36.679351806640625
2023-09-12,36.567039489746094
2023-09-13,36.52024841308594
2023-09-14,36.76358413696289
2023-09-15,36.62319564819336
2023-09-18,36.57640075683594
2023-09-19,36.36113739013672
2023-09-20,36.21138381958008
2023-09-21,35.58430862426758
2023-09-22,36.00547790527344
2023-09-25,35.846370697021484
2023-09-26,35.34096145629883
2023-09-27,35.39712142944336
2023-09-28,35.4907112121582
2023-09-29,35.5187873840332
2023-10-02,35.34096145629883
2023-10-03,34.87299728393555
2023-10-04,34.770042419433594
2023-10-05,34.90107345581055
2023-10-06,35.4064826965332
2023-10-09,35.23801040649414
2023-10-10,35.74341583251953
2023-10-11,35.96804428100586
2023-10-12,35.565589904785156
2023-10-13,35.4345588684082
2023-10-16,35.69662094116211
2023-10-17,35.60302734375
2023-10-18,35.060184478759766
2023-10-19,34.85427474975586
2023-10-20,34.433109283447266
2023-10-23,34.40502166748047
2023-10-24,34.84491729736328
2023-10-25,34.38631057739258
2023-10-26,34.217838287353516
2023-10-27,34.18975830078125
2023-10-30,34.54541778564453
2023-10-31,34.34886932373047
2023-11-01,34.66708755493164
2023-11-02,35.275447845458984
2023-11-03,35.99612045288086
2023-11-06,36.28626251220703
2023-11-07,36.22074508666992
2023-11-08,35.97740173339844
2023-11-09,35.64046096801758
2023-11-10,35.893165588378906
2023-11-13,35.88380432128906
2023-11-14,36.838462829589844
2023-11-15,37.14731979370117
2023-11-16,36.79167175292969
2023-11-17,36.838462829589844
2023-11-20,37.29706573486328
2023-11-21,37.06308364868164
2023-11-22,36.98821258544922
2023-11-24,37.00693130493164
2023-11-27,36.857181549072266
2023-11-28,37.166038513183594
2023-11-29,36.950775146484375
2023-11-30,37.02565002441406
2023-12-01,37.184757232666016
2023-12-04,36.76358413696289
2023-12-05,36.53896713256836
2023-12-06,36.492164611816406
2023-12-07,36.66999435424805
2023-12-08,36.51088333129883
2023-12-11,36.72615051269531
2023-12-12,36.73550796508789
2023-12-13,37.10052490234375
2023-12-14,37.643367767333984
2023-12-15,37.41874313354492
2023-12-18,37.400028228759766
2023-12-19,37.71824264526367
2023-12-20,37.03925704956055
2023-12-21,37.73540496826172
2023-12-22,37.55421447753906
2023-12-26,37.8498420715332
2023-12-27,38.069175720214844
2023-12-28,38.36480712890625
2023-12-29,38.34573745727539
2024-01-02,37.897525787353516
2024-01-03,37.68772506713867
2024-01-04,37.56374740600586
2024-01-05,37.61143112182617
2024-01-08,37.716331481933594
2024-01-09,37.18230056762695
2024-01-10,37.09646987915039
2024-01-11,37.249053955078125
2024-01-12,37.38256072998047
2024-01-16,36.47660446166992
