Date,SMH
2022-06-01,117.32857513427734
2022-06-02,121.47428131103516
2022-06-03,117.89434051513672
2022-06-06,117.99188232421875
2022-06-07,118.93321228027344
2022-06-08,116.45553588867188
2022-06-09,113.35844421386719
2022-06-10,109.1639633178711
2022-06-13,103.0965805053711
2022-06-14,103.8525619506836
2022-06-15,105.75470733642578
2022-06-16,99.48737335205078
2022-06-17,100.3018798828125
2022-06-21,103.14535522460938
2022-06-22,101.69190979003906
2022-06-23,101.16516876220703
2022-06-24,105.42793273925781
2022-06-27,105.07677459716797
2022-06-28,102.42839050292969
2022-06-29,100.62378692626953
2022-06-30,99.36544036865234
2022-07-01,95.59040069580078
2022-07-05,96.09276580810547
2022-07-06,96.74633026123047
2022-07-07,101.21395111083984
2022-07-08,101.76020050048828
2022-07-11,99.32154846191406
2022-07-12,99.28251647949219
2022-07-13,100.06776428222656
2022-07-14,102.17964935302734
2022-07-15,104.75973510742188
2022-07-18,103.98424530029297
2022-07-19,108.73475646972656
2022-07-20,111.29534149169922
2022-07-21,113.1633529663086
2022-07-22,110.60276794433594
2022-07-25,109.91993713378906
2022-07-26,108.26165008544922
2022-07-27,113.32917022705078
2022-07-28,114.71432495117188
2022-07-29,115.6702880859375
2022-08-01,115.9043960571289
2022-08-02,115.6654052734375
2022-08-03,118.43083953857422
2022-08-04,119.63552856445312
2022-08-05,118.8210220336914
2022-08-08,116.7676773071289
2022-08-09,111.88060760498047
2022-08-10,116.41163635253906
2022-08-11,116.38725280761719
2022-08-12,119.67455291748047
2022-08-15,120.21593475341797
2022-08-16,118.86004638671875
2022-08-17,116.30921173095703
2022-08-18,117.93335723876953
2022-08-19,114.61190795898438
2022-08-22,110.61738586425781
2022-08-23,111.33435821533203
2022-08-24,111.26119995117188
2022-08-25,114.9972152709961
2022-08-26,108.60306549072266
2022-08-29,106.58872985839844
2022-08-30,105.36940002441406
2022-08-31,104.65245056152344
2022-09-01,102.36498260498047
2022-09-02,101.36026000976562
2022-09-06,100.22872161865234
2022-09-07,101.82847595214844
2022-09-08,103.2087631225586
2022-09-09,105.76934814453125
2022-09-12,106.03271484375
2022-09-13,99.72148895263672
2022-09-14,100.80424499511719
2022-09-15,99.00939178466797
2022-09-16,99.45323181152344
2022-09-19,100.1067886352539
2022-09-20,98.72164154052734
2022-09-21,97.89736938476562
2022-09-22,95.18557739257812
2022-09-23,93.8248062133789
2022-09-26,92.73229217529297
2022-09-27,93.43463134765625
2022-09-28,94.62468719482422
2022-09-29,91.64466094970703
2022-09-30,90.28876495361328
2022-10-03,93.52729034423828
2022-10-04,97.52670288085938
2022-10-05,98.49240112304688
2022-10-06,97.81932830810547
2022-10-07,91.98606872558594
2022-10-10,88.91336822509766
2022-10-11,86.1089096069336
2022-10-12,85.59191131591797
2022-10-13,88.2110366821289
2022-10-14,84.45061492919922
2022-10-17,86.45032501220703
2022-10-18,86.4698257446289
2022-10-19,87.16727447509766
2022-10-20,87.85986328125
2022-10-21,90.888671875
2022-10-24,91.17643737792969
2022-10-25,92.6201171875
2022-10-26,91.71293640136719
2022-10-27,90.5667724609375
2022-10-28,94.0247802734375
2022-10-31,92.28845977783203
2022-11-01,92.92738342285156
2022-11-02,90.26437377929688
2022-11-03,89.20599365234375
2022-11-04,93.35171508789062
2022-11-07,95.1953353881836
2022-11-08,97.2486801147461
2022-11-09,94.60518646240234
2022-11-10,104.27201080322266
2022-11-11,107.69100189208984
2022-11-14,106.6716537475586
2022-11-15,110.03211212158203
2022-11-16,106.07174682617188
2022-11-17,106.87162017822266
2022-11-18,107.06671905517578
2022-11-21,105.19381713867188
2022-11-22,108.25189208984375
2022-11-23,109.1932144165039
2022-11-25,107.91048431396484
2022-11-28,105.3645248413086
2022-11-29,105.07677459716797
2022-11-30,111.07097625732422
2022-12-01,110.71493530273438
2022-12-02,109.1932144165039
2022-12-05,107.89097595214844
2022-12-06,105.52547454833984
2022-12-07,105.50109100341797
2022-12-08,108.18848419189453
2022-12-09,107.32032775878906
2022-12-12,109.23224639892578
2022-12-13,111.05146789550781
2022-12-14,109.13957977294922
2022-12-15,104.98409271240234
2022-12-16,104.16958618164062
2022-12-19,102.93688201904297
2022-12-20,102.43374633789062
2022-12-21,104.72254943847656
2022-12-22,100.3817138671875
2022-12-23,100.3718490600586
2022-12-27,98.57632446289062
2022-12-28,97.32340240478516
2022-12-29,100.50010681152344
2022-12-30,100.10548400878906
2023-01-03,99.33596801757812
2023-01-04,101.8615493774414
2023-01-05,100.03643035888672
2023-01-06,104.41178894042969
2023-01-09,106.685791015625
2023-01-10,108.07189178466797
2023-01-11,109.3396224975586
2023-01-12,110.977294921875
2023-01-13,111.37683868408203
2023-01-17,112.037841796875
2023-01-18,111.3373794555664
2023-01-19,108.614501953125
2023-01-20,112.14635467529297
2023-01-23,117.43428802490234
2023-01-24,116.60064697265625
2023-01-25,116.71902465820312
2023-01-26,118.81051635742188
2023-01-27,118.03114318847656
2023-01-30,115.20466613769531
2023-01-31,116.955810546875
2023-02-01,122.47063446044922
2023-02-02,125.08992004394531
2023-02-03,122.791259765625
2023-02-06,120.74909210205078
2023-02-07,124.37467193603516
2023-02-08,121.9378890991211
2023-02-09,122.42129516601562
2023-02-10,120.36433410644531
2023-02-13,122.1746597290039
2023-02-14,124.80382537841797
2023-02-15,124.79889678955078
2023-02-16,121.41007995605469
2023-02-17,119.75267791748047
2023-02-21,116.11229705810547
2023-02-22,115.54503631591797
2023-02-23,119.63922119140625
2023-02-24,117.50334167480469
2023-02-27,118.03114318847656
2023-02-28,118.09033203125
2023-03-01,118.16925811767578
2023-03-02,119.21500396728516
2023-03-03,120.83295440673828
2023-03-06,119.75760650634766
2023-03-07,118.42083740234375
2023-03-08,121.51861572265625
2023-03-09,119.19034576416016
2023-03-10,117.26162719726562
2023-03-13,117.18270874023438
2023-03-14,120.68989562988281
2023-03-15,119.33338928222656
2023-03-16,124.10830688476562
2023-03-17,123.47692108154297
2023-03-20,124.71996307373047
2023-03-21,125.11458587646484
2023-03-22,124.310546875
2023-03-23,127.6155014038086
2023-03-24,125.5979995727539
2023-03-27,124.13296508789062
2023-03-28,123.26972961425781
2023-03-29,127.107421875
2023-03-30,128.9276123046875
2023-03-31,129.8253631591797
2023-04-03,129.08546447753906
2023-04-04,127.10250854492188
2023-04-05,124.87781524658203
2023-04-06,124.50292205810547
2023-04-10,126.38723754882812
2023-04-11,125.71638488769531
2023-04-12,123.48184967041016
2023-04-13,124.47826385498047
2023-04-14,124.34508514404297
2023-04-17,124.25628662109375
2023-04-18,124.81369018554688
2023-04-19,123.62982940673828
2023-04-20,123.76795196533203
2023-04-21,122.5002212524414
2023-04-24,121.84416961669922
2023-04-25,117.9818115234375
2023-04-26,118.80558776855469
2023-04-27,119.95491027832031
2023-04-28,121.96255493164062
2023-05-01,122.89484405517578
2023-05-02,121.82936096191406
2023-05-03,120.5715103149414
2023-05-04,120.16703033447266
2023-05-05,122.70740509033203
2023-05-08,123.38813018798828
2023-05-09,121.48407745361328
2023-05-10,122.47063446044922
2023-05-11,121.38542175292969
2023-05-12,121.24730682373047
2023-05-15,124.42400360107422
2023-05-16,124.3944091796875
2023-05-17,127.758544921875
2023-05-18,132.23748779296875
2023-05-19,131.5074462890625
2023-05-22,131.39892578125
2023-05-23,129.50474548339844
2023-05-24,127.60070037841797
2023-05-25,138.57118225097656
2023-05-26,145.37838745117188
2023-05-30,146.07884216308594
2023-05-31,142.38912963867188
2023-06-01,144.5299530029297
2023-06-02,144.17477416992188
2023-06-05,142.369384765625
2023-06-06,143.37567138671875
2023-06-07,142.55682373046875
2023-06-08,144.20436096191406
2023-06-09,144.86537170410156
2023-06-12,149.14700317382812
2023-06-13,151.20889282226562
2023-06-14,153.507568359375
2023-06-15,152.40261840820312
2023-06-16,151.3174285888672
2023-06-20,150.78468322753906
2023-06-21,147.33175659179688
2023-06-22,148.0618133544922
2023-06-23,145.54608154296875
2023-06-26,144.875244140625
2023-06-27,149.47256469726562
2023-06-28,148.12098693847656
2023-06-29,147.90394592285156
2023-06-30,150.20262145996094
2023-07-03,151.53448486328125
2023-07-05,148.6734619140625
2023-07-06,146.9075469970703
2023-07-07,147.045654296875
2023-07-10,149.1272735595703
2023-07-11,149.28512573242188
2023-07-12,152.42236328125
2023-07-13,156.08248901367188
2023-07-14,154.7900848388672
2023-07-17,157.67083740234375
2023-07-18,158.1049041748047
2023-07-19,156.447509765625
2023-07-20,150.91293334960938
2023-07-21,151.72190856933594
2023-07-24,151.85015869140625
2023-07-25,154.2869415283203
2023-07-26,152.5999298095703
2023-07-27,155.34255981445312
2023-07-28,158.3416748046875
2023-07-31,158.46006774902344
2023-08-01,158.37127685546875
2023-08-02,152.5604705810547
2023-08-03,152.1165313720703
2023-08-04,152.17572021484375
2023-08-07,153.81341552734375
2023-08-08,151.2779541015625
2023-08-09,148.27883911132812
2023-08-10,147.95327758789062
2023-08-11,144.2438507080078
2023-08-14,148.63401794433594
2023-08-15,146.8483428955078
2023-08-16,144.5299530029297
2023-08-17,143.55325317382812
2023-08-18,144.1649169921875
2023-08-21,149.00888061523438
2023-08-22,147.51919555664062
2023-08-23,150.71563720703125
2023-08-24,146.81875610351562
2023-08-25,147.08509826660156
2023-08-28,148.90036010742188
2023-08-29,152.7183380126953
2023-08-30,153.49769592285156
2023-08-31,154.11923217773438
2023-09-01,154.109375
2023-09-05,154.47438049316406
2023-09-06,152.67886352539062
2023-09-07,149.29498291015625
2023-09-08,148.35777282714844
2023-09-11,148.46629333496094
2023-09-12,147.3514862060547
2023-09-13,148.54522705078125
2023-09-14,149.35418701171875
2023-09-15,144.8357696533203
2023-09-18,145.31919860839844
2023-09-19,144.06626892089844
2023-09-20,141.6985321044922
2023-09-21,138.86712646484375
2023-09-22,140.05099487304688
2023-09-25,141.0375518798828
2023-09-26,138.80792236328125
2023-09-27,140.08058166503906
2023-09-28,142.3496551513672
2023-09-29,143.03038024902344
2023-10-02,144.26356506347656
2023-10-03,141.05728149414062
2023-10-04,143.25730895996094
2023-10-05,143.25730895996094
2023-10-06,146.35507202148438
2023-10-09,145.9801788330078
2023-10-10,147.78558349609375
2023-10-11,149.38377380371094
2023-10-12,150.1434326171875
2023-10-13,146.38465881347656
2023-10-16,148.07167053222656
2023-10-17,146.32546997070312
2023-10-18,143.39541625976562
2023-10-19,142.41873168945312
2023-10-20,140.18911743164062
2023-10-23,140.68240356445312
2023-10-24,142.32994079589844
2023-10-25,136.81507873535156
2023-10-26,135.61151123046875
2023-10-27,136.4500732421875
2023-10-30,136.10479736328125
2023-10-31,137.0814666748047
2023-11-01,140.4949493408203
2023-11-02,144.13534545898438
2023-11-03,147.4994659423828
2023-11-06,147.93353271484375
2023-11-07,148.86090087890625
2023-11-08,149.3936309814453
2023-11-09,149.1272735595703
2023-11-10,155.1649932861328
2023-11-13,154.2178955078125
2023-11-14,158.9237518310547
2023-11-15,159.04212951660156
2023-11-16,159.63406372070312
2023-11-17,160.38385009765625
2023-11-20,162.68251037597656
2023-11-21,160.28518676757812
2023-11-22,159.93988037109375
2023-11-24,159.58473205566406
2023-11-27,159.486083984375
2023-11-28,158.56858825683594
2023-11-29,160.0286865234375
2023-11-30,158.3219451904297
2023-12-01,158.9632110595703
2023-12-04,156.64480590820312
2023-12-05,156.64480590820312
2023-12-06,155.38201904296875
2023-12-07,158.93362426757812
2023-12-08,160.2950439453125
2023-12-11,164.14260864257812
2023-12-12,165.87893676757812
2023-12-13,167.83230590820312
2023-12-14,170.93008422851562
2023-12-15,171.7390594482422
2023-12-18,172.03977966308594
2023-12-19,172.61544799804688
2023-12-20,167.81175231933594
2023-12-21,171.96038818359375
2023-12-22,171.98025512695312
2023-12-26,174.35231018066406
2023-12-27,174.54087829589844
2023-12-28,174.50119018554688
2023-12-29,173.55831909179688
2024-01-02,167.70257568359375
2024-01-03,164.72508239746094
2024-01-04,163.75242614746094
2024-01-05,164.83425903320312
2024-01-08,170.67015075683594
2024-01-09,171.12669372558594
2024-01-10,171.28549194335938
2024-01-11,172.25814819335938
2024-01-12,171.6527099609375
2024-01-16,174.38209533691406
2024-01-17,173.3300323486328
2024-01-18,178.95751953125
2024-01-19,185.77597045898438
2024-01-22,186.6394500732422
2024-01-23,187.59225463867188
2024-01-24,190.9270477294922
2024-01-25,190.9270477294922
2024-01-26,186.85781860351562
2024-01-29,189.0512237548828
2024-01-30,187.17539978027344
2024-01-31,184.47579956054688
2024-02-01,186.16305541992188
2024-02-02,189.7856903076172
2024-02-05,193.48770141601562
2024-02-06,191.29428100585938
2024-02-07,195.1551055908203
2024-02-08,197.93408203125
2024-02-09,202.32093811035156
2024-02-12,201.536865234375
2024-02-13,197.80506896972656
2024-02-14,201.7750701904297
2024-02-15,201.10015869140625
2024-02-16,200.23667907714844
2024-02-20,196.2964630126953
2024-02-21,195.03599548339844
2024-02-22,208.35533142089844
2024-02-23,207.05516052246094
2024-02-26,208.77218627929688
2024-02-27,208.16676330566406
2024-02-28,205.854248046875
2024-02-29,210.3601837158203
2024-03-01,218.8857421875
2024-03-04,222.40911865234375
2024-03-05,219.00485229492188
2024-03-06,224.6521759033203
2024-03-07,232.41351318359375
2024-03-08,223.30238342285156
2024-03-11,219.3224334716797
2024-03-12,226.26002502441406
2024-03-13,221.78384399414062
2024-03-14,217.81385803222656
2024-03-15,216.20599365234375
2024-03-18,216.6427001953125
2024-03-19,216.1663055419922
2024-03-20,219.630126953125
2024-03-21,224.6124725341797
2024-03-22,225.93247985839844
2024-03-25,225.37669372558594
2024-03-26,223.2825164794922
2024-03-27,223.203125
2024-03-28,223.30238342285156
2024-04-01,226.23025512695312
2024-04-02,223.3222198486328
2024-04-03,224.21548461914062
2024-04-04,218.24063110351562
2024-04-05,220.96998596191406
2024-04-08,221.3868408203125
2024-04-09,222.41905212402344
2024-04-10,220.48367309570312
2024-04-11,225.60496520996094
2024-04-12,219.02468872070312
2024-04-15,215.72959899902344
2024-04-16,217.51611328125
2024-04-17,210.8068084716797
2024-04-18,207.06509399414062
2024-04-19,197.7157440185547
2024-04-22,201.49716186523438
2024-04-23,206.24131774902344
2024-04-24,206.4794921875
2024-04-25,210.60829162597656
2024-04-26,216.0074920654297
2024-04-29,216.74195861816406
2024-04-30,212.484130859375
2024-05-01,206.2909393310547
2024-05-02,210.43959045410156
2024-05-03,216.09681701660156
2024-05-06,220.99977111816406
2024-05-07,219.07432556152344
2024-05-08,219.73928833007812
2024-05-09,218.3299560546875
2024-05-10,221.6250457763672
2024-05-13,221.58534240722656
2024-05-14,225.37669372558594
2024-05-15,232.14553833007812
2024-05-16,230.4582977294922
2024-05-17,228.52291870117188
2024-05-20,233.23728942871094
2024-05-21,232.90975952148438
2024-05-22,234.8153533935547
2024-05-23,238.02113342285156
2024-05-24,242.42782592773438
2024-05-28,247.95603942871094
2024-05-29,243.80738830566406
2024-05-30,240.4527587890625
2024-05-31,238.67617797851562
2024-06-03,241.6536865234375
2024-06-04,240.78028869628906
2024-06-05,252.50169372558594
2024-06-06,250.51669311523438
2024-06-07,250.31820678710938
2024-06-10,253.94081115722656
2024-06-11,253.56365966796875
2024-06-12,261.1165771484375
2024-06-13,265.2056579589844
2024-06-14,265.880615234375
2024-06-17,270.4361572265625
2024-06-18,274.6840515136719
2024-06-20,266.9028625488281
2024-06-21,262.9031066894531
2024-06-24,253.86141967773438
2024-06-25,259.8064880371094
2024-06-26,258.95294189453125
2024-06-27,256.91827392578125
2024-06-28,258.7445068359375
2024-07-01,259.0522155761719
2024-07-02,261.6525573730469
2024-07-03,267.5976257324219
2024-07-05,267.69683837890625
2024-07-08,272.1531677246094
2024-07-09,272.7486572265625
2024-07-10,279.16021728515625
2024-07-11,268.9870910644531
2024-07-12,272.3913879394531
2024-07-15,271.7760009765625
2024-07-16,271.65692138671875
2024-07-17,252.31312561035156
2024-07-18,253.6232147216797
2024-07-19,246.27871704101562
2024-07-22,255.786865234375
2024-07-23,252.9483184814453
2024-07-24,239.1724395751953
2024-07-25,234.78558349609375
2024-07-26,238.5074462890625
2024-07-29,236.81028747558594
2024-07-30,227.74876403808594
2024-07-31,245.13735961914062
2024-08-01,229.27720642089844
2024-08-02,216.7915802001953
2024-08-05,211.70997619628906
2024-08-06,215.828857421875
2024-08-07,209.8837890625
2024-08-08,223.2229766845703
2024-08-09,223.16342163085938
2024-08-12,225.25759887695312
2024-08-13,234.41836547851562
2024-08-14,234.6168670654297
2024-08-15,244.52200317382812
2024-08-16,244.85946655273438
2024-08-19,249.45472717285156
2024-08-20,246.19932556152344
2024-08-21,248.7500457763672
2024-08-22,240.60162353515625
2024-08-23,246.52685546875
2024-08-26,240.75051879882812
2024-08-27,243.1721954345703
2024-08-28,239.08311462402344
2024-08-29,236.12545776367188
2024-08-30,241.6338348388672
2024-09-03,223.50086975097656
2024-09-04,222.9649200439453
2024-09-05,222.57785034179688
2024-09-06,213.38731384277344
2024-09-09,218.21084594726562
2024-09-10,220.27525329589844
2024-09-11,231.6492919921875
2024-09-12,232.14553833007812
2024-09-13,235.13296508789062
2024-09-16,232.04629516601562
2024-09-17,231.96688842773438
2024-09-18,229.3268280029297
2024-09-19,239.28160095214844
2024-09-20,236.1155242919922
2024-09-23,237.15765380859375
2024-09-24,241.57427978515625
2024-09-25,243.69822692871094
2024-09-26,250.72511291503906
2024-09-27,245.88172912597656
2024-09-30,243.60890197753906
2024-10-01,237.08819580078125
2024-10-02,240.50238037109375
2024-10-03,242.7156524658203
2024-10-04,245.9611358642578
2024-10-07,246.35812377929688
2024-10-08,250.62586975097656
2024-10-09,253.23614501953125
2024-10-10,252.73988342285156
2024-10-11,254.76458740234375
2024-10-14,259.3201904296875
2024-10-15,245.3060760498047
2024-10-16,245.46487426757812
2024-10-17,249.6929168701172
2024-10-18,249.62342834472656
2024-10-21,250.94346618652344
2024-10-22,249.80209350585938
2024-10-23,247.14218139648438
2024-10-24,248.184326171875
2024-10-25,251.0625762939453
2024-10-28,249.32569885253906
2024-10-29,254.9928741455078
2024-10-30,248.79965209960938
2024-10-31,239.86717224121094
2024-11-01,242.91415405273438
2024-11-04,242.43775939941406
2024-11-05,246.44744873046875
2024-11-06,252.898681640625
2024-11-07,259.0621032714844
2024-11-08,257.39471435546875
2024-11-11,251.6282958984375
2024-11-12,249.9708251953125
2024-11-13,245.77255249023438
2024-11-14,246.3184051513672
2024-11-15,238.150146484375
2024-11-18,239.7282257080078
2024-11-19,242.34841918945312
2024-11-20,240.72071838378906
2024-11-21,244.2540283203125
2024-11-22,242.78512573242188
2024-11-25,241.83233642578125
2024-11-26,239.609130859375
2024-11-27,236.46290588378906
2024-11-29,240.31381225585938
2024-12-02,246.0107421875
2024-12-03,246.55662536621094
2024-12-04,250.7350616455078
2024-12-05,246.43753051757812
2024-12-06,246.7451934814453
2024-12-09,244.22425842285156
2024-12-10,238.0806884765625
2024-12-11,243.90664672851562
2024-12-12,241.54449462890625
2024-12-13,247.6186065673828
2024-12-16,251.3503875732422
2024-12-17,248.0850830078125
2024-12-18,240.17486572265625
2024-12-19,237.07826232910156
2024-12-20,240.8894500732422
2024-12-23,248.44692993164062
2024-12-24,250.5902557373047
2024-12-26,250.15162658691406
2024-12-27,247.6294708251953
2024-12-30,243.9010772705078
2024-12-31,241.41879272460938
2025-01-02,244.03067016601562
2025-01-03,251.09869384765625
2025-01-06,259.42279052734375
2025-01-07,253.25196838378906
2025-01-08,251.4475860595703
2025-01-10,246.4132537841797
2025-01-13,243.88113403320312
2025-01-14,244.6786651611328
2025-01-15,250.43077087402344
2025-01-16,251.5074005126953
2025-01-17,257.44891357421875
2025-01-21,261.5760803222656
2025-01-22,266.3412780761719
2025-01-23,266.0222473144531
2025-01-24,260.71875
2025-01-27,235.07852172851562
2025-01-28,239.70413208007812
2025-01-29,238.7869873046875
2025-01-30,244.4095001220703
2025-01-31,242.8643035888672
2025-02-03,238.03932189941406
2025-02-04,240.72097778320312
2025-02-05,246.37338256835938
2025-02-06,247.5796356201172
2025-02-07,244.24002075195312
2025-02-10,248.84568786621094
2025-02-11,249.09490966796875
2025-02-12,247.7391357421875
2025-02-13,251.1385498046875
2025-02-14,251.7965087890625
2025-02-18,255.4252166748047
2025-02-19,256.541748046875
2025-02-20,257.00030517578125
2025-02-21,249.2145538330078
2025-02-24,242.6649169921875
2025-02-25,237.51095581054688
2025-02-26,243.06369018554688
2025-02-27,228.08029174804688
2025-02-28,232.04795837402344
2025-03-03,222.3182373046875
2025-03-04,224.53134155273438
2025-03-05,228.6884002685547
2025-03-06,219.09825134277344
2025-03-07,224.39178466796875
2025-03-10,213.86453247070312
2025-03-11,213.5554962158203
2025-03-12,219.83596801757812
2025-03-13,218.8689727783203
2025-03-14,225.86720275878906
2025-03-17,228.24978637695312
2025-03-18,224.72076416015625
2025-03-19,226.70458984375
2025-03-20,226.345703125
2025-03-21,224.07278442382812
2025-03-24,229.9145965576172
2025-03-25,228.93763732910156
2025-03-26,221.3213348388672
2025-03-27,217.07455444335938
2025-03-28,211.51185607910156
2025-03-31,210.81402587890625
