Date,GLD
2019-04-10,123.52999877929688
2019-04-11,121.94999694824219
2019-04-12,121.83000183105469
2019-04-15,121.5999984741211
2019-04-16,120.51000213623047
2019-04-17,120.27999877929688
2019-04-18,120.37000274658203
2019-04-22,120.37000274658203
2019-04-23,120.12000274658203
2019-04-24,120.47000122070312
2019-04-25,120.56999969482422
2019-04-26,121.37000274658203
2019-04-29,120.83000183105469
2019-04-30,121.19999694824219
2019-05-01,120.4000015258789
2019-05-02,119.94000244140625
2019-05-03,120.6500015258789
2019-05-06,120.80999755859375
2019-05-07,121.20999908447266
2019-05-08,120.91000366210938
2019-05-09,121.19999694824219
2019-05-10,121.43000030517578
2019-05-13,122.66999816894531
2019-05-14,122.45999908447266
2019-05-15,122.38999938964844
2019-05-16,121.51000213623047
2019-05-17,120.6500015258789
2019-05-20,120.63999938964844
2019-05-21,120.36000061035156
2019-05-22,120.23999786376953
2019-05-23,121.16999816894531
2019-05-24,121.30000305175781
2019-05-28,120.83000183105469
2019-05-29,120.87000274658203
2019-05-30,121.69000244140625
2019-05-31,123.33000183105469
2019-06-03,125.11000061035156
2019-06-04,125.1500015258789
2019-06-05,125.47000122070312
2019-06-06,125.87999725341797
2019-06-07,126.58999633789062
2019-06-10,125.33000183105469
2019-06-11,125.18000030517578
2019-06-12,125.83000183105469
2019-06-13,126.5999984741211
2019-06-14,126.55999755859375
2019-06-17,126.4800033569336
2019-06-18,127.12000274658203
2019-06-19,127.88999938964844
2019-06-20,131.11000061035156
2019-06-21,131.97999572753906
2019-06-24,133.94000244140625
2019-06-25,134.1999969482422
2019-06-26,132.97000122070312
2019-06-27,132.83999633789062
2019-06-28,133.1999969482422
2019-07-01,130.6199951171875
2019-07-02,133.41000366210938
2019-07-03,133.6300048828125
2019-07-05,132.13999938964844
2019-07-08,131.2899932861328
2019-07-09,131.75
2019-07-10,133.8300018310547
2019-07-11,132.6999969482422
2019-07-12,133.52999877929688
2019-07-15,133.52999877929688
2019-07-16,132.39999389648438
2019-07-17,134.5800018310547
2019-07-18,136.47999572753906
2019-07-19,134.47000122070312
2019-07-22,134.4499969482422
2019-07-23,133.69000244140625
2019-07-24,134.3699951171875
2019-07-25,133.4199981689453
2019-07-26,133.63999938964844
2019-07-29,134.52999877929688
2019-07-30,134.97999572753906
2019-07-31,133.2100067138672
2019-08-01,136.41000366210938
2019-08-02,135.88999938964844
2019-08-05,137.7899932861328
2019-08-06,138.91000366210938
2019-08-07,141.02000427246094
2019-08-08,141.72999572753906
2019-08-09,141.25999450683594
2019-08-12,142.6300048828125
2019-08-13,141.77999877929688
2019-08-14,142.75
2019-08-15,143.6999969482422
2019-08-16,142.77999877929688
2019-08-19,141.11000061035156
2019-08-20,142.2100067138672
2019-08-21,141.75999450683594
2019-08-22,141.39999389648438
2019-08-23,144.1699981689453
2019-08-26,144.19000244140625
2019-08-27,145.57000732421875
2019-08-28,145.16000366210938
2019-08-29,144.1199951171875
2019-08-30,143.75
2019-09-03,145.75
2019-09-04,146.66000366210938
2019-09-05,143.13999938964844
2019-09-06,141.9199981689453
2019-09-09,141.38999938964844
2019-09-10,140.17999267578125
2019-09-11,141.02999877929688
2019-09-12,141.32000732421875
2019-09-13,140.14999389648438
2019-09-16,141.32000732421875
2019-09-17,141.60000610351562
2019-09-18,140.7100067138672
2019-09-19,141.27999877929688
2019-09-20,142.9499969482422
2019-09-23,143.75
2019-09-24,144.50999450683594
2019-09-25,141.8300018310547
2019-09-26,141.7899932861328
2019-09-27,141.05999755859375
2019-09-30,138.8699951171875
2019-10-01,139.6300048828125
2019-10-02,141.25999450683594
2019-10-03,141.89999389648438
2019-10-04,141.89999389648438
2019-10-07,140.69000244140625
2019-10-08,141.9199981689453
2019-10-09,142.0500030517578
2019-10-10,140.80999755859375
2019-10-11,140.02999877929688
2019-10-14,140.58999633789062
2019-10-15,139.61000061035156
2019-10-16,140.41000366210938
2019-10-17,140.61000061035156
2019-10-18,140.4600067138672
2019-10-21,139.7899932861328
2019-10-22,140.1999969482422
2019-10-23,140.52999877929688
2019-10-24,141.52999877929688
2019-10-25,141.86000061035156
2019-10-28,140.63999938964844
2019-10-29,140.25
2019-10-30,141.02000427246094
2019-10-31,142.42999267578125
2019-11-01,142.55999755859375
2019-11-04,142.14999389648438
2019-11-05,139.85000610351562
2019-11-06,140.4499969482422
2019-11-07,138.27000427246094
2019-11-08,137.38999938964844
2019-11-11,137.05999755859375
2019-11-12,137.42999267578125
2019-11-13,137.97999572753906
2019-11-14,138.55999755859375
2019-11-15,138.2100067138672
2019-11-18,138.6199951171875
2019-11-19,138.69000244140625
2019-11-20,138.75999450683594
2019-11-21,138.0
2019-11-22,137.74000549316406
2019-11-25,137.0800018310547
2019-11-26,137.74000549316406
2019-11-27,137.00999450683594
2019-11-29,137.86000061035156
2019-12-02,137.7899932861328
2019-12-03,139.11000061035156
2019-12-04,138.9199981689453
2019-12-05,139.0
2019-12-06,137.6199951171875
2019-12-09,137.5800018310547
2019-12-10,137.97000122070312
2019-12-11,138.9199981689453
2019-12-12,138.42999267578125
2019-12-13,139.0500030517578
2019-12-16,139.0399932861328
2019-12-17,139.00999450683594
2019-12-18,139.02000427246094
2019-12-19,139.3800048828125
2019-12-20,139.52000427246094
2019-12-23,139.9499969482422
2019-12-24,141.27000427246094
2019-12-26,142.3800048828125
2019-12-27,142.3300018310547
2019-12-30,142.6300048828125
2019-12-31,142.89999389648438
2020-01-02,143.9499969482422
2020-01-03,145.86000061035156
2020-01-06,147.38999938964844
2020-01-07,147.97000122070312
2020-01-08,146.86000061035156
2020-01-09,146.02999877929688
2020-01-10,146.91000366210938
2020-01-13,145.82000732421875
2020-01-14,145.69000244140625
2020-01-15,146.5399932861328
2020-01-16,146.30999755859375
2020-01-17,146.5800018310547
2020-01-21,146.74000549316406
2020-01-22,146.7899932861328
2020-01-23,147.1199951171875
2020-01-24,147.97999572753906
2020-01-27,148.99000549316406
2020-01-28,147.66000366210938
2020-01-29,148.4600067138672
2020-01-30,148.47000122070312
2020-01-31,149.3300018310547
2020-02-03,148.36000061035156
2020-02-04,146.42999267578125
2020-02-05,146.61000061035156
2020-02-06,147.39999389648438
2020-02-07,147.7899932861328
2020-02-10,148.1699981689453
2020-02-11,147.66000366210938
2020-02-12,147.5399932861328
2020-02-13,148.3800048828125
2020-02-14,149.0
2020-02-18,150.91000366210938
2020-02-19,151.7899932861328
2020-02-20,152.41000366210938
2020-02-21,154.6999969482422
2020-02-24,156.08999633789062
2020-02-25,153.3000030517578
2020-02-26,153.97000122070312
2020-02-27,154.0
2020-02-28,148.3800048828125
2020-03-02,149.1999969482422
2020-03-03,153.88999938964844
2020-03-04,154.16000366210938
2020-03-05,157.49000549316406
2020-03-06,157.5500030517578
2020-03-09,157.80999755859375
2020-03-10,154.47999572753906
2020-03-11,153.92999267578125
2020-03-12,147.7899932861328
2020-03-13,143.27999877929688
2020-03-16,141.63999938964844
2020-03-17,143.55999755859375
2020-03-18,140.6999969482422
2020-03-19,138.0399932861328
2020-03-20,140.11000061035156
2020-03-23,146.3000030517578
2020-03-24,153.39999389648438
2020-03-25,151.3000030517578
2020-03-26,153.24000549316406
2020-03-27,152.25
2020-03-30,152.9199981689453
2020-03-31,148.0500030517578
2020-04-01,149.4499969482422
2020-04-02,151.89999389648438
2020-04-03,152.64999389648438
2020-04-06,156.8800048828125
2020-04-07,156.0399932861328
2020-04-08,154.64999389648438
2020-04-09,158.69000244140625
2020-04-13,161.41000366210938
2020-04-14,162.67999267578125
2020-04-15,161.85000610351562
2020-04-16,161.7100067138672
2020-04-17,158.57000732421875
2020-04-20,159.6999969482422
2020-04-21,158.61000061035156
2020-04-22,161.72999572753906
2020-04-23,163.33999633789062
2020-04-24,162.63999938964844
2020-04-27,161.55999755859375
2020-04-28,160.83999633789062
2020-04-29,161.72999572753906
2020-04-30,158.8000030517578
2020-05-01,159.77999877929688
2020-05-04,160.33999633789062
2020-05-05,161.02000427246094
2020-05-06,158.9499969482422
2020-05-07,161.38999938964844
2020-05-08,160.4199981689453
2020-05-11,159.4199981689453
2020-05-12,160.0399932861328
2020-05-13,161.5800018310547
2020-05-14,163.00999450683594
2020-05-15,163.92999267578125
2020-05-18,162.69000244140625
2020-05-19,164.25999450683594
2020-05-20,164.64999389648438
2020-05-21,162.25
2020-05-22,163.2100067138672
2020-05-26,160.88999938964844
2020-05-27,161.17999267578125
2020-05-28,161.72000122070312
2020-05-29,162.91000366210938
2020-06-01,163.66000366210938
2020-06-02,162.60000610351562
2020-06-03,159.60000610351562
2020-06-04,161.27999877929688
2020-06-05,158.00999450683594
2020-06-08,159.72000122070312
2020-06-09,161.25999450683594
2020-06-10,163.57000732421875
2020-06-11,162.38999938964844
2020-06-12,162.6199951171875
2020-06-15,162.3300018310547
2020-06-16,162.25
2020-06-17,162.55999755859375
2020-06-18,162.24000549316406
2020-06-19,164.02999877929688
2020-06-22,165.08999633789062
2020-06-23,166.47999572753906
2020-06-24,165.89999389648438
2020-06-25,165.8000030517578
2020-06-26,166.5399932861328
2020-06-29,166.6300048828125
2020-06-30,167.3699951171875
2020-07-01,166.6199951171875
2020-07-02,166.97999572753906
2020-07-06,167.97999572753906
2020-07-07,169.0399932861328
2020-07-08,170.08999633789062
2020-07-09,169.6300048828125
2020-07-10,169.19000244140625
2020-07-13,169.39999389648438
2020-07-14,170.19000244140625
2020-07-15,170.33999633789062
2020-07-16,168.72999572753906
2020-07-17,170.1199951171875
2020-07-20,170.94000244140625
2020-07-21,173.0
2020-07-22,175.6300048828125
2020-07-23,177.17999267578125
2020-07-24,178.6999969482422
2020-07-27,182.22999572753906
2020-07-28,183.75
2020-07-29,185.1300048828125
2020-07-30,183.75999450683594
2020-07-31,185.42999267578125
2020-08-03,185.63999938964844
2020-08-04,189.58999633789062
2020-08-05,191.35000610351562
2020-08-06,193.88999938964844
2020-08-07,190.80999755859375
2020-08-10,190.14999389648438
2020-08-11,179.94000244140625
2020-08-12,179.10000610351562
2020-08-13,183.3300018310547
2020-08-14,182.5399932861328
2020-08-17,186.5
2020-08-18,188.17999267578125
2020-08-19,182.24000549316406
2020-08-20,183.5
2020-08-21,182.02999877929688
2020-08-24,181.0
2020-08-25,181.22000122070312
2020-08-26,183.36000061035156
2020-08-27,181.24000549316406
2020-08-28,184.38999938964844
2020-08-31,184.8300018310547
2020-09-01,185.0500030517578
2020-09-02,182.6199951171875
2020-09-03,181.13999938964844
2020-09-04,181.63999938964844
2020-09-08,181.2899932861328
2020-09-09,183.0500030517578
2020-09-10,182.4600067138672
2020-09-11,182.4499969482422
2020-09-14,183.88999938964844
2020-09-15,183.4499969482422
2020-09-16,183.97000122070312
2020-09-17,182.9600067138672
2020-09-18,183.1999969482422
2020-09-21,179.52000427246094
2020-09-22,178.64999389648438
2020-09-23,174.7899932861328
2020-09-24,175.44000244140625
2020-09-25,174.94000244140625
2020-09-28,176.6999969482422
2020-09-29,178.19000244140625
2020-09-30,177.1199951171875
2020-10-01,178.6999969482422
2020-10-02,178.5399932861328
2020-10-05,179.41000366210938
2020-10-06,177.3000030517578
2020-10-07,177.22000122070312
2020-10-08,177.85000610351562
2020-10-09,181.0800018310547
2020-10-12,180.55999755859375
2020-10-13,177.72000122070312
2020-10-14,178.27000427246094
2020-10-15,178.9199981689453
2020-10-16,178.3000030517578
2020-10-19,178.38999938964844
2020-10-20,179.25
2020-10-21,180.60000610351562
2020-10-22,178.8300018310547
2020-10-23,178.63999938964844
2020-10-26,178.5500030517578
2020-10-27,179.02000427246094
2020-10-28,176.1300048828125
2020-10-29,175.39999389648438
2020-10-30,176.1999969482422
2020-11-02,177.91000366210938
2020-11-03,178.9199981689453
2020-11-04,178.82000732421875
2020-11-05,182.92999267578125
2020-11-06,183.19000244140625
2020-11-09,175.0800018310547
2020-11-10,175.66000366210938
2020-11-11,174.89999389648438
2020-11-12,175.9600067138672
2020-11-13,177.16000366210938
2020-11-16,177.14999389648438
2020-11-17,176.5
2020-11-18,175.49000549316406
2020-11-19,175.16000366210938
2020-11-20,175.69000244140625
2020-11-23,172.22999572753906
2020-11-24,169.58999633789062
2020-11-25,169.50999450683594
2020-11-27,167.7899932861328
2020-11-30,166.6699981689453
2020-12-01,170.17999267578125
2020-12-02,171.4600067138672
2020-12-03,172.80999755859375
2020-12-04,172.32000732421875
2020-12-07,174.88999938964844
2020-12-08,175.5
2020-12-09,172.5
2020-12-10,172.1699981689453
2020-12-11,172.49000549316406
2020-12-14,171.5399932861328
2020-12-15,173.94000244140625
2020-12-16,174.89999389648438
2020-12-17,176.74000549316406
2020-12-18,176.44000244140625
2020-12-21,175.8800048828125
2020-12-22,174.49000549316406
2020-12-23,175.64999389648438
2020-12-24,176.35000610351562
2020-12-28,175.7100067138672
2020-12-29,176.35000610351562
2020-12-30,177.6999969482422
2020-12-31,178.36000061035156
2021-01-04,182.3300018310547
2021-01-05,182.8699951171875
2021-01-06,179.89999389648438
2021-01-07,179.47999572753906
2021-01-08,173.33999633789062
2021-01-11,173.0
2021-01-12,174.1199951171875
2021-01-13,173.3699951171875
2021-01-14,173.27999877929688
2021-01-15,171.1300048828125
2021-01-19,172.5800018310547
2021-01-20,175.38999938964844
2021-01-21,175.27999877929688
2021-01-22,173.89999389648438
2021-01-25,174.0500030517578
2021-01-26,173.6199951171875
2021-01-27,172.52000427246094
2021-01-28,172.67999267578125
2021-01-29,172.61000061035156
2021-02-01,174.22999572753906
2021-02-02,172.11000061035156
2021-02-03,171.85000610351562
2021-02-04,168.14999389648438
2021-02-05,169.80999755859375
2021-02-08,171.52000427246094
2021-02-09,172.0800018310547
2021-02-10,172.7100067138672
2021-02-11,171.2100067138672
2021-02-12,170.69000244140625
2021-02-16,168.24000549316406
2021-02-17,166.3300018310547
2021-02-18,166.32000732421875
2021-02-19,167.00999450683594
2021-02-22,169.50999450683594
2021-02-23,169.1199951171875
2021-02-24,169.0
2021-02-25,165.82000732421875
2021-02-26,161.80999755859375
2021-03-01,161.52999877929688
2021-03-02,162.41000366210938
2021-03-03,160.6199951171875
2021-03-04,159.0399932861328
2021-03-05,159.13999938964844
2021-03-08,157.49000549316406
2021-03-09,160.83999633789062
2021-03-10,161.66000366210938
2021-03-11,161.52000427246094
2021-03-12,161.49000549316406
2021-03-15,162.1999969482422
2021-03-16,162.35000610351562
2021-03-17,163.50999450683594
2021-03-18,162.55999755859375
2021-03-19,163.24000549316406
2021-03-22,163.0
2021-03-23,161.80999755859375
2021-03-24,162.3699951171875
2021-03-25,161.77999877929688
2021-03-26,162.24000549316406
2021-03-29,160.30999755859375
2021-03-30,157.57000732421875
2021-03-31,159.9600067138672
2021-04-01,161.97999572753906
2021-04-05,161.9199981689453
2021-04-06,163.22000122070312
2021-04-07,162.75999450683594
2021-04-08,164.50999450683594
2021-04-09,163.27000427246094
2021-04-12,162.27999877929688
2021-04-13,163.42999267578125
2021-04-14,162.72000122070312
2021-04-15,165.35000610351562
2021-04-16,166.35000610351562
2021-04-19,165.88999938964844
2021-04-20,166.47999572753906
2021-04-21,168.1300048828125
2021-04-22,167.0399932861328
2021-04-23,166.39999389648438
2021-04-26,166.83999633789062
2021-04-27,166.4199981689453
2021-04-28,166.91000366210938
2021-04-29,166.22000122070312
2021-04-30,165.66000366210938
2021-05-03,167.80999755859375
2021-05-04,166.5800018310547
2021-05-05,167.27000427246094
2021-05-06,170.05999755859375
2021-05-07,171.58999633789062
2021-05-10,172.11000061035156
2021-05-11,172.13999938964844
2021-05-12,170.42999267578125
2021-05-13,171.1300048828125
2021-05-14,172.69000244140625
2021-05-17,174.6999969482422
2021-05-18,175.0399932861328
2021-05-19,175.16000366210938
2021-05-20,175.9600067138672
2021-05-21,176.0399932861328
2021-05-24,176.35000610351562
2021-05-25,177.9499969482422
2021-05-26,177.63999938964844
2021-05-27,177.7100067138672
2021-05-28,178.3800048828125
2021-06-01,177.89999389648438
2021-06-02,178.77000427246094
2021-06-03,175.27000427246094
2021-06-04,177.16000366210938
2021-06-07,177.8699951171875
2021-06-08,177.32000732421875
2021-06-09,176.97999572753906
2021-06-10,177.74000549316406
2021-06-11,175.74000549316406
2021-06-14,174.7100067138672
2021-06-15,174.0500030517578
2021-06-16,171.11000061035156
2021-06-17,165.85000610351562
2021-06-18,164.92999267578125
2021-06-21,166.9499969482422
2021-06-22,166.25
2021-06-23,166.13999938964844
2021-06-24,166.0399932861328
2021-06-25,166.58999633789062
2021-06-28,166.5800018310547
2021-06-29,164.8300018310547
2021-06-30,165.6300048828125
2021-07-01,166.1999969482422
2021-07-02,167.2899932861328
2021-07-06,168.1199951171875
2021-07-07,168.75999450683594
2021-07-08,168.64999389648438
2021-07-09,169.2100067138672
2021-07-12,169.0
2021-07-13,169.22000122070312
2021-07-14,171.0399932861328
2021-07-15,171.07000732421875
2021-07-16,169.41000366210938
2021-07-19,169.61000061035156
2021-07-20,169.38999938964844
2021-07-21,168.75999450683594
2021-07-22,169.08999633789062
2021-07-23,168.55999755859375
2021-07-26,168.16000366210938
2021-07-27,168.44000244140625
2021-07-28,169.2899932861328
2021-07-29,171.1699981689453
2021-07-30,169.82000732421875
2021-08-02,169.61000061035156
2021-08-03,169.49000549316406
2021-08-04,169.52999877929688
2021-08-05,168.86000061035156
2021-08-06,164.63999938964844
2021-08-09,161.72000122070312
2021-08-10,161.77000427246094
2021-08-11,164.0
2021-08-12,164.0399932861328
2021-08-13,166.38999938964844
2021-08-16,167.22000122070312
2021-08-17,166.97000122070312
2021-08-18,167.10000610351562
2021-08-19,166.61000061035156
2021-08-20,166.6999969482422
2021-08-23,168.72999572753906
2021-08-24,168.64999389648438
2021-08-25,167.47999572753906
2021-08-26,167.6699981689453
2021-08-27,170.19000244140625
2021-08-30,169.35000610351562
2021-08-31,169.69000244140625
2021-09-01,169.6999969482422
2021-09-02,169.25
2021-09-03,171.05999755859375
2021-09-07,167.7100067138672
2021-09-08,167.2899932861328
2021-09-09,168.02999877929688
2021-09-10,167.17999267578125
2021-09-13,167.74000549316406
2021-09-14,168.82000732421875
2021-09-15,167.8300018310547
2021-09-16,164.02999877929688
2021-09-17,163.77000427246094
2021-09-20,164.94000244140625
2021-09-21,166.0399932861328
2021-09-22,165.4199981689453
2021-09-23,163.50999450683594
2021-09-24,163.3000030517578
2021-09-27,163.63999938964844
2021-09-28,162.0500030517578
2021-09-29,161.32000732421875
2021-09-30,164.22000122070312
2021-10-01,164.58999633789062
2021-10-04,165.36000061035156
2021-10-05,164.58999633789062
2021-10-06,165.02999877929688
2021-10-07,164.16000366210938
2021-10-08,164.22999572753906
2021-10-11,163.9199981689453
2021-10-12,164.66000366210938
2021-10-13,167.58999633789062
2021-10-14,168.0
2021-10-15,165.3300018310547
2021-10-18,164.9199981689453
2021-10-19,165.4499969482422
2021-10-20,166.89999389648438
2021-10-21,166.75
2021-10-22,167.77000427246094
2021-10-25,168.92999267578125
2021-10-26,167.67999267578125
2021-10-27,168.1199951171875
2021-10-28,168.0800018310547
2021-10-29,166.64999389648438
2021-11-01,167.52000427246094
2021-11-02,167.16000366210938
2021-11-03,165.77000427246094
2021-11-04,167.64999389648438
2021-11-05,169.83999633789062
2021-11-08,170.4499969482422
2021-11-09,171.2899932861328
2021-11-10,173.14999389648438
2021-11-11,174.1199951171875
2021-11-12,174.4499969482422
2021-11-15,174.17999267578125
2021-11-16,172.9199981689453
2021-11-17,174.5
2021-11-18,173.94000244140625
2021-11-19,172.61000061035156
2021-11-22,168.74000549316406
2021-11-23,167.27999877929688
2021-11-24,167.1199951171875
2021-11-26,166.85000610351562
2021-11-29,166.6199951171875
2021-11-30,165.5
2021-12-01,166.16000366210938
2021-12-02,165.24000549316406
2021-12-03,166.6300048828125
2021-12-06,166.22000122070312
2021-12-07,166.80999755859375
2021-12-08,166.89999389648438
2021-12-09,165.8800048828125
2021-12-10,166.5800018310547
2021-12-13,167.0
2021-12-14,165.44000244140625
2021-12-15,166.14999389648438
2021-12-16,168.16000366210938
2021-12-17,167.8000030517578
2021-12-20,167.08999633789062
2021-12-21,167.02000427246094
2021-12-22,168.58999633789062
2021-12-23,168.97000122070312
2021-12-27,169.3699951171875
2021-12-28,168.63999938964844
2021-12-29,168.58999633789062
2021-12-30,169.8000030517578
