Date,TLT
2022-01-03,123.90912628173828
2022-01-04,123.39395141601562
2022-01-05,122.72415924072266
2022-01-06,123.04191589355469
2022-01-07,122.157470703125
2022-01-10,122.4579849243164
2022-01-11,123.27373504638672
2022-01-12,122.80147552490234
2022-01-13,123.89195251464844
2022-01-14,122.02005767822266
2022-01-18,120.30265045166016
2022-01-19,121.13562774658203
2022-01-20,121.88272857666016
2022-01-21,123.33386993408203
2022-01-24,122.32056427001953
2022-01-25,122.12310791015625
2022-01-26,120.64616394042969
2022-01-27,122.861572265625
2022-01-28,122.90448760986328
2022-01-31,122.26905059814453
2022-02-01,121.8631820678711
2022-02-02,122.27593994140625
2022-02-03,121.32147216796875
2022-02-04,119.53288269042969
2022-02-07,119.61029815673828
2022-02-08,118.81060028076172
2022-02-09,119.03419494628906
2022-02-10,117.14237976074219
2022-02-11,118.87939453125
2022-02-14,117.400390625
2022-02-15,116.06755065917969
2022-02-16,116.75544738769531
2022-02-17,117.62395477294922
2022-02-18,118.8621826171875
2022-02-22,119.1717758178711
2022-02-23,117.52938079833984
2022-02-24,117.60678100585938
2022-02-25,117.6927490234375
2022-02-28,120.27237701416016
2022-03-01,121.6629867553711
2022-03-02,117.50420379638672
2022-03-03,118.70104217529297
2022-03-04,120.75022888183594
2022-03-07,119.82896423339844
2022-03-08,118.62355041503906
2022-03-09,117.46115112304688
2022-03-10,115.77354431152344
2022-03-11,116.1610336303711
2022-03-14,113.44878387451172
2022-03-15,113.25074005126953
2022-03-16,114.3614501953125
2022-03-17,113.50902557373047
2022-03-18,114.89530181884766
2022-03-21,112.23472595214844
2022-03-22,110.79679107666016
2022-03-23,113.22492218017578
2022-03-24,112.33802795410156
2022-03-25,110.77959442138672
2022-03-28,111.72673034667969
2022-03-29,112.57052612304688
2022-03-30,113.44878387451172
2022-03-31,113.72431182861328
2022-04-01,114.15721130371094
2022-04-04,113.36384582519531
2022-04-05,110.80268096923828
2022-04-06,109.90583038330078
2022-04-07,109.0780029296875
2022-04-08,107.89659881591797
2022-04-11,106.18916320800781
2022-04-12,106.04253387451172
2022-04-13,106.25814056396484
2022-04-14,104.12812805175781
2022-04-18,103.61073303222656
2022-04-19,102.8345947265625
2022-04-20,104.90423583984375
2022-04-21,104.12812805175781
2022-04-22,103.4727554321289
2022-04-25,104.50756072998047
2022-04-26,105.55961608886719
2022-04-27,104.20572662353516
2022-04-28,104.36095428466797
2022-04-29,103.007080078125
2022-05-02,101.22158813476562
2022-05-03,101.9040298461914
2022-05-04,102.46548461914062
2022-05-05,99.65808868408203
2022-05-06,98.18960571289062
2022-05-09,99.05339813232422
2022-05-10,99.95177459716797
2022-05-11,101.87810516357422
2022-05-12,101.68801879882812
2022-05-13,100.18501281738281
2022-05-16,100.08135223388672
2022-05-17,98.87198638916016
2022-05-18,100.979736328125
2022-05-19,101.22158813476562
2022-05-20,102.37043762207031
2022-05-23,100.68601989746094
2022-05-24,102.67278289794922
2022-05-25,103.07878875732422
2022-05-26,102.61231994628906
2022-05-27,102.86283111572266
2022-05-31,100.68601989746094
2022-06-01,100.57090759277344
2022-06-02,100.62285614013672
2022-06-03,100.4065170288086
2022-06-06,98.55467987060547
2022-06-07,99.6190185546875
2022-06-08,98.73639678955078
2022-06-09,99.06521606445312
2022-06-10,98.45082092285156
2022-06-13,95.36153411865234
2022-06-14,94.15869903564453
2022-06-15,95.91533660888672
2022-06-16,96.6768569946289
2022-06-17,96.98839569091797
2022-06-21,95.3442153930664
2022-06-22,97.96619415283203
2022-06-23,98.7710189819336
2022-06-24,97.40375518798828
2022-06-27,96.57301330566406
2022-06-28,97.02301025390625
2022-06-29,98.53736114501953
2022-06-30,99.4027099609375
2022-07-01,100.42325592041016
2022-07-05,101.2122573852539
2022-07-06,99.51284790039062
2022-07-07,98.63707733154297
2022-07-08,97.54456329345703
2022-07-11,99.22673034667969
2022-07-12,99.8162612915039
2022-07-13,100.96080780029297
2022-07-14,100.13710021972656
2022-07-15,100.70069122314453
2022-07-18,99.65156555175781
2022-07-19,99.11397552490234
2022-07-20,99.37411499023438
2022-07-21,101.09085845947266
2022-07-22,102.79032135009766
2022-07-25,101.78453063964844
2022-07-26,101.86255645751953
2022-07-27,101.29031372070312
2022-07-28,102.09667205810547
2022-07-29,101.81916809082031
2022-08-01,104.27139282226562
2022-08-02,102.06502532958984
2022-08-03,103.6720199584961
2022-08-04,103.63724517822266
2022-08-05,101.17033386230469
2022-08-08,102.80340576171875
2022-08-09,102.40381622314453
2022-08-10,101.73495483398438
2022-08-11,99.36357879638672
2022-08-12,100.37120056152344
2022-08-15,100.28433227539062
2022-08-16,100.70126342773438
2022-08-17,99.65022277832031
2022-08-18,99.79790496826172
2022-08-19,98.19090270996094
2022-08-22,97.8608169555664
2022-08-23,97.3222885131836
2022-08-24,96.6099853515625
2022-08-25,97.95638275146484
2022-08-26,98.6947250366211
2022-08-29,97.8781967163086
2022-08-30,98.12141418457031
2022-08-31,97.18328857421875
