Date,XLV
2025-06-02,130.39451599121094
2025-06-03,130.69906616210938
2025-06-04,130.9545135498047
2025-06-05,130.7776641845703
2025-06-06,132.02540588378906
2025-06-09,131.79945373535156
2025-06-10,133.30262756347656
2025-06-11,133.3714141845703
2025-06-12,134.412841796875
2025-06-13,133.74476623535156
2025-06-16,133.3321075439453
2025-06-17,131.13136291503906
2025-06-18,130.9053955078125
2025-06-20,130.276611328125
2025-06-23,130.46417236328125
2025-06-24,132.06336975097656
2025-06-25,132.1818389892578
2025-06-26,132.49774169921875
2025-06-27,132.21145629882812
2025-06-30,133.06040954589844
2025-07-01,134.95579528808594
2025-07-02,133.62310791015625
2025-07-03,133.7613067626953
2025-07-07,132.6359405517578
2025-07-08,133.2381134033203
2025-07-09,133.75143432617188
2025-07-10,134.57081604003906
2025-07-11,133.45529174804688
2025-07-14,133.29734802246094
2025-07-15,130.89852905273438
2025-07-16,132.52734375
2025-07-17,131.01699829101562
2025-07-18,130.1482696533203
2025-07-21,129.40789794921875
2025-07-22,131.81658935546875
2025-07-23,134.52142333984375
2025-07-24,134.01795959472656
2025-07-25,134.72872924804688
2025-07-28,133.5540008544922
2025-07-29,132.70504760742188
2025-07-30,132.46812438964844
2025-07-31,128.75636291503906
2025-08-01,129.4473876953125
2025-08-04,131.3032684326172
2025-08-05,130.79981994628906
2025-08-06,128.8353271484375
2025-08-07,127.35458374023438
2025-08-08,128.4898223876953
2025-08-11,128.6181640625
2025-08-12,129.50660705566406
2025-08-13,131.5796661376953
2025-08-14,132.2410888671875
2025-08-15,134.4622039794922
2025-08-18,134.1463165283203
2025-08-19,135.00514221191406
2025-08-20,135.7356414794922
2025-08-21,135.28152465820312
2025-08-22,136.3970489501953
2025-08-25,134.45233154296875
2025-08-26,135.2914276123047
2025-08-27,135.2124481201172
2025-08-28,134.6793670654297
2025-08-29,135.66653442382812
2025-09-02,135.7948760986328
2025-09-03,135.15321350097656
2025-09-04,135.66653442382812
2025-09-05,136.13050842285156
2025-09-08,136.08116149902344
2025-09-09,136.81166076660156
2025-09-10,135.56784057617188
2025-09-11,137.9271697998047
2025-09-12,136.3378143310547
2025-09-15,135.17295837402344
2025-09-16,135.17295837402344
2025-09-17,135.4394989013672
2025-09-18,135.70602416992188
2025-09-19,135.52833557128906
2025-09-22,135.49363708496094
2025-09-23,135.80105590820312
2025-09-24,135.25563049316406
2025-09-25,133.01443481445312
2025-09-26,134.37303161621094
2025-09-29,134.7696990966797
2025-09-30,138.01251220703125
2025-10-01,142.27674865722656
