Date,XLK
2019-01-02,29.032203674316406
2019-01-03,27.567020416259766
2019-01-04,28.788782119750977
2019-01-07,29.046247482299805
2019-01-08,29.289661407470703
2019-01-09,29.668834686279297
2019-01-10,29.799898147583008
2019-01-11,29.74374008178711
2019-01-14,29.467544555664062
2019-01-15,29.912248611450195
2019-01-16,29.94033432006836
2019-01-17,30.132266998291016
2019-01-18,30.591007232666016
2019-01-22,30.076086044311523
2019-01-23,30.179067611694336
2019-01-24,30.43185043334961
2019-01-25,30.862516403198242
2019-01-28,30.45057487487793
2019-01-29,30.122901916503906
2019-01-30,31.059125900268555
2019-01-31,31.026348114013672
2019-02-01,31.208919525146484
2019-02-04,31.709789276123047
2019-02-05,31.976608276367188
2019-02-06,32.08428192138672
2019-02-07,31.644256591796875
2019-02-08,31.826818466186523
2019-02-11,31.812780380249023
2019-02-12,32.23408126831055
2019-02-13,32.276206970214844
2019-02-14,32.332374572753906
2019-02-15,32.58984375
2019-02-19,32.59920883178711
2019-02-20,32.63664627075195
2019-02-21,32.65069580078125
2019-02-22,33.06731033325195
2019-02-25,33.226478576660156
2019-02-26,33.296688079833984
2019-02-27,33.263912200927734
2019-02-28,33.1702995300293
2019-03-01,33.394996643066406
2019-03-04,33.26860427856445
2019-03-05,33.1702995300293
2019-03-06,32.997093200683594
2019-03-07,32.68345642089844
2019-03-08,32.67877960205078
2019-03-11,33.38093566894531
2019-03-12,33.57754898071289
2019-03-13,33.79755783081055
2019-03-14,33.86777877807617
2019-03-15,34.27775955200195
2019-03-18,34.42333984375
2019-03-19,34.49378204345703
2019-03-20,34.39986038208008
2019-03-21,35.263973236083984
2019-03-22,34.432743072509766
2019-03-25,34.28245544433594
2019-03-26,34.47030258178711
2019-03-27,34.2730712890625
2019-03-28,34.4139518737793
2019-03-29,34.7520751953125
2019-04-01,35.226402282714844
2019-04-02,35.34849548339844
2019-04-03,35.634971618652344
2019-04-04,35.484683990478516
2019-04-05,35.653751373291016
2019-04-08,35.789955139160156
2019-04-09,35.62087631225586
2019-04-10,35.86977767944336
2019-04-11,35.82282257080078
2019-04-12,36.071712493896484
2019-04-15,36.05763244628906
2019-04-16,36.24078369140625
2019-04-17,36.44272232055664
2019-04-18,36.54603958129883
2019-04-22,36.63056564331055
2019-04-23,37.02974319458008
2019-04-24,37.04383850097656
2019-04-25,37.03443908691406
2019-04-26,36.893550872802734
2019-04-29,36.9029541015625
2019-04-30,36.9640007019043
2019-05-01,36.870079040527344
2019-05-02,36.67753982543945
2019-05-03,37.02505874633789
2019-05-06,36.738582611083984
2019-05-07,35.949623107910156
2019-05-08,35.907352447509766
2019-05-09,35.663150787353516
2019-05-10,35.77584457397461
2019-05-13,34.42803955078125
2019-05-14,34.98219299316406
2019-05-15,35.36259460449219
2019-05-16,35.6866340637207
2019-05-17,35.40016174316406
2019-05-20,34.78496551513672
2019-05-21,35.212310791015625
2019-05-22,35.02914810180664
2019-05-23,34.4139518737793
2019-05-24,34.42333984375
2019-05-28,34.32471466064453
2019-05-29,34.12278366088867
2019-05-30,34.33412170410156
2019-05-31,33.761173248291016
2019-06-03,33.16944885253906
2019-06-04,34.27775955200195
2019-06-05,34.72390365600586
2019-06-06,35.12778091430664
2019-06-07,35.780555725097656
2019-06-10,36.14685821533203
2019-06-11,36.14685821533203
2019-06-12,35.944923400878906
2019-06-13,36.05292892456055
2019-06-14,35.738285064697266
2019-06-17,35.76646423339844
2019-06-18,36.414546966552734
2019-06-19,36.54603958129883
2019-06-20,37.08140182495117
2019-06-21,36.90608596801758
2019-06-24,36.97677993774414
2019-06-25,36.29814529418945
2019-06-26,36.68929672241211
2019-06-27,36.783565521240234
2019-06-28,36.77885055541992
2019-07-01,37.36323547363281
2019-07-02,37.46221160888672
2019-07-03,37.74968719482422
2019-07-05,37.67898941040039
2019-07-08,37.39151382446289
2019-07-09,37.52346420288086
2019-07-10,37.820377349853516
2019-07-11,37.96176528930664
2019-07-12,38.23981475830078
2019-07-15,38.36707305908203
2019-07-16,38.00889587402344
2019-07-17,37.90992736816406
2019-07-18,38.19269943237305
2019-07-19,38.027748107910156
2019-07-22,38.46603775024414
2019-07-23,38.6781120300293
2019-07-24,38.99858093261719
2019-07-25,38.83835220336914
2019-07-26,38.92317581176758
2019-07-29,38.89962387084961
2019-07-30,38.64983367919922
2019-07-31,38.06544494628906
2019-08-01,37.872222900390625
2019-08-02,37.254844665527344
2019-08-05,35.69961166381836
2019-08-06,36.29343032836914
2019-08-07,36.51963806152344
2019-08-08,37.41507339477539
2019-08-09,36.99091720581055
2019-08-12,36.505489349365234
2019-08-13,37.4197883605957
2019-08-14,36.269859313964844
2019-08-15,36.203880310058594
2019-08-16,36.89194869995117
2019-08-19,37.45277786254883
2019-08-20,37.26426315307617
2019-08-21,37.70256042480469
2019-08-22,37.6130256652832
2019-08-23,36.368831634521484
2019-08-26,36.873104095458984
2019-08-27,36.816551208496094
2019-08-28,36.849544525146484
2019-08-29,37.4904899597168
2019-08-30,37.48105239868164
2019-09-03,37.02391815185547
2019-09-04,37.655426025390625
2019-09-05,38.44247055053711
2019-09-06,38.40947723388672
2019-09-09,38.12199783325195
2019-09-10,37.92877197265625
2019-09-11,38.32464599609375
2019-09-12,38.532020568847656
2019-09-13,38.24925231933594
2019-09-16,38.154998779296875
2019-09-17,38.31052017211914
2019-09-18,38.30579376220703
2019-09-19,38.390628814697266
2019-09-20,37.94293212890625
2019-09-23,38.06112289428711
2019-09-24,37.692386627197266
2019-09-25,38.14149475097656
2019-09-26,38.18402862548828
2019-09-27,37.67346954345703
2019-09-30,38.070579528808594
2019-10-01,37.71601867675781
2019-10-02,37.00688171386719
2019-10-03,37.46073532104492
2019-10-04,38.08003234863281
2019-10-07,37.91930389404297
2019-10-08,37.2243537902832
2019-10-09,37.777469635009766
2019-10-10,38.0374870300293
2019-10-11,38.5622444152832
2019-10-14,38.53860092163086
2019-10-15,38.96407699584961
2019-10-16,38.694610595703125
2019-10-17,38.61896896362305
2019-10-18,38.25022888183594
2019-10-21,38.66150665283203
2019-10-22,38.14149475097656
2019-10-23,38.17458724975586
2019-10-24,38.73244094848633
2019-10-25,39.20045471191406
2019-10-28,39.69684982299805
2019-10-29,39.33755111694336
2019-10-30,39.578643798828125
2019-10-31,39.555015563964844
