Date,VWO
2025-06-02,46.04470443725586
2025-06-03,46.15171432495117
2025-06-04,46.60895538330078
2025-06-05,46.72568893432617
2025-06-06,46.929988861083984
2025-06-09,47.27048873901367
2025-06-10,47.62071228027344
2025-06-11,47.7763671875
2025-06-12,47.78609085083008
2025-06-13,47.066192626953125
2025-06-16,47.503971099853516
2025-06-17,46.968902587890625
2025-06-18,46.842437744140625
2025-06-20,46.40241241455078
2025-06-23,46.78292465209961
2025-06-24,47.797607421875
2025-06-25,47.91468811035156
2025-06-26,48.23665237426758
2025-06-27,48.187870025634766
2025-06-30,48.25616455078125
2025-07-01,48.45130157470703
2025-07-02,48.587894439697266
2025-07-03,48.80253982543945
2025-07-07,48.226898193359375
2025-07-08,48.41227340698242
2025-07-09,48.40251541137695
2025-07-10,48.45130157470703
2025-07-11,48.38300704956055
2025-07-14,48.44154357910156
2025-07-15,48.79277801513672
2025-07-16,49.01718521118164
2025-07-17,49.319637298583984
2025-07-18,49.26110076904297
2025-07-21,49.5147705078125
2025-07-22,49.5245246887207
2025-07-23,49.98308563232422
2025-07-24,49.739173889160156
2025-07-25,49.60258102416992
2025-07-28,49.21231460571289
2025-07-29,49.24158477783203
2025-07-30,48.84156799316406
2025-07-31,48.587894439697266
2025-08-01,48.33422088623047
2025-08-04,48.783023834228516
2025-08-05,48.93913269042969
2025-08-06,49.153778076171875
2025-08-07,49.5147705078125
2025-08-08,49.45623016357422
2025-08-11,49.3976936340332
2025-08-12,49.96356964111328
2025-08-13,50.529457092285156
2025-08-14,49.96356964111328
2025-08-15,50.10992431640625
2025-08-18,50.49042892456055
2025-08-19,50.12944030761719
2025-08-20,50.10992431640625
2025-08-21,50.02211380004883
2025-08-22,50.90020751953125
2025-08-25,50.68556594848633
2025-08-26,50.57823944091797
2025-08-27,50.23676300048828
2025-08-28,50.42213439941406
2025-08-29,50.27578353881836
2025-09-02,50.20748519897461
2025-09-03,50.344078063964844
2025-09-04,50.12944030761719
2025-09-05,50.705078125
2025-09-08,51.20266342163086
2025-09-09,51.39779281616211
2025-09-10,51.631954193115234
2025-09-11,52.2758903503418
2025-09-12,52.178321838378906
2025-09-15,52.52956008911133
2025-09-16,52.86128616333008
2025-09-17,53.19301223754883
2025-09-18,52.9490966796875
2025-09-19,52.88044357299805
2025-09-22,53.02755355834961
2025-09-23,53.01774597167969
2025-09-24,52.91967010498047
2025-09-25,52.61565017700195
2025-09-26,52.517578125
2025-09-29,52.90005874633789
2025-09-30,53.135433197021484
2025-10-01,53.468875885009766
2025-10-02,53.61598205566406
2025-10-03,53.733673095703125
2025-10-06,53.920005798339844
2025-10-07,53.62579345703125
2025-10-08,53.92981719970703
2025-10-09,53.459068298339844
2025-10-10,51.52705001831055
2025-10-13,52.958900451660156
2025-10-14,52.488155364990234
2025-10-15,53.28253936767578
2025-10-16,53.459068298339844
2025-10-17,53.33157730102539
2025-10-20,53.96904373168945
2025-10-21,53.48849105834961
2025-10-22,53.459068298339844
2025-10-23,53.86116409301758
2025-10-24,54.116153717041016
2025-10-27,54.567283630371094
2025-10-28,54.53786087036133
2025-10-29,54.69477844238281
2025-10-30,54.12595748901367
2025-10-31,53.91020202636719
2025-11-03,54.02788543701172
2025-11-04,53.27273178100586
2025-11-05,53.74347686767578
2025-11-06,53.53752517700195
2025-11-07,53.48849105834961
2025-11-10,54.20441818237305
2025-11-11,54.26325988769531
2025-11-12,54.25345230102539
2025-11-13,53.77289962768555
2025-11-14,53.792510986328125
2025-11-17,53.174659729003906
2025-11-18,52.998130798339844
2025-11-19,52.88044357299805
2025-11-20,52.25278091430664
2025-11-21,52.04683303833008
2025-11-24,52.576419830322266
2025-11-25,52.811790466308594
2025-11-26,53.06678009033203
2025-11-28,53.253116607666016
2025-12-01,53.20408248901367
2025-12-02,53.086395263671875
2025-12-03,53.01774597167969
2025-12-04,53.135433197021484
2025-12-05,53.351192474365234
2025-12-08,53.15504837036133
2025-12-09,53.06678009033203
2025-12-10,53.50810623168945
2025-12-11,53.390419006347656
2025-12-12,52.90005874633789
2025-12-15,52.743141174316406
2025-12-16,52.44892501831055
2025-12-17,52.105674743652344
2025-12-18,52.547000885009766
2025-12-19,53.11000061035156
2025-12-22,53.45000076293945
2025-12-23,53.70000076293945
2025-12-24,53.68000030517578
2025-12-26,54.02000045776367
2025-12-29,53.61000061035156
2025-12-30,53.810001373291016
2025-12-31,53.7599983215332
2026-01-02,54.93000030517578
2026-01-05,55.290000915527344
2026-01-06,55.59000015258789
2026-01-07,55.25
2026-01-08,55.310001373291016
2026-01-09,55.43000030517578
2026-01-12,56.290000915527344
2026-01-13,55.959999084472656
2026-01-14,56.08000183105469
2026-01-15,56.34000015258789
2026-01-16,56.0
2026-01-20,55.540000915527344
2026-01-21,56.11000061035156
2026-01-22,56.54999923706055
2026-01-23,56.77000045776367
2026-01-26,56.93000030517578
2026-01-27,57.63999938964844
2026-01-28,57.86000061035156
2026-01-29,57.63999938964844
2026-01-30,56.470001220703125
2026-02-02,56.779998779296875
2026-02-03,56.75
2026-02-04,56.40999984741211
2026-02-05,56.040000915527344
2026-02-06,57.2599983215332
2026-02-09,57.75
2026-02-10,58.0099983215332
2026-02-11,58.5099983215332
2026-02-12,57.7599983215332
2026-02-13,57.75
2026-02-17,57.790000915527344
2026-02-18,57.95000076293945
2026-02-19,57.59000015258789
2026-02-20,58.529998779296875
2026-02-23,58.060001373291016
2026-02-24,58.68000030517578
2026-02-25,59.0099983215332
2026-02-26,58.27000045776367
2026-02-27,58.099998474121094
2026-03-02,57.2400016784668
2026-03-03,55.22999954223633
2026-03-04,55.58000183105469
2026-03-05,54.849998474121094
2026-03-06,54.470001220703125
2026-03-09,55.130001068115234
2026-03-10,55.5099983215332
2026-03-11,55.560001373291016
2026-03-12,54.310001373291016
2026-03-13,54.02000045776367
2026-03-16,55.02000045776367
2026-03-17,55.2599983215332
2026-03-18,54.209999084472656
2026-03-19,54.0099983215332
2026-03-20,52.560001373291016
2026-03-23,53.79999923706055
2026-03-24,53.310001373291016
2026-03-25,54.34000015258789
2026-03-26,52.849998474121094
2026-03-27,52.4900016784668
2026-03-30,52.41999816894531
2026-03-31,54.04999923706055
2026-04-01,54.209999084472656
2026-04-02,53.81999969482422
2026-04-06,54.0099983215332
2026-04-07,54.09000015258789
2026-04-08,56.5
2026-04-09,56.439998626708984
2026-04-10,56.75
2026-04-13,57.18000030517578
2026-04-14,57.97999954223633
2026-04-15,58.09000015258789
2026-04-16,58.209999084472656
2026-04-17,59.18000030517578
2026-04-20,58.90999984741211
2026-04-21,58.20000076293945
2026-04-22,58.7599983215332
2026-04-23,57.91999816894531
2026-04-24,59.02000045776367
