Date,XLE
2025-05-30,39.49696731567383
2025-06-02,40.01532745361328
2025-06-03,40.49008560180664
2025-06-04,39.700435638427734
2025-06-05,39.661678314208984
2025-06-06,40.40773010253906
2025-06-09,40.48523712158203
2025-06-10,41.207061767578125
2025-06-11,41.80293273925781
2025-06-12,41.94826889038086
2025-06-13,42.679779052734375
2025-06-16,42.55382537841797
2025-06-17,42.95107650756836
2025-06-18,42.67009353637695
2025-06-20,43.10609817504883
2025-06-23,42.01601791381836
2025-06-24,41.46902084350586
2025-06-25,41.2883186340332
2025-06-26,41.87926483154297
2025-06-27,41.659488677978516
2025-06-30,41.42018127441406
2025-07-01,41.737632751464844
2025-07-02,42.45556640625
2025-07-03,42.50440216064453
2025-07-07,42.09415817260742
2025-07-08,43.22721481323242
2025-07-09,43.00743865966797
2025-07-10,43.33466339111328
2025-07-11,43.5300178527832
2025-07-14,43.05139923095703
2025-07-15,42.43114471435547
2025-07-16,42.06485366821289
2025-07-17,42.323699951171875
2025-07-18,41.98182678222656
2025-07-21,41.547157287597656
2025-07-22,41.74251937866211
2025-07-23,42.39695739746094
2025-07-24,42.69976043701172
2025-07-25,42.53858947753906
2025-07-28,43.0220947265625
2025-07-29,43.44210433959961
2025-07-30,42.82185745239258
2025-07-31,42.59231185913086
2025-08-01,41.801124572753906
2025-08-04,41.70832824707031
2025-08-05,41.76205062866211
2025-08-06,41.37622833251953
2025-08-07,41.21506118774414
2025-08-08,41.478790283203125
2025-08-11,41.14668273925781
2025-08-12,41.346923828125
2025-08-13,41.82554244995117
2025-08-14,41.78647232055664
2025-08-15,41.78647232055664
2025-08-18,41.53739547729492
2025-08-19,41.55204772949219
2025-08-20,41.8988037109375
2025-08-21,42.18695068359375
2025-08-22,43.04651641845703
2025-08-25,43.15884780883789
2025-08-26,43.09047317504883
2025-08-27,43.573970794677734
2025-08-28,43.90607833862305
2025-08-29,44.145381927490234
2025-09-02,44.20887756347656
2025-09-03,43.217445373535156
2025-09-04,43.50559997558594
2025-09-05,42.66557312011719
2025-09-08,42.567893981933594
2025-09-09,42.77301788330078
2025-09-10,43.52024841308594
2025-09-11,43.5300178527832
2025-09-12,43.27116775512695
2025-09-15,43.124656677246094
2025-09-16,43.847469329833984
2025-09-17,43.95003128051758
2025-09-18,43.81328201293945
2025-09-19,43.23209762573242
2025-09-22,43.182350158691406
2025-09-23,43.926109313964844
2025-09-24,44.497474670410156
2025-09-25,44.896446228027344
2025-09-26,45.3101921081543
2025-09-29,44.47777557373047
2025-09-30,44.00491714477539
2025-10-01,44.00491714477539
2025-10-02,43.561622619628906
2025-10-03,43.79312515258789
2025-10-06,44.00984573364258
2025-10-07,44.078800201416016
2025-10-08,43.82267761230469
2025-10-09,43.226680755615234
2025-10-10,41.975589752197266
2025-10-13,42.54695129394531
2025-10-14,42.542030334472656
2025-10-15,42.51740264892578
2025-10-16,42.00514221191406
2025-10-17,42.349937438964844
2025-10-20,42.798160552978516
2025-10-21,42.699649810791016
2025-10-22,43.24638366699219
2025-10-23,43.82267761230469
2025-10-24,43.37937545776367
2025-10-27,43.482810974121094
2025-10-28,43.0296630859375
2025-10-29,43.349822998046875
2025-10-30,43.093692779541016
2025-10-31,43.40892791748047
2025-11-03,43.41385269165039
2025-11-04,42.945926666259766
2025-11-05,43.0592155456543
2025-11-06,43.477882385253906
2025-11-07,44.103431701660156
2025-11-10,44.502403259277344
2025-11-11,45.0836181640625
2025-11-12,44.453147888183594
2025-11-13,44.566436767578125
2025-11-14,45.32497024536133
2025-11-17,44.497474670410156
2025-11-18,44.852115631103516
2025-11-19,44.27090072631836
2025-11-20,43.76849365234375
2025-11-21,44.0443229675293
2025-11-24,43.92118453979492
2025-11-25,43.645355224609375
2025-11-26,43.975364685058594
2025-11-28,44.551658630371094
2025-12-01,44.98017883300781
2025-12-02,44.398963928222656
2025-12-03,45.23138427734375
2025-12-04,45.42348098754883
2025-12-05,45.23630905151367
2025-12-08,44.743751525878906
2025-12-09,45.01958465576172
2025-12-10,45.49243927001953
2025-12-11,45.27571487426758
2025-12-12,44.83241271972656
2025-12-15,44.51717758178711
2025-12-16,43.15772247314453
2025-12-17,44.11328125
2025-12-18,43.47296142578125
2025-12-19,43.47296142578125
2025-12-22,43.92301940917969
2025-12-23,44.21113586425781
2025-12-24,44.08198165893555
2025-12-26,43.9130859375
