Date,^GSPC
2022-01-03,4796.56005859375
2022-01-04,4793.5400390625
2022-01-05,4700.580078125
2022-01-06,4696.0498046875
2022-01-07,4677.02978515625
2022-01-10,4670.2900390625
2022-01-11,4713.06982421875
2022-01-12,4726.35009765625
2022-01-13,4659.02978515625
2022-01-14,4662.85009765625
2022-01-18,4577.10986328125
2022-01-19,4532.759765625
2022-01-20,4482.72998046875
2022-01-21,4397.93994140625
2022-01-24,4410.1298828125
2022-01-25,4356.4501953125
2022-01-26,4349.93017578125
2022-01-27,4326.509765625
2022-01-28,4431.85009765625
2022-01-31,4515.5498046875
2022-02-01,4546.5400390625
2022-02-02,4589.3798828125
2022-02-03,4477.43994140625
2022-02-04,4500.52978515625
2022-02-07,4483.8701171875
2022-02-08,4521.5400390625
2022-02-09,4587.18017578125
2022-02-10,4504.080078125
2022-02-11,4418.64013671875
2022-02-14,4401.669921875
2022-02-15,4471.06982421875
2022-02-16,4475.009765625
2022-02-17,4380.259765625
2022-02-18,4348.8701171875
2022-02-22,4304.759765625
2022-02-23,4225.5
2022-02-24,4288.7001953125
2022-02-25,4384.64990234375
2022-02-28,4373.93994140625
2022-03-01,4306.259765625
2022-03-02,4386.5400390625
2022-03-03,4363.490234375
2022-03-04,4328.8701171875
2022-03-07,4201.08984375
2022-03-08,4170.7001953125
2022-03-09,4277.8798828125
2022-03-10,4259.52001953125
2022-03-11,4204.31005859375
2022-03-14,4173.10986328125
2022-03-15,4262.4501953125
2022-03-16,4357.85986328125
2022-03-17,4411.669921875
2022-03-18,4463.1201171875
2022-03-21,4461.18017578125
2022-03-22,4511.60986328125
2022-03-23,4456.240234375
2022-03-24,4520.16015625
2022-03-25,4543.06005859375
2022-03-28,4575.52001953125
2022-03-29,4631.60009765625
2022-03-30,4602.4501953125
2022-03-31,4530.41015625
2022-04-01,4545.85986328125
2022-04-04,4582.64013671875
2022-04-05,4525.1201171875
2022-04-06,4481.14990234375
2022-04-07,4500.2099609375
2022-04-08,4488.27978515625
2022-04-11,4412.52978515625
2022-04-12,4397.4501953125
2022-04-13,4446.58984375
2022-04-14,4392.58984375
2022-04-18,4391.68994140625
2022-04-19,4462.2099609375
2022-04-20,4459.4501953125
2022-04-21,4393.66015625
2022-04-22,4271.77978515625
2022-04-25,4296.1201171875
2022-04-26,4175.2001953125
2022-04-27,4183.9599609375
2022-04-28,4287.5
2022-04-29,4131.93017578125
2022-05-02,4155.3798828125
2022-05-03,4175.47998046875
2022-05-04,4300.169921875
2022-05-05,4146.8701171875
2022-05-06,4123.33984375
2022-05-09,3991.239990234375
2022-05-10,4001.050048828125
2022-05-11,3935.179931640625
2022-05-12,3930.080078125
2022-05-13,4023.889892578125
2022-05-16,4008.010009765625
2022-05-17,4088.85009765625
2022-05-18,3923.679931640625
2022-05-19,3900.7900390625
2022-05-20,3901.360107421875
2022-05-23,3973.75
2022-05-24,3941.47998046875
2022-05-25,3978.72998046875
2022-05-26,4057.840087890625
2022-05-27,4158.240234375
2022-05-31,4132.14990234375
2022-06-01,4101.22998046875
2022-06-02,4176.81982421875
2022-06-03,4108.5400390625
2022-06-06,4121.43017578125
2022-06-07,4160.68017578125
2022-06-08,4115.77001953125
2022-06-09,4017.820068359375
2022-06-10,3900.860107421875
2022-06-13,3749.6298828125
2022-06-14,3735.47998046875
2022-06-15,3789.989990234375
2022-06-16,3666.77001953125
2022-06-17,3674.840087890625
2022-06-21,3764.7900390625
2022-06-22,3759.889892578125
2022-06-23,3795.72998046875
2022-06-24,3911.739990234375
2022-06-27,3900.110107421875
2022-06-28,3821.550048828125
2022-06-29,3818.830078125
2022-06-30,3785.3798828125
2022-07-01,3825.330078125
2022-07-05,3831.389892578125
2022-07-06,3845.080078125
2022-07-07,3902.6201171875
2022-07-08,3899.3798828125
2022-07-11,3854.429931640625
2022-07-12,3818.800048828125
2022-07-13,3801.780029296875
2022-07-14,3790.3798828125
2022-07-15,3863.159912109375
2022-07-18,3830.85009765625
2022-07-19,3936.68994140625
2022-07-20,3959.89990234375
2022-07-21,3998.949951171875
2022-07-22,3961.6298828125
2022-07-25,3966.840087890625
2022-07-26,3921.050048828125
2022-07-27,4023.610107421875
2022-07-28,4072.429931640625
2022-07-29,4130.2900390625
2022-08-01,4118.6298828125
2022-08-02,4091.18994140625
2022-08-03,4155.169921875
2022-08-04,4151.93994140625
2022-08-05,4145.18994140625
2022-08-08,4140.06005859375
2022-08-09,4122.47021484375
2022-08-10,4210.240234375
2022-08-11,4207.27001953125
2022-08-12,4280.14990234375
2022-08-15,4297.14013671875
2022-08-16,4305.2001953125
2022-08-17,4274.0400390625
2022-08-18,4283.740234375
2022-08-19,4228.47998046875
2022-08-22,4137.990234375
2022-08-23,4128.72998046875
2022-08-24,4140.77001953125
2022-08-25,4199.1201171875
2022-08-26,4057.659912109375
2022-08-29,4030.610107421875
2022-08-30,3986.159912109375
2022-08-31,3955.0
2022-09-01,3966.85009765625
2022-09-02,3924.260009765625
2022-09-06,3908.18994140625
2022-09-07,3979.8701171875
2022-09-08,4006.179931640625
2022-09-09,4067.360107421875
2022-09-12,4110.41015625
2022-09-13,3932.68994140625
2022-09-14,3946.010009765625
2022-09-15,3901.35009765625
2022-09-16,3873.330078125
2022-09-19,3899.889892578125
2022-09-20,3855.929931640625
2022-09-21,3789.929931640625
2022-09-22,3757.989990234375
2022-09-23,3693.22998046875
2022-09-26,3655.0400390625
2022-09-27,3647.2900390625
2022-09-28,3719.0400390625
2022-09-29,3640.469970703125
2022-09-30,3585.6201171875
2022-10-03,3678.429931640625
2022-10-04,3790.929931640625
2022-10-05,3783.280029296875
2022-10-06,3744.52001953125
2022-10-07,3639.659912109375
2022-10-10,3612.389892578125
2022-10-11,3588.840087890625
2022-10-12,3577.030029296875
2022-10-13,3669.909912109375
2022-10-14,3583.070068359375
2022-10-17,3677.949951171875
2022-10-18,3719.97998046875
2022-10-19,3695.159912109375
2022-10-20,3665.780029296875
2022-10-21,3752.75
2022-10-24,3797.340087890625
2022-10-25,3859.110107421875
2022-10-26,3830.60009765625
2022-10-27,3807.300048828125
2022-10-28,3901.06005859375
2022-10-31,3871.97998046875
2022-11-01,3856.10009765625
2022-11-02,3759.68994140625
2022-11-03,3719.889892578125
2022-11-04,3770.550048828125
2022-11-07,3806.800048828125
2022-11-08,3828.110107421875
2022-11-09,3748.570068359375
2022-11-10,3956.3701171875
2022-11-11,3992.929931640625
2022-11-14,3957.25
2022-11-15,3991.72998046875
2022-11-16,3958.7900390625
2022-11-17,3946.56005859375
2022-11-18,3965.340087890625
2022-11-21,3949.93994140625
2022-11-22,4003.580078125
2022-11-23,4027.260009765625
2022-11-25,4026.1201171875
2022-11-28,3963.93994140625
2022-11-29,3957.6298828125
2022-11-30,4080.110107421875
2022-12-01,4076.570068359375
2022-12-02,4071.699951171875
2022-12-05,3998.840087890625
2022-12-06,3941.260009765625
2022-12-07,3933.919921875
2022-12-08,3963.510009765625
2022-12-09,3934.3798828125
2022-12-12,3990.56005859375
2022-12-13,4019.64990234375
2022-12-14,3995.320068359375
2022-12-15,3895.75
2022-12-16,3852.360107421875
2022-12-19,3817.659912109375
2022-12-20,3821.6201171875
2022-12-21,3878.43994140625
2022-12-22,3822.389892578125
2022-12-23,3844.820068359375
2022-12-27,3829.25
2022-12-28,3783.219970703125
2022-12-29,3849.280029296875
2022-12-30,3839.5
2023-01-03,3824.139892578125
2023-01-04,3852.969970703125
2023-01-05,3808.10009765625
2023-01-06,3895.080078125
2023-01-09,3892.090087890625
2023-01-10,3919.25
2023-01-11,3969.610107421875
2023-01-12,3983.169921875
2023-01-13,3999.090087890625
2023-01-17,3990.969970703125
2023-01-18,3928.860107421875
2023-01-19,3898.85009765625
2023-01-20,3972.610107421875
2023-01-23,4019.81005859375
2023-01-24,4016.949951171875
2023-01-25,4016.219970703125
2023-01-26,4060.429931640625
2023-01-27,4070.56005859375
2023-01-30,4017.77001953125
2023-01-31,4076.60009765625
2023-02-01,4119.2099609375
2023-02-02,4179.759765625
2023-02-03,4136.47998046875
2023-02-06,4111.080078125
2023-02-07,4164.0
2023-02-08,4117.85986328125
2023-02-09,4081.5
2023-02-10,4090.4599609375
2023-02-13,4137.2900390625
2023-02-14,4136.1298828125
2023-02-15,4147.60009765625
2023-02-16,4090.409912109375
2023-02-17,4079.090087890625
2023-02-21,3997.340087890625
2023-02-22,3991.050048828125
2023-02-23,4012.320068359375
2023-02-24,3970.0400390625
2023-02-27,3982.239990234375
2023-02-28,3970.14990234375
2023-03-01,3951.389892578125
2023-03-02,3981.35009765625
2023-03-03,4045.639892578125
2023-03-06,4048.419921875
2023-03-07,3986.3701171875
2023-03-08,3992.010009765625
2023-03-09,3918.320068359375
2023-03-10,3861.590087890625
2023-03-13,3855.760009765625
2023-03-14,3919.2900390625
2023-03-15,3891.929931640625
