Date,HYG
2019-01-02,55.11956024169922
2019-01-03,55.14676284790039
2019-01-04,56.072391510009766
2019-01-07,56.616817474365234
2019-01-08,56.98432159423828
2019-01-09,57.05241012573242
2019-01-10,57.2769775390625
2019-01-11,57.093223571777344
2019-01-14,56.90945816040039
2019-01-15,57.100013732910156
2019-01-16,57.188507080078125
2019-01-17,57.34502410888672
2019-01-18,57.50836944580078
2019-01-22,57.12724304199219
2019-01-23,57.242950439453125
2019-01-24,57.304203033447266
2019-01-25,57.4471321105957
2019-01-28,57.3586311340332
2019-01-29,57.32462692260742
2019-01-30,57.78060531616211
2019-01-31,57.923519134521484
2019-02-01,57.8954963684082
2019-02-04,58.0322265625
2019-02-05,58.237342834472656
2019-02-06,58.18263626098633
2019-02-07,57.98434066772461
2019-02-08,57.97066879272461
2019-02-11,57.998008728027344
2019-02-12,58.278350830078125
2019-02-13,58.196311950683594
2019-02-14,58.20310592651367
2019-02-15,58.38774871826172
2019-02-19,58.40825271606445
2019-02-20,58.45608901977539
2019-02-21,58.40142822265625
2019-02-22,58.51765441894531
2019-02-25,58.56549835205078
2019-02-26,58.64075469970703
2019-02-27,58.661197662353516
2019-02-28,58.62704849243164
2019-03-01,58.79326248168945
2019-03-04,58.70394515991211
2019-03-05,58.676490783691406
2019-03-06,58.58031463623047
2019-03-07,58.53913116455078
2019-03-08,58.442989349365234
2019-03-11,58.63525390625
2019-03-12,58.7382698059082
2019-03-13,58.8962516784668
2019-03-14,58.85507583618164
2019-03-15,58.909996032714844
2019-03-18,58.88938522338867
2019-03-19,58.923702239990234
2019-03-20,59.17778778076172
2019-03-21,59.164058685302734
2019-03-22,58.951175689697266
2019-03-25,58.93055725097656
2019-03-26,59.0748291015625
2019-03-27,59.11601257324219
2019-03-28,59.232757568359375
2019-03-29,59.38383102416992
2019-04-01,59.369346618652344
2019-04-02,59.396968841552734
2019-04-03,59.41763687133789
2019-04-04,59.507320404052734
2019-04-05,59.6176643371582
2019-04-08,59.58320236206055
2019-04-09,59.54180145263672
2019-04-10,59.803897857666016
2019-04-11,59.89357376098633
2019-04-12,59.983245849609375
2019-04-15,59.94186019897461
2019-04-16,59.907386779785156
2019-04-17,59.76256561279297
2019-04-18,59.790122985839844
2019-04-22,59.686668395996094
2019-04-23,59.89357376098633
2019-04-24,59.81081008911133
2019-04-25,59.83839797973633
2019-04-26,59.99016189575195
2019-04-29,59.96257781982422
2019-04-30,59.969478607177734
2019-05-01,59.77273178100586
2019-05-02,59.814292907714844
2019-05-03,59.96669387817383
2019-05-06,59.994407653808594
2019-05-07,59.634193420410156
2019-05-08,59.65496826171875
2019-05-09,59.56495666503906
2019-05-10,59.731163024902344
2019-05-13,59.1839714050293
2019-05-14,59.3155517578125
2019-05-15,59.370975494384766
2019-05-16,59.55109786987305
2019-05-17,59.530330657958984
2019-05-20,59.47488784790039
2019-05-21,59.66193389892578
2019-05-22,59.71037292480469
2019-05-23,59.41252517700195
2019-05-24,59.32939529418945
2019-05-28,59.274024963378906
2019-05-29,59.11467361450195
2019-05-30,59.239356994628906
2019-05-31,58.80990982055664
2019-06-03,58.90454864501953
2019-06-04,59.49599075317383
2019-06-05,59.63519287109375
2019-06-06,59.760433197021484
2019-06-07,59.91352081298828
2019-06-10,60.004005432128906
2019-06-11,60.0875244140625
2019-06-12,59.94831848144531
2019-06-13,60.0875244140625
2019-06-14,60.04574203491211
2019-06-17,59.95529556274414
2019-06-18,60.3727912902832
2019-06-19,60.65810012817383
2019-06-20,60.96428298950195
2019-06-21,60.769405364990234
2019-06-24,60.76246643066406
2019-06-25,60.505043029785156
2019-06-26,60.477149963378906
2019-06-27,60.64417266845703
2019-06-28,60.665061950683594
2019-07-01,60.6832275390625
2019-07-02,60.8160514831543
2019-07-03,61.04668045043945
2019-07-05,60.802059173583984
2019-07-08,60.6832275390625
2019-07-09,60.613311767578125
2019-07-10,60.781097412109375
2019-07-11,60.66227340698242
2019-07-12,60.7601203918457
2019-07-15,60.802059173583984
2019-07-16,60.676246643066406
2019-07-17,60.599327087402344
2019-07-18,60.6273307800293
2019-07-19,60.52247619628906
2019-07-22,60.72515106201172
2019-07-23,60.83000183105469
2019-07-24,60.878944396972656
2019-07-25,60.795066833496094
2019-07-26,60.9278678894043
2019-07-29,60.837005615234375
2019-07-30,60.86497116088867
2019-07-31,60.7601203918457
2019-08-01,60.72991943359375
2019-08-02,60.63865661621094
2019-08-05,60.006954193115234
2019-08-06,60.39305114746094
2019-08-07,60.38597106933594
2019-08-08,60.624637603759766
2019-08-09,60.54038619995117
2019-08-12,60.329830169677734
