Date,XLK
2025-06-02,115.81314086914062
2025-06-03,117.5531997680664
2025-06-04,117.72721099853516
2025-06-05,117.39411926269531
2025-06-06,118.50277709960938
2025-06-09,119.08445739746094
2025-06-10,119.75064849853516
2025-06-11,119.48714447021484
2025-06-12,120.5958251953125
2025-06-13,118.90547180175781
2025-06-16,120.8294677734375
2025-06-17,119.974365234375
2025-06-18,120.11854553222656
2025-06-20,119.58658599853516
2025-06-23,120.95006561279297
2025-06-24,123.12126922607422
2025-06-25,124.17201232910156
2025-06-26,125.0285415649414
2025-06-27,124.879150390625
2025-06-30,126.10417938232422
2025-07-01,124.9787368774414
2025-07-02,126.29839324951172
2025-07-03,127.96166229248047
2025-07-07,126.9457778930664
2025-07-08,127.62801361083984
2025-07-09,128.39491271972656
2025-07-10,127.97162628173828
2025-07-11,127.40889739990234
2025-07-14,127.3043212890625
2025-07-15,128.43475341796875
2025-07-16,128.8331298828125
2025-07-17,130.0033721923828
2025-07-18,129.9187469482422
2025-07-21,130.08804321289062
2025-07-22,128.8829345703125
2025-07-23,129.6199493408203
2025-07-24,130.16773986816406
2025-07-25,130.46649169921875
2025-07-28,131.50729370117188
2025-07-29,131.51226806640625
2025-07-30,131.80609130859375
2025-07-31,130.83999633789062
2025-08-01,128.0164337158203
2025-08-04,130.6159210205078
2025-08-05,129.5352783203125
2025-08-06,130.99436950683594
2025-08-07,131.1138916015625
2025-08-08,132.42359924316406
2025-08-11,131.5272216796875
2025-08-12,133.56396484375
2025-08-13,133.61375427246094
2025-08-14,133.324951171875
2025-08-15,132.31402587890625
2025-08-18,132.59786987304688
2025-08-19,130.28225708007812
2025-08-20,129.40081787109375
2025-08-21,128.9327392578125
2025-08-22,130.68064880371094
2025-08-25,130.38682556152344
2025-08-26,130.9844207763672
2025-08-27,131.69154357910156
2025-08-28,132.7323455810547
2025-08-29,130.6956024169922
2025-09-02,129.37591552734375
2025-09-03,130.14779663085938
2025-09-04,130.7902069091797
2025-09-05,130.89974975585938
2025-09-08,131.8807830810547
2025-09-09,132.13475036621094
2025-09-10,134.53004455566406
2025-09-11,134.98321533203125
2025-09-12,134.8936004638672
2025-09-15,136.10865783691406
2025-09-16,135.6355743408203
2025-09-17,135.16744995117188
2025-09-18,137.5030059814453
2025-09-19,138.89735412597656
2025-09-22,140.9407196044922
2025-09-23,139.7240753173828
2025-09-24,138.86146545410156
2025-09-25,138.6171417236328
2025-09-26,139.03598022460938
2025-09-29,139.77891540527344
2025-09-30,140.5418243408203
2025-10-01,141.9180145263672
2025-10-02,142.68589782714844
2025-10-03,141.96788024902344
2025-10-06,143.40391540527344
2025-10-07,142.44654846191406
2025-10-08,144.9446563720703
2025-10-09,144.70033264160156
2025-10-10,138.81161499023438
2025-10-13,142.1922607421875
2025-10-14,140.3673095703125
2025-10-15,141.75845336914062
2025-10-16,141.86317443847656
2025-10-17,142.11248779296875
2025-10-20,143.69810485839844
2025-10-21,143.77288818359375
2025-10-22,142.35182189941406
2025-10-23,144.14686584472656
2025-10-24,146.38568115234375
2025-10-27,149.0882110595703
2025-10-28,150.5641326904297
2025-10-29,151.6461639404297
2025-10-30,149.78131103515625
2025-10-31,149.9259033203125
2025-11-03,150.53921508789062
2025-11-04,146.565185546875
2025-11-05,147.1385955810547
2025-11-06,144.18177795410156
2025-11-07,143.68313598632812
2025-11-10,147.3579864501953
2025-11-11,146.10147094726562
2025-11-12,146.5552215576172
2025-11-13,142.90029907226562
