Date,GDX
2023-01-03,28.63426971435547
2023-01-04,29.85069465637207
2023-01-05,29.590030670166016
2023-01-06,30.468563079833984
2023-01-09,30.178937911987305
2023-01-10,30.73887825012207
2023-01-11,30.47821617126465
2023-01-12,31.067119598388672
2023-01-13,31.520870208740234
2023-01-17,30.429946899414062
2023-01-18,30.13066291809082
2023-01-19,30.912654876708984
2023-01-20,31.298818588256836
2023-01-23,31.27951431274414
2023-01-24,31.598098754882812
2023-01-25,32.119422912597656
2023-01-26,31.62706184387207
2023-01-27,31.192625045776367
2023-01-30,30.729225158691406
2023-01-31,30.912654876708984
2023-02-01,31.607757568359375
2023-02-02,30.623029708862305
2023-02-03,29.27144432067871
2023-02-06,29.16524887084961
2023-02-07,29.570724487304688
2023-02-08,29.319717407226562
2023-02-09,28.730812072753906
2023-02-10,28.595653533935547
2023-02-13,28.557035446166992
2023-02-14,28.614961624145508
2023-02-15,27.794357299804688
2023-02-16,27.67850685119629
2023-02-17,27.42749786376953
2023-02-21,27.137874603271484
2023-02-22,26.50069808959961
2023-02-23,26.36553955078125
2023-02-24,26.05660629272461
2023-02-27,26.25934600830078
2023-02-28,26.558624267578125
2023-03-01,27.137874603271484
2023-03-02,27.195798873901367
2023-03-03,27.639890670776367
2023-03-06,27.108911514282227
2023-03-07,25.960063934326172
2023-03-08,25.882831573486328
2023-03-09,25.757328033447266
2023-03-10,26.25934600830078
2023-03-13,28.093637466430664
2023-03-14,28.315683364868164
2023-03-15,28.315683364868164
2023-03-16,28.151561737060547
2023-03-17,29.52245330810547
2023-03-20,30.03412437438965
2023-03-21,28.962512969970703
2023-03-22,29.503145217895508
2023-03-23,30.22720718383789
2023-03-24,30.458906173706055
2023-03-27,30.429946899414062
2023-03-28,31.192625045776367
2023-03-29,30.931962966918945
2023-03-30,31.395362854003906
2023-03-31,31.23124122619629
2023-04-03,31.935998916625977
2023-04-04,33.00761032104492
2023-04-05,33.15242385864258
2023-04-06,33.23931121826172
2023-04-10,32.81452560424805
2023-04-11,33.38412094116211
2023-04-12,33.71236038208008
2023-04-13,34.6295051574707
2023-04-14,33.87648391723633
2023-04-17,33.11380386352539
2023-04-18,33.35515594482422
2023-04-19,32.90141677856445
2023-04-20,32.882102966308594
2023-04-21,32.44766616821289
2023-04-24,32.54420852661133
2023-04-25,32.60213851928711
2023-04-26,32.17735290527344
2023-04-27,32.67936706542969
2023-04-28,32.418704986572266
2023-05-01,32.254581451416016
2023-05-02,33.53859329223633
2023-05-03,33.654441833496094
2023-05-04,34.45573425292969
2023-05-05,34.17576599121094
2023-05-08,34.137149810791016
2023-05-09,34.030948638916016
2023-05-10,33.78959655761719
2023-05-11,32.36077880859375
2023-05-12,32.43801498413086
2023-05-15,32.7372932434082
