Date,XBI
2022-01-03,114.82388305664062
2022-01-04,110.76567077636719
2022-01-05,104.66838073730469
2022-01-06,104.63854217529297
2022-01-07,102.4403305053711
2022-01-10,102.58953094482422
2022-01-11,103.33552551269531
2022-01-12,100.0630874633789
2022-01-13,97.5764389038086
2022-01-14,99.95368194580078
2022-01-18,94.01554107666016
2022-01-19,93.00099182128906
2022-01-20,91.47915649414062
2022-01-21,89.54950714111328
2022-01-24,91.61841583251953
2022-01-25,90.89229583740234
2022-01-26,89.11184692382812
2022-01-27,85.05363464355469
2022-01-28,88.10725402832031
2022-01-31,92.93135833740234
2022-02-01,94.43328857421875
2022-02-02,91.35980224609375
2022-02-03,88.96266174316406
2022-02-04,90.30545043945312
2022-02-07,92.75232696533203
2022-02-08,92.44398498535156
2022-02-09,96.74092864990234
2022-02-10,93.85639953613281
2022-02-11,92.8517837524414
2022-02-14,91.31999969482422
2022-02-15,95.12956237792969
2022-02-16,94.14485931396484
2022-02-17,90.12641906738281
2022-02-18,88.91291809082031
2022-02-22,88.20670318603516
2022-02-23,84.64582824707031
2022-02-24,88.52500915527344
2022-02-25,89.32073211669922
2022-02-28,89.35057830810547
2022-03-01,88.6145248413086
2022-03-02,88.84329223632812
2022-03-03,86.18754577636719
2022-03-04,83.45223236083984
2022-03-07,83.31295776367188
2022-03-08,83.86997985839844
2022-03-09,87.96798706054688
2022-03-10,87.51044464111328
2022-03-11,84.15843200683594
2022-03-14,80.63731384277344
2022-03-15,81.82096862792969
2022-03-16,85.7300033569336
2022-03-17,89.08202362060547
2022-03-18,91.66813659667969
2022-03-21,88.54489135742188
2022-03-22,91.71786499023438
2022-03-23,89.38040161132812
2022-03-24,91.28021240234375
2022-03-25,89.14169311523438
2022-03-28,89.2312240600586
2022-03-29,93.05072021484375
2022-03-30,90.19603729248047
2022-03-31,89.40030670166016
2022-04-01,92.76226043701172
2022-04-04,95.57716369628906
2022-04-05,92.75232696533203
2022-04-06,92.8318862915039
2022-04-07,91.93667602539062
2022-04-08,89.85784912109375
2022-04-11,86.85396575927734
2022-04-12,86.68487548828125
2022-04-13,89.92747497558594
2022-04-14,87.30155181884766
2022-04-18,83.14386749267578
2022-04-19,84.14847564697266
2022-04-20,84.33747100830078
2022-04-21,80.72685241699219
2022-04-22,79.41389465332031
2022-04-25,81.13467407226562
2022-04-26,76.28071594238281
2022-04-27,75.51480102539062
2022-04-28,75.78337097167969
2022-04-29,73.43596649169922
2022-05-02,76.3702163696289
2022-05-03,76.43984985351562
2022-05-04,78.16061401367188
2022-05-05,73.45584106445312
2022-05-06,69.75570678710938
2022-05-09,64.02645874023438
2022-05-10,67.33867645263672
2022-05-11,62.47478485107422
2022-05-12,64.5635757446289
2022-05-13,68.23388671875
2022-05-16,68.0946273803711
2022-05-17,71.07860565185547
2022-05-18,67.5077896118164
2022-05-19,69.02961730957031
2022-05-20,69.95465087890625
2022-05-23,69.76566314697266
2022-05-24,67.04029083251953
2022-05-25,67.36852264404297
2022-05-26,68.10458374023438
2022-05-27,70.7105941772461
2022-05-31,68.41291809082031
2022-06-01,67.16959381103516
2022-06-02,68.40296173095703
2022-06-03,70.82994079589844
2022-06-06,68.81078338623047
2022-06-07,72.2125244140625
2022-06-08,72.81927490234375
2022-06-09,69.88502502441406
2022-06-10,66.67225646972656
2022-06-13,62.9820556640625
2022-06-14,63.08152770996094
2022-06-15,65.32946014404297
2022-06-16,63.62859344482422
2022-06-17,67.2491683959961
2022-06-21,69.65624237060547
2022-06-22,71.4068603515625
2022-06-23,75.82316589355469
2022-06-24,76.64872741699219
2022-06-27,76.3901138305664
2022-06-28,73.66474151611328
2022-06-29,74.40079498291016
2022-06-30,73.87361907958984
2022-07-01,76.13150787353516
2022-07-05,80.55775451660156
2022-07-06,80.57765197753906
2022-07-07,83.01456451416016
2022-07-08,83.9793930053711
2022-07-11,80.25936126708984
2022-07-12,81.43305206298828
2022-07-13,82.79573059082031
2022-07-14,80.885986328125
2022-07-15,81.93038177490234
2022-07-18,79.31442260742188
2022-07-19,82.89521026611328
2022-07-20,84.06890869140625
2022-07-21,83.75061798095703
2022-07-22,80.2494125366211
2022-07-25,80.50801849365234
2022-07-26,80.86611938476562
2022-07-27,82.95489501953125
2022-07-28,82.05970001220703
2022-07-29,80.69700622558594
2022-08-01,79.04585266113281
2022-08-02,80.54781341552734
2022-08-03,83.61137390136719
2022-08-04,88.2365493774414
2022-08-05,91.8073959350586
2022-08-08,93.3888931274414
2022-08-09,90.26566314697266
2022-08-10,93.2496566772461
2022-08-11,90.2955093383789
2022-08-12,93.27947998046875
2022-08-15,94.39352416992188
2022-08-16,91.89690399169922
2022-08-17,89.09195709228516
2022-08-18,88.39569091796875
2022-08-19,86.80422973632812
2022-08-22,85.47138214111328
