Date,EFA
2022-01-03,70.06139373779297
2022-01-04,70.45951843261719
2022-01-05,69.84021759033203
2022-01-06,69.486328125
2022-01-07,69.68980407714844
2022-01-10,69.04396057128906
2022-01-11,69.79597473144531
2022-01-12,70.47721099853516
2022-01-13,69.96406555175781
2022-01-14,69.89329528808594
2022-01-18,68.86699676513672
2022-01-19,68.8050765991211
2022-01-20,68.46887969970703
2022-01-21,67.53990936279297
2022-01-24,66.86753845214844
2022-01-25,66.46055603027344
2022-01-26,66.20398712158203
2022-01-27,65.89434814453125
2022-01-28,66.11552429199219
2022-01-31,67.0798568725586
2022-02-01,67.71688842773438
2022-02-02,68.22116088867188
2022-02-03,67.14179229736328
2022-02-04,67.3010482788086
2022-02-07,67.41606903076172
2022-02-08,67.76110076904297
2022-02-09,68.85816955566406
2022-02-10,67.9822769165039
2022-02-11,66.95600891113281
2022-02-14,66.52249908447266
2022-02-15,67.743408203125
2022-02-16,67.9999771118164
2022-02-17,66.9029312133789
2022-02-18,66.61981201171875
2022-02-22,65.84124755859375
2022-02-23,65.30156707763672
2022-02-24,64.42568969726562
2022-02-25,66.03588104248047
2022-02-28,64.77957153320312
2022-03-01,63.36402893066406
2022-03-02,64.1602783203125
2022-03-03,62.89511489868164
2022-03-04,61.07258987426758
2022-03-07,59.13503646850586
2022-03-08,59.6481819152832
2022-03-09,62.14309310913086
2022-03-10,61.39992904663086
2022-03-11,60.736385345458984
2022-03-14,61.293758392333984
2022-03-15,61.8776741027832
2022-03-16,64.09834289550781
2022-03-17,64.63802337646484
2022-03-18,65.26617431640625
2022-03-21,64.85921478271484
2022-03-22,65.46967315673828
2022-03-23,64.6203384399414
2022-03-24,65.22193145751953
2022-03-25,65.25733184814453
2022-03-28,65.04499816894531
2022-03-29,66.48711395263672
2022-03-30,66.21282958984375
2022-03-31,65.11577606201172
2022-04-01,65.72623443603516
2022-04-04,65.99165344238281
2022-04-05,65.09809112548828
2022-04-06,64.31951141357422
2022-04-07,64.4610824584961
2022-04-08,64.48761749267578
2022-04-11,63.80638122558594
2022-04-12,63.328636169433594
2022-04-13,64.0098648071289
2022-04-14,63.717918395996094
2022-04-18,63.3463249206543
2022-04-19,63.647132873535156
2022-04-20,64.0718002319336
2022-04-21,63.381717681884766
2022-04-22,62.346588134765625
2022-04-25,62.0457763671875
2022-04-26,60.31171417236328
2022-04-27,60.58597946166992
2022-04-28,61.444175720214844
2022-04-29,60.727535247802734
2022-05-02,60.577144622802734
2022-05-03,61.028350830078125
2022-05-04,62.0988655090332
2022-05-05,60.099388122558594
2022-05-06,59.515464782714844
2022-05-09,57.7194709777832
2022-05-10,58.152992248535156
2022-05-11,57.807945251464844
2022-05-12,57.6663818359375
2022-05-13,59.26774215698242
2022-05-16,59.320838928222656
2022-05-17,60.42674255371094
2022-05-18,58.98462677001953
2022-05-19,59.55084991455078
2022-05-20,59.95782470703125
2022-05-23,60.97526931762695
2022-05-24,60.87793731689453
2022-05-25,60.895633697509766
2022-05-26,61.568023681640625
2022-05-27,62.311195373535156
2022-05-31,61.93961715698242
2022-06-01,61.284908294677734
2022-06-02,62.55891418457031
2022-06-03,61.66533660888672
2022-06-06,61.91307067871094
2022-06-07,62.0988655090332
2022-06-08,61.23182678222656
2022-06-09,59.9459228515625
2022-06-10,58.499046325683594
2022-06-13,56.56385040283203
2022-06-14,56.030311584472656
2022-06-15,57.07929611206055
2022-06-16,55.82231903076172
2022-06-17,55.596248626708984
2022-06-21,56.4372444152832
2022-06-22,56.05744171142578
2022-06-23,55.994140625
2022-06-24,57.66709899902344
2022-06-27,57.42293167114258
2022-06-28,57.034080505371094
2022-06-29,56.81705093383789
2022-06-30,56.50959014892578
2022-07-01,56.645233154296875
2022-07-05,55.43347930908203
2022-07-06,55.47868728637695
2022-07-07,56.31968688964844
2022-07-08,56.38298034667969
2022-07-11,55.46965026855469
2022-07-12,55.460601806640625
2022-07-13,55.43347930908203
2022-07-14,54.65578079223633
2022-07-15,55.523902893066406
2022-07-18,55.74998092651367
2022-07-19,57.269203186035156
2022-07-20,56.8893928527832
2022-07-21,57.47719192504883
2022-07-22,57.33250045776367
2022-07-25,57.775604248046875
2022-07-26,56.970787048339844
2022-07-27,58.31818389892578
2022-07-28,58.61660385131836
2022-07-29,59.43047332763672
2022-08-01,59.51185607910156
2022-08-02,58.562347412109375
2022-08-03,58.905982971191406
2022-08-04,59.20439147949219
2022-08-05,58.78841781616211
2022-08-08,58.92406463623047
2022-08-09,58.60755920410156
2022-08-10,59.927833557128906
2022-08-11,59.90974807739258
2022-08-12,60.370941162109375
2022-08-15,60.00922775268555
2022-08-16,59.99114227294922
2022-08-17,59.51185607910156
2022-08-18,59.31291580200195
2022-08-19,58.499046325683594
2022-08-22,57.50432205200195
2022-08-23,57.53144454956055
2022-08-24,57.60378646850586
2022-08-25,58.23679733276367
2022-08-26,56.70853805541992
2022-08-29,56.58193588256836
2022-08-30,56.17499923706055
2022-08-31,55.795196533203125
2022-09-01,55.044620513916016
2022-09-02,54.68291091918945
2022-09-06,54.54726028442383
2022-09-07,55.02653503417969
2022-09-08,55.06270980834961
2022-09-09,56.46437072753906
2022-09-12,57.25111770629883
2022-09-13,55.261653900146484
2022-09-14,55.44252014160156
2022-09-15,54.954193115234375
2022-09-16,54.619606018066406
2022-09-19,54.809505462646484
2022-09-20,53.878082275390625
2022-09-21,53.17272186279297
2022-09-22,53.01900100708008
2022-09-23,51.32795715332031
2022-09-26,50.5683479309082
2022-09-27,50.2247200012207
2022-09-28,51.43647766113281
2022-09-29,50.83059310913086
2022-09-30,50.64973449707031
2022-10-03,51.65351104736328
2022-10-04,53.7243537902832
2022-10-05,53.154640197753906
2022-10-06,52.22321701049805
2022-10-07,51.391265869140625
2022-10-10,51.10188293457031
2022-10-11,50.541229248046875
2022-10-12,50.378448486328125
2022-10-13,51.41839599609375
2022-10-14,50.64973449707031
2022-10-17,51.89767074584961
2022-10-18,52.268428802490234
2022-10-19,51.62637710571289
2022-10-20,51.508819580078125
2022-10-21,52.44025421142578
2022-10-24,52.44929504394531
2022-10-25,53.60679244995117
2022-10-26,54.11320114135742
2022-10-27,53.60679244995117
2022-10-28,54.140323638916016
2022-10-31,53.63391876220703
2022-11-01,54.05894088745117
2022-11-02,53.2722053527832
2022-11-03,52.82005310058594
2022-11-04,54.93611526489258
2022-11-07,55.10792541503906
2022-11-08,55.731895446777344
2022-11-09,54.954193115234375
2022-11-10,58.0378532409668
2022-11-11,59.19535446166992
2022-11-14,58.571388244628906
2022-11-15,58.96023178100586
2022-11-16,58.82459259033203
2022-11-17,58.79745864868164
2022-11-18,58.91502380371094
2022-11-21,58.47191619873047
2022-11-22,59.28578186035156
2022-11-23,59.93687438964844
2022-11-25,60.24433898925781
2022-11-28,59.46664047241211
2022-11-29,59.638465881347656
2022-11-30,60.69648742675781
2022-12-01,61.284278869628906
2022-12-02,61.239070892333984
2022-12-05,60.434242248535156
2022-12-06,60.1629524230957
2022-12-07,60.1629524230957
2022-12-08,60.47042465209961
2022-12-09,60.506591796875
2022-12-12,60.68745040893555
2022-12-13,61.548160552978516
2022-12-14,61.49368667602539
2022-12-15,59.92298126220703
2022-12-16,59.39638137817383
2022-12-19,59.2511100769043
2022-12-20,59.48716735839844
2022-12-21,60.104557037353516
2022-12-22,59.61428451538086
2022-12-23,59.82310104370117
2022-12-27,59.91389465332031
2022-12-28,59.27835464477539
2022-12-29,60.2135124206543
2022-12-30,59.59612274169922
2023-01-03,60.122718811035156
2023-01-04,60.921688079833984
2023-01-05,60.313385009765625
2023-01-06,61.856849670410156
2023-01-09,62.12015151977539
2023-01-10,62.301734924316406
2023-01-11,62.77384948730469
2023-01-12,63.69994354248047
2023-01-13,64.03587341308594
2023-01-17,64.23560333251953
2023-01-18,64.00863647460938
2023-01-19,63.90876007080078
2023-01-20,64.47167205810547
2023-01-23,64.73497772216797
2023-01-24,64.65325164794922
2023-01-25,65.0799789428711
2023-01-26,65.13445281982422
2023-01-27,65.00735473632812
2023-01-30,64.5896987915039
2023-01-31,64.96196746826172
2023-02-01,65.54302978515625
2023-02-02,65.45223236083984
2023-02-03,64.84392547607422
2023-02-06,64.18113708496094
2023-02-07,64.72589874267578
2023-02-08,64.32640838623047
2023-02-09,64.4444351196289
2023-02-10,64.16297149658203
2023-02-13,64.80760955810547
2023-02-14,64.9256362915039
2023-02-15,64.63510131835938
2023-02-16,64.31733703613281
2023-02-17,64.48075103759766
2023-02-21,63.77256393432617
2023-02-22,63.418479919433594
