Date,VEA
2025-06-02,54.49424743652344
2025-06-03,54.09683609008789
2025-06-04,54.3779296875
2025-06-05,54.3779296875
2025-06-06,54.552406311035156
2025-06-09,54.57179260253906
2025-06-10,54.69779968261719
2025-06-11,54.68810272216797
2025-06-12,55.11460494995117
2025-06-13,54.44578170776367
2025-06-16,54.717185974121094
2025-06-17,54.02898406982422
2025-06-18,54.17437744140625
2025-06-20,53.73569869995117
2025-06-23,54.14604568481445
2025-06-24,54.8592643737793
2025-06-25,54.58570098876953
2025-06-26,55.181678771972656
2025-06-27,55.52363204956055
2025-06-30,55.699493408203125
2025-07-01,55.66041564941406
2025-07-02,55.83627700805664
2025-07-03,55.904666900634766
2025-07-07,55.21098709106445
2025-07-08,55.61156463623047
2025-07-09,55.99260330200195
2025-07-10,56.031673431396484
2025-07-11,55.562713623046875
2025-07-14,55.631099700927734
2025-07-15,55.0742073059082
2025-07-16,55.33799743652344
2025-07-17,55.46501159667969
2025-07-18,55.33799743652344
2025-07-21,55.699493408203125
2025-07-22,55.96328353881836
2025-07-23,57.15524673461914
2025-07-24,56.754669189453125
2025-07-25,56.686279296875
2025-07-28,55.84605026245117
2025-07-29,55.82650375366211
2025-07-30,55.40639114379883
2025-07-31,54.92765426635742
2025-08-01,54.73225402832031
2025-08-04,55.494319915771484
2025-08-05,55.59202575683594
2025-08-06,56.02191162109375
2025-08-07,56.4224853515625
2025-08-08,56.686279296875
2025-08-11,56.46156692504883
2025-08-12,57.09661865234375
2025-08-13,57.360416412353516
2025-08-14,57.262718200683594
2025-08-15,57.51673889160156
2025-08-18,57.45812225341797
2025-08-19,57.38972854614258
2025-08-20,57.536277770996094
2025-08-21,57.262718200683594
2025-08-22,58.190879821777344
2025-08-25,57.46788787841797
2025-08-26,57.487430572509766
2025-08-27,57.41904067993164
2025-08-28,57.65351486206055
2025-08-29,57.360416412353516
2025-09-02,56.85237121582031
2025-09-03,56.97938537597656
2025-09-04,57.33110809326172
2025-09-05,57.60466766357422
2025-09-08,58.161563873291016
2025-09-09,58.005245208740234
2025-09-10,58.04432678222656
2025-09-11,58.689151763916016
2025-09-12,58.44490432739258
2025-09-15,58.91386795043945
2025-09-16,58.84547424316406
2025-09-17,58.64030075073242
2025-09-18,58.82593536376953
2025-09-19,58.55793380737305
2025-09-22,58.872074127197266
2025-09-23,58.783721923828125
2025-09-24,58.37141036987305
2025-09-25,57.978736877441406
2025-09-26,58.32232666015625
2025-09-29,58.6168327331543
2025-09-30,58.8229866027832
2025-10-01,59.26475143432617
2025-10-02,59.392372131347656
2025-10-03,59.94211959838867
2025-10-06,60.05992126464844
2025-10-07,59.53962707519531
2025-10-08,59.72614669799805
2025-10-09,59.215667724609375
2025-10-10,58.09653854370117
2025-10-13,58.7051887512207
2025-10-14,58.881893157958984
2025-10-15,59.29420471191406
2025-10-16,59.549442291259766
2025-10-17,59.59852600097656
2025-10-20,60.11882400512695
2025-10-21,59.57889175415039
2025-10-22,59.59852600097656
2025-10-23,59.90285110473633
2025-10-24,60.09919357299805
2025-10-27,60.540950775146484
2025-10-28,60.53113555908203
2025-10-29,60.18754196166992
2025-10-30,59.91266632080078
2025-10-31,59.863582611083984
2025-11-03,60.01083755493164
2025-11-04,59.215667724609375
2025-11-05,59.58871078491211
2025-11-06,59.31383514404297
2025-11-07,59.50035858154297
2025-11-10,60.226810455322266
2025-11-11,60.599849700927734
2025-11-12,60.992530822753906
2025-11-13,60.27589797973633
2025-11-14,60.197357177734375
2025-11-17,59.42182159423828
2025-11-18,58.81317138671875
2025-11-19,58.6168327331543
2025-11-20,57.8216667175293
2025-11-21,58.67573928833008
2025-11-24,58.96043014526367
2025-11-25,59.51999282836914
2025-11-26,60.15808868408203
2025-11-28,60.442779541015625
2025-12-01,60.13845443725586
2025-12-02,60.33479690551758
2025-12-03,60.658756256103516
2025-12-04,60.815826416015625
