Date,IEF
2025-05-30,91.33051300048828
2025-06-02,91.02043914794922
2025-06-03,90.9332504272461
2025-06-04,91.60181427001953
2025-06-05,91.33052062988281
2025-06-06,90.60382080078125
2025-06-09,90.76851654052734
2025-06-10,90.92354583740234
2025-06-11,91.30143737792969
2025-06-12,91.69869995117188
2025-06-13,91.35955810546875
2025-06-16,91.09795379638672
2025-06-17,91.54367065429688
2025-06-18,91.60181427001953
2025-06-20,91.65992736816406
2025-06-23,91.97967529296875
2025-06-24,92.29943084716797
2025-06-25,92.33818817138672
2025-06-26,92.66761779785156
2025-06-27,92.42538452148438
2025-06-30,92.79356384277344
2025-07-01,92.62152862548828
2025-07-02,92.42711639404297
2025-07-03,92.10637664794922
2025-07-07,91.81476593017578
2025-07-08,91.67870330810547
2025-07-09,92.15496826171875
2025-07-10,92.10637664794922
2025-07-11,91.67870330810547
2025-07-14,91.63980865478516
2025-07-15,91.2801742553711
2025-07-16,91.53289031982422
2025-07-17,91.50373077392578
2025-07-18,91.7564468383789
2025-07-21,92.07721710205078
2025-07-22,92.33965301513672
2025-07-23,92.0091781616211
2025-07-24,91.87308502197266
2025-07-25,92.0869369506836
2025-07-28,91.8828125
2025-07-29,92.4854507446289
2025-07-30,92.16468811035156
2025-07-31,92.24243927001953
2025-08-01,93.30440521240234
2025-08-04,93.43118286132812
2025-08-05,93.36292266845703
2025-08-06,93.2946548461914
2025-08-07,93.22639465332031
2025-08-08,93.01185607910156
2025-08-11,93.0411148071289
2025-08-12,93.02161407470703
2025-08-13,93.35317993164062
2025-08-14,93.05087280273438
2025-08-15,92.8656005859375
2025-08-18,92.77781677246094
2025-08-19,93.01185607910156
2025-08-20,93.14839172363281
2025-08-21,92.87533569335938
2025-08-22,93.39217376708984
2025-08-25,93.20690155029297
2025-08-26,93.45068359375
2025-08-27,93.62621307373047
2025-08-28,93.84076690673828
2025-08-29,93.76274871826172
2025-09-02,93.48295593261719
2025-09-03,93.80579376220703
2025-09-04,94.22649383544922
2025-09-05,94.68633270263672
2025-09-08,94.9798355102539
2025-09-09,94.75479888916016
2025-09-10,95.00918579101562
2025-09-11,95.15593719482422
2025-09-12,94.88198852539062
2025-09-15,95.03852844238281
2025-09-16,95.09724426269531
2025-09-17,94.89177703857422
2025-09-18,94.57870483398438
2025-09-19,94.53956604003906
2025-09-22,94.38304138183594
2025-09-23,94.6471939086914
2025-09-24,94.39280700683594
2025-09-25,94.1873550415039
2025-09-26,94.13844299316406
2025-09-29,94.41238403320312
2025-09-30,94.37325286865234
2025-10-01,94.69120025634766
2025-10-02,94.78934478759766
