Date,QQQ
2019-01-02,148.04086303710938
2019-01-03,143.20428466796875
2019-01-04,149.3312530517578
2019-01-07,151.10911560058594
2019-01-08,152.47596740722656
2019-01-09,153.71856689453125
2019-01-10,154.158203125
2019-01-11,153.59426879882812
2019-01-14,152.2370147705078
2019-01-15,155.20965576171875
2019-01-16,155.1809539794922
2019-01-17,156.40443420410156
2019-01-18,157.9529571533203
2019-01-22,154.78912353515625
2019-01-23,154.9897918701172
2019-01-24,155.99343872070312
2019-01-25,157.85733032226562
2019-01-28,155.90744018554688
2019-01-29,154.43548583984375
2019-01-30,158.3639373779297
2019-01-31,160.7344512939453
2019-02-01,160.05580139160156
2019-02-04,162.04393005371094
2019-02-05,163.47772216796875
2019-02-06,162.99020385742188
2019-02-07,160.80133056640625
2019-02-08,161.11680603027344
2019-02-11,160.96383666992188
2019-02-12,163.3438720703125
2019-02-13,163.45858764648438
2019-02-14,163.65931701660156
2019-02-15,164.3475341796875
2019-02-19,164.6725311279297
2019-02-20,164.6438446044922
2019-02-21,164.04165649414062
2019-02-22,165.2555389404297
2019-02-25,165.85775756835938
2019-02-26,166.02975463867188
2019-02-27,165.92466735839844
2019-02-28,165.5423126220703
2019-03-01,166.68934631347656
2019-03-04,166.718017578125
2019-03-05,166.84226989746094
2019-03-06,165.89598083496094
2019-03-07,163.86001586914062
2019-03-08,163.6115264892578
2019-03-11,167.0142822265625
2019-03-12,167.93190002441406
2019-03-13,169.19363403320312
2019-03-14,168.9068603515625
2019-03-15,170.47450256347656
2019-03-18,170.8804931640625
2019-03-19,171.4550323486328
2019-03-20,172.1348876953125
2019-03-21,174.8257598876953
2019-03-22,170.98582458496094
2019-03-25,170.6602020263672
2019-03-26,171.4550323486328
2019-03-27,170.35385131835938
2019-03-28,170.74639892578125
2019-03-29,172.0391082763672
2019-04-01,174.3181915283203
2019-04-02,174.97889709472656
2019-04-03,175.9844512939453
2019-04-04,175.9174041748047
2019-04-05,176.82704162597656
2019-04-08,177.277099609375
2019-04-09,176.65469360351562
2019-04-10,177.60269165039062
2019-04-11,177.18136596679688
2019-04-12,177.9474334716797
2019-04-15,177.97618103027344
2019-04-16,178.5890350341797
2019-04-17,179.21144104003906
2019-04-18,179.44122314453125
2019-04-22,179.94876098632812
2019-04-23,182.2373809814453
2019-04-24,181.6628875732422
2019-04-25,182.40020751953125
2019-04-26,182.56298828125
2019-04-29,182.9173126220703
2019-04-30,181.50010681152344
2019-05-01,180.91592407226562
2019-05-02,180.1307373046875
2019-05-03,183.00347900390625
2019-05-06,181.88307189941406
2019-05-07,178.3400421142578
2019-05-08,177.88998413085938
2019-05-09,176.93238830566406
2019-05-10,177.1526641845703
2019-05-13,171.00494384765625
2019-05-14,172.8818359375
2019-05-15,175.32363891601562
2019-05-16,177.0855712890625
2019-05-17,175.2758026123047
2019-05-20,172.3168487548828
2019-05-21,174.1171417236328
2019-05-22,173.34146118164062
2019-05-23,170.68899536132812
2019-05-24,170.60279846191406
2019-05-28,169.9612274169922
2019-05-29,168.56312561035156
2019-05-30,169.27169799804688
2019-05-31,166.57131958007812
2019-06-03,162.90380859375
2019-06-04,167.49063110351562
2019-06-05,168.73548889160156
2019-06-06,170.0760955810547
2019-06-07,173.36061096191406
2019-06-10,175.3810577392578
2019-06-11,175.62051391601562
2019-06-12,174.60548400878906
2019-06-13,175.6396484375
2019-06-14,174.8927764892578
2019-06-17,175.94607543945312
2019-06-18,178.50283813476562
2019-06-19,179.17315673828125
2019-06-20,180.83935546875
2019-06-21,180.5712432861328
2019-06-24,180.57693481445312
2019-06-25,177.4770965576172
