Date,QQQ
2022-01-03,391.1862487792969
2022-01-04,386.11236572265625
2022-01-05,374.2505187988281
2022-01-06,373.9876403808594
2022-01-07,369.93621826171875
2022-01-10,370.17974853515625
2022-01-11,375.7405700683594
2022-01-12,377.2306213378906
2022-01-13,367.7938232421875
2022-01-14,370.0823669433594
2022-01-18,360.8694763183594
2022-01-19,356.9057312011719
2022-01-20,352.2702331542969
2022-01-21,342.50213623046875
2022-01-24,344.07012939453125
2022-01-25,336.09405517578125
2022-01-26,335.56817626953125
2022-01-27,332.1888427734375
2022-01-28,342.6093444824219
2022-01-31,353.5653991699219
2022-02-01,355.9708557128906
2022-02-02,358.86334228515625
2022-02-03,344.3135986328125
2022-02-04,348.65716552734375
2022-02-07,345.85235595703125
2022-02-08,349.7380676269531
2022-02-09,357.14923095703125
2022-02-10,349.06610107421875
2022-02-11,337.99310302734375
2022-02-14,338.4118957519531
2022-02-15,346.82623291015625
2022-02-16,346.738525390625
2022-02-17,336.4251708984375
2022-02-18,332.5881042480469
2022-02-22,329.2476806640625
2022-02-23,320.8139343261719
2022-02-24,331.5947265625
2022-02-25,336.7368469238281
2022-02-28,337.7398986816406
2022-03-01,332.5686950683594
2022-03-02,338.1489562988281
2022-03-03,333.3185119628906
2022-03-04,328.48809814453125
2022-03-07,316.3730773925781
2022-03-08,314.90252685546875
2022-03-09,326.23846435546875
2022-03-10,322.61553955078125
2022-03-11,315.92510986328125
2022-03-14,309.85791015625
2022-03-15,319.5771789550781
2022-03-16,331.42919921875
2022-03-17,335.44158935546875
2022-03-18,342.30743408203125
2022-03-21,341.355712890625
2022-03-22,348.0643005371094
2022-03-23,343.0620422363281
2022-03-24,350.687255859375
2022-03-25,350.394775390625
2022-03-28,355.8161926269531
2022-03-29,361.9396667480469
2022-03-30,357.94183349609375
2022-03-31,353.5052795410156
2022-04-01,352.8323974609375
2022-04-04,360.0968017578125
2022-04-05,352.10107421875
2022-04-06,344.4565124511719
2022-04-07,345.27557373046875
2022-04-08,340.4489440917969
2022-04-11,332.39483642578125
2022-04-12,330.99072265625
2022-04-13,337.71875
2022-04-14,329.99609375
2022-04-18,330.2496337890625
2022-04-19,337.63092041015625
2022-04-20,332.7068176269531
2022-04-21,325.82269287109375
2022-04-22,317.2907409667969
2022-04-25,321.3665466308594
2022-04-26,309.2366943359375
2022-04-27,308.8660583496094
2022-04-28,319.83575439453125
2022-04-29,305.4436340332031
2022-05-02,310.54327392578125
2022-05-03,310.87481689453125
2022-05-04,321.3861083984375
2022-05-05,305.19976806640625
2022-05-06,301.5432434082031
2022-05-09,289.74481201171875
2022-05-10,293.2648010253906
2022-05-11,284.5671081542969
2022-05-12,283.8943176269531
2022-05-13,294.4154052734375
2022-05-16,291.002685546875
2022-05-17,298.5400085449219
2022-05-18,283.88458251953125
2022-05-19,282.3634338378906
2022-05-20,281.48583984375
2022-05-23,286.1662292480469
2022-05-24,280.0817565917969
2022-05-25,284.0015563964844
2022-05-26,291.8703918457031
2022-05-27,301.3970642089844
2022-05-31,300.5973815917969
2022-06-01,298.37420654296875
2022-06-02,306.54547119140625
2022-06-03,298.5692443847656
2022-06-06,299.5638732910156
2022-06-07,302.1478271484375
2022-06-08,299.97344970703125
2022-06-09,291.938720703125
2022-06-10,281.6418151855469
2022-06-13,268.54656982421875
2022-06-14,269.0341491699219
2022-06-15,275.7524108886719
2022-06-16,264.62677001953125
2022-06-17,267.84454345703125
2022-06-21,274.60211181640625
2022-06-22,274.2015686035156
2022-06-23,278.28521728515625
2022-06-24,287.8203430175781
2022-06-27,285.7101745605469
2022-06-28,277.0054016113281
2022-06-29,277.2593994140625
2022-06-30,273.820556640625
2022-07-01,275.6278991699219
2022-07-05,280.3465881347656
2022-07-06,282.1441955566406
2022-07-07,288.1817321777344
2022-07-08,288.5432434082031
2022-07-11,282.378662109375
2022-07-12,279.6431579589844
2022-07-13,279.0667724609375
2022-07-14,280.0632629394531
2022-07-15,285.1434631347656
2022-07-18,282.7303466796875
2022-07-19,291.4252014160156
2022-07-20,296.0461730957031
2022-07-21,300.2959899902344
2022-07-22,295.0301818847656
2022-07-25,293.3498229980469
2022-07-26,287.58587646484375
2022-07-27,299.73907470703125
2022-07-28,302.6700134277344
2022-07-29,308.18975830078125
2022-08-01,308.004150390625
2022-08-02,307.0857849121094
2022-08-03,315.44854736328125
2022-08-04,316.9237060546875
2022-08-05,314.3347473144531
2022-08-08,313.31878662109375
2022-08-09,309.7724609375
2022-08-10,318.41845703125
2022-08-11,316.611083984375
2022-08-12,322.7757568359375
2022-08-15,325.3841552734375
2022-08-16,324.6221008300781
2022-08-17,320.91943359375
2022-08-18,321.6912841796875
