Date,XLE
2022-01-03,24.629268646240234
2022-01-04,25.481521606445312
2022-01-05,25.477218627929688
2022-01-06,26.045385360717773
2022-01-07,26.402645111083984
2022-01-10,26.320863723754883
2022-01-11,27.216161727905273
2022-01-12,27.267807006835938
2022-01-13,27.130069732666016
2022-01-14,27.767107009887695
2022-01-18,27.8790225982666
2022-01-19,27.676721572875977
2022-01-20,27.422765731811523
2022-01-21,26.880422592163086
2022-01-24,27.061203002929688
2022-01-25,28.111454010009766
2022-01-26,28.064105987548828
2022-01-27,28.36971092224121
2022-01-28,28.24919319152832
2022-01-31,28.374021530151367
2022-02-01,29.38553237915039
2022-02-02,29.480220794677734
2022-02-03,29.200441360473633
2022-02-04,29.656705856323242
2022-02-07,30.035480499267578
2022-02-08,29.389835357666016
2022-02-09,29.63517951965332
2022-02-10,29.450090408325195
2022-02-11,30.306657791137695
2022-02-14,29.592140197753906
2022-02-15,29.282228469848633
2022-02-16,29.518964767456055
2022-02-17,29.471614837646484
2022-02-18,29.29083251953125
2022-02-22,28.817363739013672
2022-02-23,29.114360809326172
2022-02-24,28.886232376098633
2022-02-25,29.648094177246094
2022-02-28,30.379833221435547
2022-03-01,30.685436248779297
2022-03-02,31.387035369873047
2022-03-03,31.473125457763672
2022-03-04,32.3813362121582
2022-03-07,32.85909652709961
2022-03-08,33.37562942504883
2022-03-09,32.355506896972656
2022-03-10,33.34549331665039
2022-03-11,33.07862854003906
2022-03-14,32.08863830566406
2022-03-15,30.91356086730957
2022-03-16,30.771520614624023
2022-03-17,31.83037757873535
2022-03-18,31.800251007080078
2022-03-21,33.08216094970703
2022-03-22,32.83881378173828
2022-03-23,33.40373229980469
2022-03-24,33.48629379272461
2022-03-25,34.220680236816406
2022-03-28,33.373313903808594
2022-03-29,33.286407470703125
2022-03-30,33.673152923583984
2022-03-31,33.216888427734375
2022-04-01,33.48629379272461
2022-04-04,33.529747009277344
2022-04-05,33.003944396972656
2022-04-06,33.19949722290039
2022-04-07,33.63404083251953
2022-04-08,34.559635162353516
2022-04-11,33.521060943603516
2022-04-12,34.07728576660156
2022-04-13,34.58570098876953
2022-04-14,34.69868469238281
2022-04-18,35.20711135864258
2022-04-19,34.92030334472656
2022-04-20,35.055015563964844
2022-04-21,33.94257354736328
2022-04-22,33.11258316040039
2022-04-25,32.01752853393555
2022-04-26,32.06097412109375
2022-04-27,32.53028869628906
2022-04-28,33.5167121887207
2022-04-29,32.65631103515625
2022-05-02,33.177764892578125
2022-05-03,34.107704162597656
2022-05-04,35.52433395385742
2022-05-05,34.989837646484375
2022-05-06,36.032745361328125
2022-05-09,33.0517463684082
2022-05-10,33.35159683227539
2022-05-11,33.79916763305664
2022-05-12,33.94257354736328
2022-05-13,35.102813720703125
2022-05-16,36.028404235839844
2022-05-17,36.44557189941406
2022-05-18,35.511295318603516
2022-05-19,35.38092803955078
2022-05-20,35.53302001953125
2022-05-23,36.47164535522461
2022-05-24,36.61069869995117
2022-05-25,37.3668098449707
2022-05-26,37.779640197753906
2022-05-27,38.4705696105957
2022-05-31,37.89262008666992
2022-06-01,38.50967788696289
2022-06-02,38.388004302978516
2022-06-03,38.896427154541016
2022-06-06,38.852970123291016
2022-06-07,40.01321029663086
2022-06-08,40.100128173828125
2022-06-09,39.213653564453125
2022-06-10,38.54878234863281
2022-06-13,36.536827087402344
2022-06-14,36.60634994506836
2022-06-15,35.79808807373047
2022-06-16,33.78178787231445
2022-06-17,31.93495750427246
2022-06-21,33.589393615722656
2022-06-22,32.24474334716797
2022-06-23,31.049522399902344
2022-06-24,31.45818328857422
2022-06-27,32.3809700012207
2022-06-28,33.255428314208984
2022-06-29,32.09974670410156
2022-06-30,31.42303466796875
2022-07-01,31.893207550048828
2022-07-05,30.6276798248291
2022-07-06,30.104768753051758
2022-07-07,31.190139770507812
2022-07-08,31.176950454711914
2022-07-11,30.878149032592773
2022-07-12,30.276145935058594
2022-07-13,30.227800369262695
2022-07-14,29.656558990478516
2022-07-15,30.139921188354492
2022-07-18,30.829814910888672
2022-07-19,31.77896499633789
2022-07-20,32.08656692504883
2022-07-21,31.52409553527832
2022-07-22,31.264841079711914
2022-07-25,32.41173553466797
2022-07-26,32.117313385009766
2022-07-27,32.842369079589844
2022-07-28,33.02692413330078
2022-07-29,34.459434509277344
2022-08-01,33.7475700378418
2022-08-02,33.66848373413086
2022-08-03,32.701744079589844
2022-08-04,31.488943099975586
2022-08-05,32.1129264831543
2022-08-08,32.279903411865234
2022-08-09,32.84675216674805
2022-08-10,33.08404541015625
2022-08-11,34.22214126586914
2022-08-12,34.481414794921875
2022-08-15,33.8090934753418
2022-08-16,33.72999954223633
2022-08-17,34.01122283935547
2022-08-18,34.925228118896484
2022-08-19,34.916439056396484
2022-08-22,34.85051345825195
2022-08-23,36.107261657714844
2022-08-24,36.55108642578125
2022-08-25,36.83230972290039
2022-08-26,36.40167999267578
