Date,XLF
2022-01-03,36.70743942260742
2022-01-04,37.67317199707031
2022-01-05,37.236724853515625
2022-01-06,37.78460693359375
2022-01-07,38.23033142089844
2022-01-10,38.10033416748047
2022-01-11,38.434627532958984
2022-01-12,38.46248245239258
2022-01-13,38.31391525268555
2022-01-14,37.91461181640625
2022-01-18,37.069580078125
2022-01-19,36.447425842285156
2022-01-20,36.21527099609375
2022-01-21,35.47239685058594
2022-01-24,35.574546813964844
2022-01-25,35.72311782836914
2022-01-26,35.815982818603516
2022-01-27,35.490966796875
2022-01-28,35.95526885986328
2022-01-31,36.2709846496582
2022-02-01,36.77243423461914
2022-02-02,37.02315139770508
2022-02-03,36.61457824707031
2022-02-04,37.236724853515625
2022-02-07,37.34817123413086
2022-02-08,37.8681755065918
2022-02-09,38.109619140625
2022-02-10,37.77532196044922
2022-02-11,37.246028900146484
2022-02-14,36.82815170288086
2022-02-15,37.329593658447266
2022-02-16,37.357452392578125
2022-02-17,36.42885208129883
2022-02-18,36.4195671081543
2022-02-22,36.23385238647461
2022-02-23,35.60240173339844
2022-02-24,35.175254821777344
2022-02-25,36.308135986328125
2022-02-28,35.7695426940918
2022-03-01,34.45093536376953
2022-03-02,35.34239196777344
2022-03-03,35.23097229003906
2022-03-04,34.5716552734375
2022-03-07,33.30876541137695
2022-03-08,33.11376190185547
2022-03-09,34.330230712890625
2022-03-10,34.0423583984375
2022-03-11,33.800926208496094
2022-03-14,34.22808074951172
2022-03-15,34.71095275878906
2022-03-16,35.68598556518555
2022-03-17,36.13170623779297
2022-03-18,36.21527099609375
2022-03-21,36.17985534667969
2022-03-22,36.767154693603516
2022-03-23,36.086631774902344
2022-03-24,36.375614166259766
2022-03-25,36.84174346923828
2022-03-28,36.73918533325195
2022-03-29,36.823097229003906
2022-03-30,36.56207275390625
2022-03-31,35.72305679321289
2022-04-01,35.629844665527344
2022-04-04,35.47135925292969
2022-04-05,35.24761962890625
2022-04-06,35.00524139404297
2022-04-07,34.96795654296875
2022-04-08,35.32220458984375
2022-04-11,35.16372299194336
2022-04-12,34.7815055847168
2022-04-13,34.7815055847168
2022-04-14,34.38996887207031
2022-04-18,34.595069885253906
2022-04-19,35.070499420166016
2022-04-20,35.31288146972656
2022-04-21,34.7535400390625
2022-04-22,33.7187614440918
2022-04-25,33.774696350097656
2022-04-26,32.92637634277344
2022-04-27,32.898399353027344
2022-04-28,33.317909240722656
2022-04-29,32.171260833740234
2022-05-02,32.18058395385742
2022-05-03,32.6000862121582
2022-05-04,33.59757995605469
2022-05-05,32.618736267089844
2022-05-06,32.385677337646484
2022-05-09,31.61192512512207
2022-05-10,31.33225440979004
2022-05-11,31.043262481689453
2022-05-12,30.810213088989258
2022-05-13,31.257673263549805
2022-05-16,30.99665641784668
2022-05-17,31.826339721679688
2022-05-18,30.95004653930664
2022-05-19,30.744951248168945
2022-05-20,30.689016342163086
2022-05-23,31.686498641967773
2022-05-24,31.621246337890625
2022-05-25,31.872949600219727
2022-05-26,32.60941696166992
2022-05-27,33.159427642822266
2022-05-31,33.06620788574219
2022-06-01,32.53483581542969
2022-06-02,32.98230743408203
2022-06-03,32.506858825683594
2022-06-06,32.6000862121582
2022-06-07,32.85179138183594
2022-06-08,32.2738037109375
2022-06-09,31.462772369384766
2022-06-10,30.32544708251953
2022-06-13,29.421184539794922
2022-06-14,29.169483184814453
2022-06-15,29.495763778686523
2022-06-16,28.74997901916504
2022-06-17,28.833879470825195
2022-06-21,29.409320831298828
2022-06-22,29.34371566772461
2022-06-23,29.231250762939453
2022-06-24,30.309030532836914
2022-06-27,30.2059383392334
2022-06-28,29.906036376953125
2022-06-29,29.737337112426758
2022-06-30,29.474925994873047
2022-07-01,29.877920150756836
2022-07-05,29.774826049804688
2022-07-06,29.699851989746094
2022-07-07,30.130962371826172
2022-07-08,30.06536293029785
2022-07-11,29.821687698364258
2022-07-12,29.634248733520508
2022-07-13,29.3718318939209
2022-07-14,28.809511184692383
2022-07-15,29.78420066833496
2022-07-18,29.671733856201172
2022-07-19,30.56207275390625
2022-07-20,30.674541473388672
2022-07-21,30.871353149414062
2022-07-22,30.693283081054688
2022-07-25,30.890092849731445
2022-07-26,30.458986282348633
2022-07-27,30.927581787109375
2022-07-28,31.152509689331055
2022-07-29,31.592998504638672
2022-08-01,31.330575942993164
2022-08-02,30.983814239501953
2022-08-03,31.45241355895996
2022-08-04,31.349323272705078
2022-08-05,31.574249267578125
2022-08-08,31.555503845214844
2022-08-09,31.714826583862305
2022-08-10,32.42710494995117
2022-08-11,32.81135177612305
2022-08-12,33.326812744140625
2022-08-15,33.31744384765625
2022-08-16,33.56111526489258
2022-08-17,33.39242172241211
2022-08-18,33.429908752441406
2022-08-19,32.764495849609375
2022-08-22,32.0428466796875
2022-08-23,31.911645889282227
2022-08-24,32.08033752441406
2022-08-25,32.577056884765625
2022-08-26,31.602371215820312
2022-08-29,31.377439498901367
2022-08-30,31.2087459564209
2022-08-31,30.97444725036621
2022-09-01,31.068166732788086
2022-09-02,30.82448959350586
2022-09-06,30.74951934814453
2022-09-07,31.358694076538086
2022-09-08,31.911645889282227
2022-09-09,32.20216751098633
2022-09-12,32.4645881652832
2022-09-13,31.255596160888672
2022-09-14,31.16188621520996
2022-09-15,31.264976501464844
