Date,IBB
2022-01-03,150.5343780517578
2022-01-04,146.50347900390625
2022-01-05,140.78330993652344
2022-01-06,140.7042236328125
2022-01-07,138.8567657470703
2022-01-10,140.4473876953125
2022-01-11,141.79100036621094
2022-01-12,140.2201385498047
2022-01-13,136.3868865966797
2022-01-14,137.27603149414062
2022-01-18,131.85220336914062
2022-01-19,130.24185180664062
2022-01-20,129.07603454589844
2022-01-21,127.12976837158203
2022-01-24,128.29554748535156
2022-01-25,126.05288696289062
2022-01-26,124.69941711425781
2022-01-27,122.19001770019531
2022-01-28,126.42833709716797
2022-01-31,130.271484375
2022-02-01,132.6326904296875
2022-02-02,131.37794494628906
2022-02-03,128.64134216308594
2022-02-04,129.05628967285156
2022-02-07,130.05410766601562
2022-02-08,129.96524047851562
2022-02-09,133.472412109375
2022-02-10,130.21217346191406
2022-02-11,128.50303649902344
2022-02-14,126.14181518554688
2022-02-15,128.41412353515625
2022-02-16,128.34494018554688
2022-02-17,124.48207092285156
2022-02-18,123.53363037109375
2022-02-22,122.66423797607422
2022-02-23,120.03627014160156
2022-02-24,123.08905029296875
2022-02-25,124.7685775756836
2022-02-28,124.55121612548828
2022-03-01,123.8893051147461
2022-03-02,124.55121612548828
2022-03-03,122.94084930419922
2022-03-04,121.0933609008789
2022-03-07,119.16686248779297
2022-03-08,118.87049102783203
2022-03-09,122.76301574707031
2022-03-10,121.51820373535156
2022-03-11,119.1965103149414
2022-03-14,118.1591567993164
2022-03-15,119.67071533203125
2022-03-16,124.45243835449219
2022-03-17,127.07048034667969
2022-03-18,129.41197204589844
2022-03-21,127.67316436767578
2022-03-22,130.10353088378906
2022-03-23,126.82350158691406
2022-03-24,128.58169555664062
2022-03-25,126.73252868652344
2022-03-28,127.63241577148438
2022-03-29,131.23187255859375
2022-03-30,129.51123046875
2022-03-31,128.84869384765625
2022-04-01,131.5779571533203
2022-04-04,133.259033203125
2022-04-05,131.20217895507812
2022-04-06,131.00439453125
2022-04-07,132.41851806640625
2022-04-08,131.85482788085938
2022-04-11,128.8190460205078
2022-04-12,127.8301773071289
2022-04-13,131.0242156982422
2022-04-14,129.4024658203125
2022-04-18,125.68434143066406
2022-04-19,126.89075469970703
2022-04-20,127.56317901611328
2022-04-21,124.55704498291016
2022-04-22,121.6695556640625
2022-04-25,122.79686737060547
2022-04-26,118.06021118164062
2022-04-27,117.72401428222656
2022-04-28,117.72401428222656
2022-04-29,115.35073852539062
2022-05-02,117.04167938232422
2022-05-03,118.10964965820312
2022-05-04,120.50270080566406
2022-05-05,116.05281066894531
2022-05-06,111.90947723388672
