Date,IBB
2021-07-29,163.64022827148438
2021-07-30,163.62046813964844
2021-08-02,163.68954467773438
2021-08-03,167.19332885742188
2021-08-04,169.9075164794922
2021-08-05,172.5723419189453
2021-08-06,169.87786865234375
2021-08-09,173.91461181640625
2021-08-10,170.76617431640625
2021-08-11,165.6635284423828
2021-08-12,167.03538513183594
2021-08-13,167.19332885742188
2021-08-16,165.21939086914062
2021-08-17,168.33819580078125
2021-08-18,166.14710998535156
2021-08-19,162.4755859375
2021-08-20,164.9824981689453
2021-08-23,169.6903533935547
2021-08-24,169.21661376953125
2021-08-25,170.35162353515625
2021-08-26,169.1771240234375
2021-08-27,169.57192993164062
2021-08-30,169.7495574951172
2021-08-31,170.0358123779297
2021-09-01,171.79261779785156
2021-09-02,173.70736694335938
2021-09-03,173.5198211669922
2021-09-07,173.15463256835938
2021-09-08,171.49652099609375
2021-09-09,171.61492919921875
2021-09-10,170.9734344482422
2021-09-13,168.1013641357422
2021-09-14,167.7163848876953
2021-09-15,169.5620880126953
2021-09-16,170.2628173828125
2021-09-17,171.34849548339844
2021-09-20,167.6967010498047
2021-09-21,169.32518005371094
2021-09-22,169.36465454101562
2021-09-23,171.6544189453125
2021-09-24,168.38919067382812
2021-09-27,165.4458770751953
2021-09-28,160.13218688964844
2021-09-29,159.4210968017578
2021-09-30,159.687744140625
2021-10-01,156.97164916992188
2021-10-04,153.76165771484375
2021-10-05,153.87033081054688
2021-10-06,152.02334594726562
2021-10-07,154.3048858642578
2021-10-08,153.13943481445312
2021-10-11,152.60606384277344
2021-10-12,152.78390502929688
2021-10-13,153.67279052734375
2021-10-14,155.92469787597656
2021-10-15,155.12466430664062
2021-10-18,153.80117797851562
2021-10-19,155.46044921875
2021-10-20,155.75677490234375
2021-10-21,156.94195556640625
2021-10-22,156.4876708984375
2021-10-25,158.2655029296875
2021-10-26,158.06796264648438
2021-10-27,155.59878540039062
2021-10-28,158.21609497070312
2021-10-29,157.63339233398438
2021-11-01,159.6383819580078
2021-11-02,160.66552734375
2021-11-03,162.74952697753906
2021-11-04,159.83587646484375
2021-11-05,155.00611877441406
2021-11-08,155.68765258789062
2021-11-09,153.60365295410156
2021-11-10,151.618408203125
2021-11-11,151.52951049804688
2021-11-12,152.10238647460938
2021-11-15,151.29248046875
2021-11-16,152.16162109375
2021-11-17,152.20114135742188
2021-11-18,151.78628540039062
2021-11-19,152.65545654296875
2021-11-22,151.78628540039062
2021-11-23,151.1245880126953
2021-11-24,151.509765625
2021-11-26,152.9912872314453
2021-11-29,154.1370086669922
2021-11-30,152.31967163085938
2021-12-01,148.88255310058594
2021-12-02,149.36651611328125
2021-12-03,146.56149291992188
2021-12-06,143.47996520996094
2021-12-07,149.10971069335938
2021-12-08,150.79864501953125
2021-12-09,147.6775665283203
2021-12-10,145.42567443847656
2021-12-13,147.56063842773438
2021-12-14,146.8295440673828
2021-12-15,150.07003784179688
2021-12-16,148.5782012939453
2021-12-17,152.5991973876953
2021-12-20,151.16665649414062
2021-12-21,152.09532165527344
2021-12-22,151.90765380859375
2021-12-23,152.8264617919922
2021-12-27,151.52230834960938
2021-12-28,150.36642456054688
2021-12-29,150.98880004882812
2021-12-30,151.90765380859375
