Date,GLD
2025-05-30,303.6000061035156
2025-06-02,311.6700134277344
2025-06-03,308.9100036621094
2025-06-04,310.8999938964844
2025-06-05,309.3299865722656
2025-06-06,305.17999267578125
2025-06-09,306.6199951171875
2025-06-10,306.7099914550781
2025-06-11,308.3699951171875
2025-06-12,312.20001220703125
2025-06-13,316.2900085449219
2025-06-16,311.7799987792969
2025-06-17,311.94000244140625
2025-06-18,310.260009765625
2025-06-20,310.1300048828125
2025-06-23,311.0799865722656
2025-06-24,306.19000244140625
2025-06-25,307.1199951171875
2025-06-26,306.7799987792969
2025-06-27,301.2200012207031
2025-06-30,304.8299865722656
2025-07-01,307.54998779296875
2025-07-02,309.25
2025-07-03,307.1400146484375
2025-07-07,307.3699951171875
2025-07-08,304.1600036621094
2025-07-09,305.5199890136719
2025-07-10,306.20001220703125
2025-07-11,309.1400146484375
2025-07-14,308.010009765625
2025-07-15,306.7300109863281
2025-07-16,308.260009765625
2025-07-17,307.5899963378906
2025-07-18,308.3900146484375
2025-07-21,313.1300048828125
2025-07-22,316.1000061035156
2025-07-23,312.17999267578125
2025-07-24,310.2699890136719
2025-07-25,307.3999938964844
2025-07-28,305.4100036621094
2025-07-29,306.25
2025-07-30,300.9599914550781
2025-07-31,302.9599914550781
2025-08-01,309.1099853515625
2025-08-04,310.9100036621094
2025-08-05,311.1600036621094
2025-08-06,310.5
2025-08-07,313.1199951171875
2025-08-08,313.04998779296875
2025-08-11,308.54998779296875
2025-08-12,308.2699890136719
2025-08-13,309.2099914550781
2025-08-14,307.25
2025-08-15,307.42999267578125
2025-08-18,306.95001220703125
2025-08-19,305.2699890136719
2025-08-20,308.3599853515625
2025-08-21,307.2900085449219
2025-08-22,310.5799865722656
2025-08-25,309.8299865722656
2025-08-26,312.0799865722656
2025-08-27,312.7099914550781
2025-08-28,315.0299987792969
2025-08-29,318.07000732421875
2025-09-02,325.5899963378906
2025-09-03,328.1400146484375
2025-09-04,326.69000244140625
2025-09-05,331.04998779296875
2025-09-08,334.82000732421875
2025-09-09,334.05999755859375
2025-09-10,335.260009765625
2025-09-11,334.760009765625
2025-09-12,335.4200134277344
2025-09-15,338.9100036621094
2025-09-16,339.5899963378906
2025-09-17,336.9700012207031
2025-09-18,335.6199951171875
2025-09-19,339.17999267578125
2025-09-22,345.04998779296875
2025-09-23,346.4599914550781
2025-09-24,343.32000732421875
2025-09-25,344.75
2025-09-26,346.739990234375
2025-09-29,352.4599914550781
2025-09-30,355.4700012207031
2025-10-01,356.0299987792969
2025-10-02,354.7900085449219
2025-10-03,357.6400146484375
2025-10-06,364.3800048828125
2025-10-07,366.260009765625
2025-10-08,372.29998779296875
2025-10-09,365.42999267578125
2025-10-10,369.1199951171875
2025-10-13,378.0899963378906
2025-10-14,380.7900085449219
2025-10-15,387.3900146484375
2025-10-16,396.45001220703125
2025-10-17,388.989990234375
2025-10-20,403.1499938964844
2025-10-21,377.239990234375
2025-10-22,377.2799987792969
2025-10-23,378.7900085449219
2025-10-24,377.5199890136719
2025-10-27,367.010009765625
2025-10-28,364.3800048828125
2025-10-29,363.0
2025-10-30,370.1300048828125
2025-10-31,368.1199951171875
2025-11-03,368.7799987792969
2025-11-04,362.32000732421875
2025-11-05,366.510009765625
2025-11-06,366.07000732421875
2025-11-07,368.30999755859375
2025-11-10,378.3800048828125
2025-11-11,379.8699951171875
2025-11-12,385.989990234375
2025-11-13,382.8699951171875
2025-11-14,375.9599914550781
2025-11-17,371.6499938964844
2025-11-18,374.3500061035156
2025-11-19,374.9599914550781
2025-11-20,374.8500061035156
2025-11-21,374.2699890136719
2025-11-24,380.20001220703125
2025-11-25,380.0799865722656
2025-11-26,383.1199951171875
2025-11-28,387.8800048828125
2025-12-01,389.75
2025-12-02,387.239990234375
2025-12-03,386.8800048828125
